alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,confidence,snf_excel_row,snf_facility,snf_corporate,snf_beds,snf_census,cms_provider,cms_beds,cms_chain,cms_chain_id
4519,ADAMS WOODCREST OF DECATUR,ADAMS MEMORIAL HOSPITAL,1300 Mercer Ave,Decatur,IN,56,45,Independent,No,HIGH,20893,WOODCREST OF DECATUR,ADAMS COUNTY MEMORIAL HOSPITAL,168,134,ADAMS WOODCREST,143.0,,
4520,ADDISON POINTE HEALTH & REHAB CENTER,TLC MANAGEMENT,780 Dickinson Rd,Chesterton,IN,42,34,Corporate,Yes,HIGH,4482,ADDISON POINTE HEALTH & REHABILITATION CENTER,TLC MANAGEMENT,100,90.7,ADDISON POINTE HEALTH & REHABILITATION CENTER,100.0,TLC MANAGEMENT,520.0
4521,ALBANY HEALTH AND REHABILITATION,TLC MANAGEMENT,910 W Walnut St,Albany,IN,85,68,Corporate,Yes,HIGH,4483,ALBANY HEALTH CARE & REHABILITATION CENTER,TLC MANAGEMENT,102,81.1,ALBANY HEALTH CARE & REHABILITATION CENTER,102.0,TLC MANAGEMENT,520.0
4523,ALTENHEIM HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,3525 E Hanna Ave,Indianapolis,IN,104,83,Corporate,No,HIGH,4488,ALTENHEIM HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,87,80.2,ALTENHEIM HEALTH & LIVING COMMUNITY,87.0,CARDON & ASSOCIATES,105.0
4524,AMBER MANOR CARE CENTER,TRILOGY HEALTH SERVICES,801 E Illinois St,Petersburg,IN,19,15,Corporate,No,HIGH,4490,AMBER MANOR CARE CENTER,TRILOGY HEALTH SERVICES,64,51,AMBER MANOR CARE CENTER,64.0,TRILOGY HEALTH SERVICES,524.0
4525,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,2026 E 54Th St,Indianapolis,IN,34,27,Corporate,Yes,HIGH,4491,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,150,128.7,AMERICAN VILLAGE,150.0,AMERICAN SENIOR COMMUNITIES,33.0
4526,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,2026 E 54Th St,Indianapolis,IN,79,63,Corporate,No,HIGH,4491,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,150,128.7,AMERICAN VILLAGE,150.0,AMERICAN SENIOR COMMUNITIES,33.0
4527,APERION CARE DEMOTTE,APERION CARE,10352 N 600 E County Line Rd,Demotte,IN,16,13,Corporate,No,HIGH,4493,APERION CARE DEMOTTE,APERION CARE,93,85.4,APERION CARE DEMOTTE,93.0,APERION CARE,38.0
4528,APERION CARE HANOVER,APERION CARE,410 W Lagrange Rd,Hanover,IN,12,10,Corporate,No,HIGH,4495,APERION CARE HANOVER,APERION CARE,125,74.4,APERION CARE HANOVER,125.0,APERION CARE,38.0
4529,APERION CARE HANOVER ALF,CHOSEN,410 W Lagrange Rd,Hanover,IN,7,6,Corporate,Yes,HIGH,4495,APERION CARE HANOVER,APERION CARE,125,74.4,APERION CARE HANOVER,125.0,APERION CARE,38.0
4530,APERION CARE HANOVER SNF,CHOSEN,410 W Lagrange Rd,Hanover,IN,74,59,Corporate,Yes,HIGH,4495,APERION CARE HANOVER,APERION CARE,125,74.4,APERION CARE HANOVER,125.0,APERION CARE,38.0
4531,APERION CARE MARION,APERION CARE,614 W 14Th St,Marion,IN,37,30,Corporate,No,HIGH,4498,APERION CARE MARION LLC,APERION CARE,70,60.7,APERION CARE MARION LLC,70.0,APERION CARE,38.0
4534,ARBOR TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,3701 Hodgin Rd,Richmond,IN,60,48,Corporate,No,HIGH,4505,ARBOR TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,101,97.5,ARBOR TRACE HEALTH & LIVING COMMUNITY,101.0,CARDON & ASSOCIATES,105.0
4535,ARLINGTON PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1635 N Arlington Ave,Indianapolis,IN,26,21,Corporate,No,HIGH,4506,ARLINGTON PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,84,62,ARLINGTON PLACE HEALTH CAMPUS,84.0,TRILOGY HEALTH SERVICES,524.0
4536,ASHFORD PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2200 N Riley Hwy,Shelbyville,IN,40,32,Corporate,No,HIGH,4509,ASHFORD PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,48.8,ASHFORD PLACE HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
4538,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,39,31,Corporate,No,HIGH,4511,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,46.6,ASPEN PLACE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES,524.0
4539,ASPEN PLACE HEALTH CAMPUS ALF,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,26,21,Corporate,Yes,HIGH,4511,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,46.6,ASPEN PLACE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES,524.0
4540,ASPEN PLACE HEALTH CAMPUS SNF,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,37,30,Corporate,Yes,HIGH,4511,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,46.6,ASPEN PLACE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES,524.0
4541,ASPEN TRACE HEALTH AND LIVING COMMUNITY,CARDON & ASSOCIATES,3154 S State Rd 135,Greenwood,IN,134,107,Corporate,No,HIGH,4512,ASPEN TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,104,100.1,ASPEN TRACE HEALTH & LIVING COMMUNITY,104.0,CARDON & ASSOCIATES,105.0
4544,AUBURN VILLAGE,GENERATIONS,1751 Wesley Rd,Auburn,IN,85,68,Independent,Yes,HIGH,4513,AUBURN VILLAGE,GENERATIONS HEALTHCARE,111,81.9,AUBURN VILLAGE,111.0,GENERATIONS HEALTHCARE,236.0
4547,AVALON SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2400 Silhavy Rd,Valparaiso,IN,75,60,Corporate,No,HIGH,4516,AVALON SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,61,55.3,AVALON SPRINGS HEALTH CAMPUS,61.0,TRILOGY HEALTH SERVICES,524.0
4597,BEECH GROVE MEADOWS,AMERICAN SENIOR COMMUNITIES,2002 Albany St,Beech Grove,IN,89,71,Corporate,Yes,HIGH,17604,BEECH GROVE MEADOWS,OHI ASSET IN BEECH GROVE LLC,181,145,BEECH GROVE MEADOWS,133.0,AMERICAN SENIOR COMMUNITIES,33.0
4598,BEECH GROVE MEADOWS,AMERICAN SENIOR COMMUNITIES,2002 Albany St,Beech Grove,IN,32,26,Corporate,No,HIGH,17604,BEECH GROVE MEADOWS,OHI ASSET IN BEECH GROVE LLC,181,145,BEECH GROVE MEADOWS,133.0,AMERICAN SENIOR COMMUNITIES,33.0
4599,BELL TOWER HEALTH & REHAB,INDEPENDENT,5805 N Fir Rd,Granger,IN,81,65,Independent,Yes,HIGH,4553,BELLTOWER HEALTH & REHABILITATION CENTER,FUNDAMENTAL HEALTHCARE,96,84.3,BELLTOWER HEALTH & REHABILITATION CENTER,96.0,FUNDAMENTAL HEALTHCARE,231.0
4600,BELMONT AT TIPTON LAKES SENIOR LIVING,MAGNOLIA,540 Belmont Dr,Columbus,IN,77,62,Corporate,Yes,HIGH,4554,"BELMONT HEALTH & REHABILITATION, THE",,188,127.5,"BELMONT HEALTH & REHABILITATION, THE",188.0,,
4602,BETHANY POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1707 Bethany Rd,Anderson,IN,64,51,Corporate,No,HIGH,4557,BETHANY POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,74,55.1,BETHANY POINTE HEALTH CAMPUS,74.0,TRILOGY HEALTH SERVICES,524.0
4605,BETHEL POINTE HEALTH & REHAB,TLC MANAGEMENT,3400 W Community Dr,Muncie,IN,114,91,Corporate,Yes,HIGH,4560,BETHEL POINTE HEALTH AND REHAB,TLC MANAGEMENT,114,102.6,BETHEL POINTE HEALTH AND REHAB,114.0,TLC MANAGEMENT,520.0
4606,BETHLEHEM WOODS NURSING & REHAB,AMERICAN SENIOR COMMUNITIES,4430 Elsdale Dr,Fort Wayne,IN,84,67,Corporate,Yes,HIGH,4561,BETHLEHEM WOODS NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,90,79.7,BETHLEHEM WOODS NURSING AND REHABILITATION,90.0,AMERICAN SENIOR COMMUNITIES,33.0
4611,BLAIR RIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,269 Meadowview Dr,Peru,IN,32,26,Corporate,No,HIGH,4563,BLAIR RIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,55,49.8,BLAIR RIDGE HEALTH CAMPUS,55.0,TRILOGY HEALTH SERVICES,524.0
4616,BRICKYARD HEALTHCARE - BRANDYWINE,BRICKYARD,745 N Swope St,Greenfield,IN,46,37,Corporate,Yes,HIGH,4566,BRICKYARD HEALTHCARE - BRANDYWINE CARE CENTER,BRICKYARD HEALTHCARE,128,95.7,BRICKYARD HEALTHCARE - BRANDYWINE CARE CENTER,128.0,BRICKYARD HEALTHCARE,90.0
4617,BRICKYARD HEALTHCARE - ELKHART,BRICKYARD,1001 W. Hively Ave,Elkhart,IN,117,94,Corporate,Yes,HIGH,4570,BRICKYARD HEALTHCARE - ELKHART CARE CENTER,BRICKYARD HEALTHCARE,175,112.2,BRICKYARD HEALTHCARE - ELKHART CARE CENTER,175.0,BRICKYARD HEALTHCARE,90.0
4618,BRICKYARD HEALTHCARE - GOLDEN RULE,BRICKYARD,2330 Straightline Pike,Richmond,IN,60,48,Corporate,Yes,HIGH,4572,BRICKYARD HEALTHCARE - GOLDEN RULE CARE CENTER,BRICKYARD HEALTHCARE,170,86,BRICKYARD HEALTHCARE - GOLDEN RULE CARE CENTER,170.0,BRICKYARD HEALTHCARE,90.0
4619,BRICKYARD HEALTHCARE - KOKOMO,BRICKYARD,2905 W Sycamore St,Kokomo,IN,55,44,Corporate,Yes,HIGH,4587,BRICKYARD HEALTHCARE -SYCAMORE VILLAGE CARE CENTER,BRICKYARD HEALTHCARE,110,104.1,BRICKYARD HEALTHCARE -SYCAMORE VILLAGE CARE CENTER,110.0,BRICKYARD HEALTHCARE,90.0
4621,BRIDGEPOINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1900 College Ave,Vincennes,IN,26,21,Corporate,No,HIGH,4588,BRIDGEPOINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,75,65.3,BRIDGEPOINTE HEALTH CAMPUS,75.0,TRILOGY HEALTH SERVICES,524.0
4623,BROOKSIDE VILLAGE,CARDON & ASSOCIATES,1111 Church Ave,Jasper,IN,78,62,Corporate,No,HIGH,4592,BROOKSIDE VILLAGE INC,CARDON & ASSOCIATES,27,25.7,BROOKSIDE VILLAGE INC,27.0,CARDON & ASSOCIATES,105.0
4624,BROOKSIDE VILLAGE INC,CARDON & ASSOCIATES,1111 Church Ave,Jasper,IN,15,12,Corporate,Yes,HIGH,4592,BROOKSIDE VILLAGE INC,CARDON & ASSOCIATES,27,25.7,BROOKSIDE VILLAGE INC,27.0,CARDON & ASSOCIATES,105.0
4671,CARDINAL NURSING AND REHAB,AMERICAN SENIOR COMMUNITIES,1121 E Lasalle Ave,South Bend,IN,62,50,Corporate,Yes,HIGH,4630,CARDINAL NURSING AND REHABILITATION CENTER,AMERICAN SENIOR COMMUNITIES,144,60.5,CARDINAL NURSING AND REHABILITATION CENTER,144.0,AMERICAN SENIOR COMMUNITIES,33.0
4680,CENTURY VILLA HEALTH,GREENTOWN VOLUNTEER FIRE COMPANY,705 N Meridian St,Greentown,IN,97,78,Independent,Yes,HIGH,4639,CENTURY VILLA HEALTH CARE,EXCEPTIONAL LIVING CENTERS,84,69.4,CENTURY VILLA HEALTH CARE,84.0,EXCEPTIONAL LIVING CENTERS,758.0
4681,CENTURY VILLA HEALTH CARE,EXCEPTIONAL LIVING CENTERS,705 N Meridian St,Greentown,IN,84,67,Corporate,No,HIGH,4639,CENTURY VILLA HEALTH CARE,EXCEPTIONAL LIVING CENTERS,84,69.4,CENTURY VILLA HEALTH CARE,84.0,EXCEPTIONAL LIVING CENTERS,758.0
4684,CHARLESTOWN PLACE AT NEW ALBANY,EXCEPTIONAL LIVING CENTERS,4915 Charlestown Rd,New Albany,IN,14,11,Corporate,No,HIGH,4641,CHARLESTOWN PLACE AT NEW ALBANY,DIVERSICARE HEALTHCARE,158,133.1,CHARLESTOWN PLACE AT NEW ALBANY,158.0,DIVERSICARE HEALTHCARE,185.0
4685,CHATEAU REHABILITATION - (SIG-FT WAYNE),CASTLE HEALTHCARE,6006 Brandy Chase Cove,Fort Wayne,IN,93,74,Corporate,Yes,HIGH,4643,CHATEAU REHABILITATION AND HEALTHCARE CENTER,CASTLE HEALTHCARE,99,81.7,CHATEAU REHABILITATION AND HEALTHCARE CENTER,99.0,CASTLE HEALTHCARE,121.0
4686,CHESTERTON MANOR,ADAMS COUNTY MEMORIAL HOSPITAL,110 Beverly Dr,Chesterton,IN,21,17,Corporate,Yes,HIGH,4644,CHESTERTON MANOR,IDE MANAGEMENT GROUP,100,73.7,CHESTERTON MANOR,100.0,IDE MANAGEMENT GROUP,278.0
4687,CLARK REHAB,AMERICAN SENIOR COMMUNITIES,517 N Little League Blvd,Clarksville,IN,48,38,Corporate,Yes,HIGH,4646,CLARK REHABILITATION AND SKILLED NURSING CENTER,AMERICAN SENIOR COMMUNITIES,83,70.4,CLARK REHABILITATION AND SKILLED NURSING CENTER,83.0,AMERICAN SENIOR COMMUNITIES,33.0
4689,CLINTON HOUSE REHAB & HCC,HENRY COUNTY MEMORIAL HOSPITAL,809 W Freeman St,Frankfort,IN,65,52,Independent,Yes,HIGH,4649,CLINTON HOUSE REHABILITATION AND HEALTHCARE CENTER,CASTLE HEALTHCARE,88,71.3,CLINTON HOUSE REHABILITATION AND HEALTHCARE CENTER,88.0,CASTLE HEALTHCARE,121.0
4690,COBBLESTONE CROSSINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1850 E Howard Wayne Dr,Terre Haute,IN,39,31,Corporate,No,HIGH,18014,COBBLESTONE CROSSINGS HEALTH CAMPUS,TRILOGY REAL ESTATE VIGO LLC,84,67,COBBLESTONE CROSSINGS HEALTH CAMPUS,60.0,TRILOGY HEALTH SERVICES,524.0
4691,COLONIAL NURSING AND REHABILITATION,ADAMS COUNTY MEMORIAL HOSPITAL,119 N Indiana Ave,Crown Point,IN,6,5,Corporate,Yes,HIGH,4652,COLONIAL NURSING HOME,IDE MANAGEMENT GROUP,55,29.3,COLONIAL NURSING HOME,55.0,IDE MANAGEMENT GROUP,278.0
4693,COMMUNITY NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,5600 E 16Th St,Indianapolis,IN,42,34,Corporate,Yes,HIGH,4655,COMMUNITY NURSING AND REHABILITATION CENTER,AMERICAN SENIOR COMMUNITIES,115,55.4,COMMUNITY NURSING AND REHABILITATION CENTER,115.0,AMERICAN SENIOR COMMUNITIES,33.0
4695,COPPER TRACE,CARDON & ASSOCIATES,1250 W 146Th St,Westfield,IN,119,95,Corporate,No,HIGH,4657,COPPER TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,104,99.2,COPPER TRACE HEALTH & LIVING COMMUNITY,104.0,CARDON & ASSOCIATES,105.0
4698,COVENTRY MEADOWS ASSISTED LIVING,AMERICAN SENIOR COMMUNITIES,7843 W Jefferson Blvd,Fort Wayne,IN,7,6,Corporate,Yes,HIGH,4662,COVENTRY MEADOWS,AMERICAN SENIOR COMMUNITIES,150,123.4,COVENTRY MEADOWS,150.0,AMERICAN SENIOR COMMUNITIES,33.0
4700,COVERED BRIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1675 W Tipton St,Seymour,IN,29,23,Corporate,No,HIGH,4663,COVERED BRIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,78,56.8,COVERED BRIDGE HEALTH CAMPUS,78.0,TRILOGY HEALTH SERVICES,524.0
4701,CREASY SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1750 S Creasy Ln,Lafayette,IN,62,50,Corporate,No,HIGH,4664,CREASY SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,55.5,CREASY SPRINGS HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES,524.0
4702,CREEKSIDE VILLAGE,AMERICAN SENIOR COMMUNITIES,1420 E Douglas Rd,Mishawaka,IN,102,82,Corporate,Yes,HIGH,4666,CREEKSIDE VILLAGE,AMERICAN SENIOR COMMUNITIES,100,93.5,CREEKSIDE VILLAGE,100.0,AMERICAN SENIOR COMMUNITIES,33.0
4704,CUMBERLAND POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1051 Cumberland Ave,West Lafayette,IN,126,101,Corporate,No,HIGH,4668,CUMBERLAND POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,51.7,CUMBERLAND POINTE HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES,524.0
4705,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,1925 Reeves Rd,Plainfield,IN,126,101,Corporate,No,HIGH,4669,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,104,99,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,104.0,CARDON & ASSOCIATES,105.0
4710,DYER NURSING AND REHABILITATION CENTER,CASA CONSULTING,601 Sheffield Ave,Dyer,IN,50,40,Corporate,No,HIGH,4707,DYER NURSING AND REHABILITATION CENTER,CASA CONSULTING,161,121.9,DYER NURSING AND REHABILITATION CENTER,161.0,CASA CONSULTING,695.0
4734,EAST LAKE,AMERICAN SENIOR COMMUNITIES,1900 Jeanwood Dr,Elkhart,IN,105,84,Corporate,Yes,HIGH,4712,EAST LAKE NURSING & REHABILITATION CENTER,AMERICAN SENIOR COMMUNITIES,152,103.2,EAST LAKE NURSING & REHABILITATION CENTER,152.0,AMERICAN SENIOR COMMUNITIES,33.0
4736,EDGEWATER WOODS,AMERICAN SENIOR COMMUNITIES,1809 N Madison Ave,Anderson,IN,54,43,Corporate,Yes,HIGH,4714,EDGEWATER WOODS,AMERICAN SENIOR COMMUNITIES,81,72.7,EDGEWATER WOODS,81.0,AMERICAN SENIOR COMMUNITIES,33.0
4737,ELWOOD ALF,PUTNAM COUNTY HOSPITAL,2300 Parkview Ln,Elwood,IN,9,7,Corporate,Yes,HIGH,4716,ELWOOD HEALTH AND LIVING,,85,66.3,ELWOOD HEALTH AND LIVING,85.0,,
4738,ELWOOD SNF,PUTNAM COUNTY HOSPITAL,2300 Parkview Ln,Elwood,IN,29,23,Corporate,Yes,HIGH,4716,ELWOOD HEALTH AND LIVING,,85,66.3,ELWOOD HEALTH AND LIVING,85.0,,
4739,ENVIVE HEALTHCARE OF BEECH GROVE,ENVIVE HEALTHCARE,501 N 17Th Ave,Beech Grove,IN,57,46,Corporate,No,HIGH,4719,ENVIVE OF BEECH GROVE,ENVIVE HEALTHCARE,52,47.1,ENVIVE OF BEECH GROVE,52.0,ENVIVE HEALTHCARE,204.0
4741,ENVIVE HEALTHCARE OF EVANSVILLE,ENVIVE HEALTHCARE,601 N Boeke Rd,Evansville,IN,28,22,Corporate,No,HIGH,4722,ENVIVE OF EVANSVILLE,ENVIVE HEALTHCARE,200,124.8,ENVIVE OF EVANSVILLE,200.0,ENVIVE HEALTHCARE,204.0
4742,ENVIVE HEALTHCARE OF LIBERTY,MAGNOLIA,215 W High St,Liberty,IN,24,19,Corporate,Yes,HIGH,4727,ENVIVE OF LIBERTY,ENVIVE HEALTHCARE,60,24.3,ENVIVE OF LIBERTY,60.0,ENVIVE HEALTHCARE,204.0
4754,FAIRWAY VILLAGE,AMERICAN SENIOR COMMUNITIES,2630 S Keystone Ave,Indianapolis,IN,46,37,Corporate,Yes,HIGH,4747,FAIRWAY VILLAGE,AMERICAN SENIOR COMMUNITIES,53,45.5,FAIRWAY VILLAGE,53.0,AMERICAN SENIOR COMMUNITIES,33.0
4758,FLATROCK RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,904 E 11Th St,Rushville,IN,51,41,Corporate,No,HIGH,4748,FLATROCK RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,63,32.2,FLATROCK RIVER LODGE,63.0,REAL PROPERTY HEALTH FACILITIES,605.0
4759,FOREST PARK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2401 S L St,Richmond,IN,42,34,Corporate,No,HIGH,4750,FOREST PARK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,54.1,FOREST PARK HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES,524.0
4760,FOUR SEASONS RETIREMENT CENTER - SNF,BHI SENIOR LIVING,1901 Taylor Rd,Columbus,IN,24,19,Corporate,Yes,HIGH,4751,FOUR SEASONS RETIREMENT CENTER,BHI SENIOR LIVING,30,14.4,FOUR SEASONS RETIREMENT CENTER,30.0,BHI SENIOR LIVING,80.0
4761,FOUR SEASONS RETIREMENT CENTER AL,BHI SENIOR LIVING,1901 Taylor Rd,Columbus,IN,12,10,Corporate,Yes,HIGH,4751,FOUR SEASONS RETIREMENT CENTER,BHI SENIOR LIVING,30,14.4,FOUR SEASONS RETIREMENT CENTER,30.0,BHI SENIOR LIVING,80.0
4785,GLENBROOK REHAB,AMERICAN SENIOR COMMUNITIES,3811 Parnell Ave,Fort Wayne,IN,63,50,Corporate,Yes,HIGH,4765,GLENBROOK REHABILITATION & SKILLED NURSING CENTER,AMERICAN SENIOR COMMUNITIES,82,57.3,GLENBROOK REHABILITATION & SKILLED NURSING CENTER,82.0,AMERICAN SENIOR COMMUNITIES,33.0
4786,GOLDEN YEARS - FORT WAYNE - ALF,GREENCROFT,3136 Goeglein Rd,Fort Wayne,IN,25,20,Corporate,Yes,HIGH,4766,GOLDEN YEARS HOMESTEAD,,111,86.9,GOLDEN YEARS HOMESTEAD,111.0,,
4788,GOOD SAMARITAN HOME AND REHABILITATIVE CENTER,AMERICAN SENIOR COMMUNITIES,231 N Jackson St,Oakland City,IN,67,54,Corporate,Yes,HIGH,4767,GOOD SAMARITAN HOME & REHABILITATIVE CENTER,AMERICAN SENIOR COMMUNITIES,103,68.9,GOOD SAMARITAN HOME & REHABILITATIVE CENTER,103.0,AMERICAN SENIOR COMMUNITIES,33.0
4798,GREEN VALLEY,LIFECARE,3118 Green Valley Rd,New Albany,IN,69,55,Corporate,Yes,HIGH,4771,GREEN VALLEY CARE CENTER,LIFE CARE CENTERS OF AMERICA,141,117.9,GREEN VALLEY CARE CENTER,141.0,LIFE CARE CENTERS OF AMERICA,311.0
4799,GREENCROFT GOSHEN,GREENCROFT,1225 Greencroft Dr,Goshen,IN,136,109,Corporate,Yes,HIGH,4772,GREENCROFT HEALTHCARE,,231,152.9,GREENCROFT HEALTHCARE,231.0,,
4802,GREENWOOD VILLAGE SOUTH - MANOR (AL),INDEPENDENT,295 Village Ln,Greenwood,IN,26,21,Independent,Yes,HIGH,4778,GREENWOOD VILLAGE SOUTH,LIFE CARE SERVICES,137,122.1,GREENWOOD VILLAGE SOUTH,137.0,LIFE CARE SERVICES,312.0
4803,GREENWOOD VILLAGE SOUTH - PAVILION,INDEPENDENT,295 Village Ln,Greenwood,IN,132,106,Independent,Yes,HIGH,4778,GREENWOOD VILLAGE SOUTH,LIFE CARE SERVICES,137,122.1,GREENWOOD VILLAGE SOUTH,137.0,LIFE CARE SERVICES,312.0
4804,GREENWOOD VILLAGE SOUTH IL,INDEPENDENT,295 Village Ln,Greenwood,IN,15,12,Independent,Yes,HIGH,4778,GREENWOOD VILLAGE SOUTH,LIFE CARE SERVICES,137,122.1,GREENWOOD VILLAGE SOUTH,137.0,LIFE CARE SERVICES,312.0
4852,HAMILTON GROVE ALF,STORYPOINT,31869 Chicago Trail,New Carlisle,IN,27,22,Corporate,Yes,HIGH,4805,HAMILTON GROVE,,85,46.5,HAMILTON GROVE,85.0,,
4853,HAMILTON GROVE SNF,WOODLAWN HOSPITAL,31869 Chicago Trail,New Carlisle,IN,49,39,Corporate,Yes,HIGH,4805,HAMILTON GROVE,,85,46.5,HAMILTON GROVE,85.0,,
4858,HAMILTON TRACE OF FISHERS,CARDON & ASSOCIATES,11851 Cumberland Rd,Fishers,IN,102,82,Corporate,No,HIGH,4807,HAMILTON TRACE OF FISHERS,CARDON & ASSOCIATES,108,102.6,HAMILTON TRACE OF FISHERS,108.0,CARDON & ASSOCIATES,105.0
4859,HAMPTON OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,966 N Wilson Rd,Scottsburg,IN,26,21,Corporate,No,HIGH,4809,HAMPTON OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,63.3,HAMPTON OAKS HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES,524.0
4860,HARBOUR MANOR & THE LODGE,CARDON & ASSOCIATES,1667 Sheridan Rd,Noblesville,IN,96,77,Corporate,No,HIGH,4811,HARBOUR MANOR HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,129,122.3,HARBOUR MANOR HEALTH & LIVING COMMUNITY,129.0,CARDON & ASSOCIATES,105.0
4862,HARRISON TERRACE,AMERICAN SENIOR COMMUNITIES,1924 Wellesley Blvd,Indianapolis,IN,82,66,Corporate,Yes,HIGH,4815,HARRISON TERRACE,AMERICAN SENIOR COMMUNITIES,110,76,HARRISON TERRACE,110.0,AMERICAN SENIOR COMMUNITIES,33.0
4863,HARRISON'S CROSSING HEALTH CAMPUS,TRILOGY HEALTH SERVICES,395 8Th Ave,Terre Haute,IN,51,41,Corporate,No,HIGH,4816,HARRISON'S CROSSING HEALTH CAMPUS,TRILOGY HEALTH SERVICES,72,48.4,HARRISON'S CROSSING HEALTH CAMPUS,72.0,TRILOGY HEALTH SERVICES,524.0
4864,HEARTHSTONE HEALTH ALF,TRILOGY HEALTH SERVICES,3043 N. Lintel Dr,Bloomington,IN,57,46,Corporate,Yes,HIGH,4820,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,58.5,HEARTHSTONE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES,524.0
4865,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3043 N Lintel Dr,Bloomington,IN,75,60,Corporate,No,HIGH,4820,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,58.5,HEARTHSTONE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES,524.0
4866,HEARTHSTONE HEALTH SNF,TRILOGY HEALTH SERVICES,3043 N. Lintel Dr,Bloomington,IN,58,46,Corporate,Yes,HIGH,4820,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,58.5,HEARTHSTONE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES,524.0
