alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,confidence,snf_excel_row,snf_facility,snf_corporate,snf_beds,snf_census,cms_provider,cms_beds,cms_chain,cms_chain_id
18177,CROASDAILE VILLAGE,UNITED METHODIST RETIREMENT,2600 Croasdaile Farm Parkway,Durham,NC,599,479,Corporate,No,HIGH,8935,CROASDAILE VILLAGE,LIFE CARE SERVICES,102,85.2,CROASDAILE VILLAGE,102.0,LIFE CARE SERVICES,312.0
18182,CROSSLANDS,CROSSLANDS CORP,1660 East Street Road,Kennett Square,PA,372,298,Corporate,No,HIGH,13593,CROSSLANDS,KENDAL,60,52,CROSSLANDS,60.0,KENDAL,653.0
18197,CUMBERLAND CROSSINGS,LUTHERAN SENIOR SVCS E,1 Longsdorf Way,Carlisle,PA,223,178,Independent,No,HIGH,13594,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,,58,52.6,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,58.0,,
18205,CYPRESS POINTE HEALTH CAMPUS,TRILOGY REAL ESTATE MONTGOMERY LLC,600 West National Road,Englewood,OH,171,137,Independent,No,HIGH,11915,CYPRESS POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,67,CYPRESS POINTE HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES,524.0
18231,DEUPREE HOUSE,"EPISCOPAL RETIREMENT HOMES, INC.",3999 Erie Ave,Cincinnati,OH,168,134,Corporate,No,HIGH,11945,DEUPREE COTTAGES,"EPISCOPAL RETIREMENT HOMES, INC.",24,20,DEUPREE COTTAGES,24.0,"EPISCOPAL RETIREMENT HOMES, INC.",711.0
18280,DUNWOODY VILLAGE,DUNWOODY HOME,3500 West Chester Pike,Newtown Square,PA,426,341,Independent,No,HIGH,14107,WILLIAM HOOD DUNWOODY CARE CTR,,81,68,WILLIAM HOOD DUNWOODY CARE CTR,81.0,,
18311,ELIZA AT CHAGRIN FALLS,ELIZA JENNINGS INC,16695 Chillicothe Rd,Chagrin Falls,OH,93,74,Independent,No,HIGH,11982,ELIZA AT CHAGRIN FALLS,,29,24,ELIZA AT CHAGRIN FALLS,29.0,,
18314,ELIZABETH SCOTT COMMUNITY,HPC OHIO SENIOR LIVING 1 LLC,2720 Albon Rd,Maumee,OH,122,98,Independent,No,HIGH,11984,ELIZABETH SCOTT COMMUNITY,,60,54.7,ELIZABETH SCOTT COMMUNITY,60.0,,
18348,EPISCOPAL CHURCH HOME,TRUSTEES OF THE CHURCH HOME & INFIRM,7504 Westport Road,Louisville,KY,174,139,Independent,No,HIGH,6149,THE EPISCOPAL CHURCH HOME,"EPISCOPAL RETIREMENT HOMES, INC.",26,23.8,THE EPISCOPAL CHURCH HOME,26.0,"EPISCOPAL RETIREMENT HOMES, INC.",711.0
18367,FAIRLAWN HAVEN,HAVEN FAIRLAWN,407 E Lutz Rd,Archbold,OH,253,202,Independent,No,HIGH,12014,FAIRLAWN HAVEN,,99,93.3,FAIRLAWN HAVEN,99.0,,
18368,FAIRMOUNT HOMES,FAIRMOUNT HOMES,333 Wheat Ridge Dr,Ephrata,PA,334,267,Corporate,No,HIGH,13638,FAIRMOUNT HOMES,,114,94.7,FAIRMOUNT HOMES,114.0,,
18382,FELLOWSHIP COMMUNITY,BIBLE FELLOWSHIP CHURCH HOMES INC,3000 Fellowship Dr,Whitehall,PA,421,337,Independent,No,HIGH,13641,FELLOWSHIP MANOR,,121,114.7,FELLOWSHIP MANOR,121.0,,
18390,FIRST COMMUNITY VILLAGE,FIRST COMMUNITY VILLAGE,1800 Riverside Dr,Columbus,OH,321,257,Corporate,No,HIGH,12022,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,,47,35.4,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,47.0,,
18400,FOOTHILLS RETIREMENT COMMUNITY,PRESBYTERIAN HOME OF SOUTH CAROLINA,205 Bud Nalley Dr,Easley,SC,157,126,Corporate,No,HIGH,14346,PRESBYTERIAN HOME OF SC - FOOTHILLS,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,22,19.9,PRESBYTERIAN HOME OF SC - FOOTHILLS,22.0,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,411.0
18419,FOUNTAIN VIEW AT LOGAN SQUARE,LOGAN REAL PROPERTY LLC,2 Franklin Town Blvd,Philadelphia,PA,470,376,Independent,No,HIGH,13799,LOGAN SQUARE REHABILITATION AND HEALTHCARE CENTER,MARQUIS HEALTH SERVICES,109,104.1,LOGAN SQUARE REHABILITATION AND HEALTHCARE CENTER,109.0,MARQUIS HEALTH SERVICES,336.0
18422,FOUR SEASONS RETIREMENT CENTER,,1901 Taylor Rd,Columbus,IN,140,112,Independent,No,HIGH,4751,FOUR SEASONS RETIREMENT CENTER,BHI SENIOR LIVING,30,14.4,FOUR SEASONS RETIREMENT CENTER,30.0,BHI SENIOR LIVING,80.0
18427,FOXDALE VILLAGE,FOXDALE VILLAGE,500 E. Marylyn Avenue,State College,PA,315,252,Independent,No,HIGH,13648,FOXDALE VILLAGE,,46,40,FOXDALE VILLAGE,46.0,,
18441,FRIENDS HOMES AT GUILFORD,FRIENDS HOME INC,925 New Garden Rd,Greensboro,NC,387,310,Independent,No,HIGH,9109,FRIENDS HOMES AT GUILFORD,,69,60.5,FRIENDS HOMES AT GUILFORD,69.0,,
18445,FRIENDSHIP VILLAGE,5790 DENLINGER ROAD LLC,5790 Denlinger Rd,Dayton,OH,271,217,Independent,No,HIGH,11564,ARC AT TROTWOOD LLC,,127,93.4,ARC AT TROTWOOD LLC,127.0,,
18447,FRIENDSHIP VILLAGE OF DUBLIN,FRIENDSHIP VILLAGE OF DUBLIN OHIO INC,6000 Riverside Drive,Dublin,OH,422,338,Independent,No,HIGH,12041,FRIENDSHIP VILLAGE OF DUBLIN,,50,42.5,FRIENDSHIP VILLAGE OF DUBLIN,50.0,,
18448,FRIENDSHIP VILLAGE OF SOUTH HILLS,MAHMOODI MAHIN,1290 Boyce Rd,Pittsburgh,PA,434,347,Independent,No,HIGH,13650,FRIENDSHIP VILLAGE OF SOUTH HI,LIFESPACE COMMUNITIES,89,81.8,FRIENDSHIP VILLAGE OF SOUTH HI,89.0,LIFESPACE COMMUNITIES,315.0
18462,GARDEN SPOT VILLAGE,GARDEN SPOT VILLAGE,433 S Kinzer Ave,New Holland,PA,782,626,Corporate,No,HIGH,13652,GARDEN SPOT VILLAGE,,73,67.4,GARDEN SPOT VILLAGE,73.0,,
18465,GARDENS AT CELINA THE,CELINA MEDICAL LAND II LLC,1301 Myers Road,Celina,OH,62,50,Independent,No,HIGH,12049,GARDENS AT CELINA,LIONSTONE CARE,25,24.1,GARDENS AT CELINA,25.0,LIONSTONE CARE,611.0
18467,GARDENS AT ST. HENRY THE,GARDENS AT ST HENRY PROPCO LLC,522 Western Ave,Saint Henry,OH,62,50,Independent,No,HIGH,12050,GARDENS AT ST HENRY THE,LIONSTONE CARE,25,23.9,GARDENS AT ST HENRY THE,25.0,LIONSTONE CARE,611.0
18485,GENOA RETIREMENT VILLAGE,TRILOGY REAL ESTATE OF GENOA LLC,300 Cherry Street,Genoa,OH,153,122,Independent,No,HIGH,12066,GENOA RETIREMENT VILLAGE,TRILOGY HEALTH SERVICES,68,60.2,GENOA RETIREMENT VILLAGE,68.0,TRILOGY HEALTH SERVICES,524.0
18496,GIVENS HIGHLAND FARMS,CAUTHEN CAMPBELL JR,200 Tabernacle Rd,Black Mountain,NC,355,284,Independent,No,HIGH,9186,HIGHLAND FARMS,,60,51.2,HIGHLAND FARMS,60.0,,
18518,GOOD SAMARITAN SOCIETY-FAIRFIELD GLADE,EVANGELICAL LUTHERAN GOOD,100 Samaritan Way,Crossville,TN,261,209,Independent,No,HIGH,14621,GOOD SAMARITAN SOCIETY - FAIRFIELD GLADE,GOOD SAMARITAN SOCIETY,60,55,GOOD SAMARITAN SOCIETY - FAIRFIELD GLADE,60.0,GOOD SAMARITAN SOCIETY,726.0
18519,GOODWIN HOUSE ALEXANDRIA,GOODWIN HOUSE INC,4800 Fillmore Ave,Alexandria,VA,410,328,Corporate,No,HIGH,16293,GOODWIN HOUSE ALEXANDRIA,,80,75.8,GOODWIN HOUSE ALEXANDRIA,80.0,,
18520,GOODWIN HOUSE BAILEY'S CROSSROADS,GOODWIN HOUSE INC,3440 S Jefferson St,Falls Church,VA,453,362,Corporate,No,HIGH,16294,GOODWIN HOUSE BAILEY'S CROSSROADS,,73,67.2,GOODWIN HOUSE BAILEY'S CROSSROADS,73.0,,
18524,GRACE BRETHREN VILLAGE,GRACE BRETHERN VILLAGE INC,1010 Taywood Rd,Englewood,OH,128,102,Independent,No,HIGH,12081,GRACE BRETHREN VILLAGE,,45,38.8,GRACE BRETHREN VILLAGE,45.0,,
18528,GRACE VILLAGE,NATIONAL FELLOWSHIP OF BRETHREN,337 Grace Village Dr,Winona Lake,IN,244,195,Independent,No,HIGH,4768,GRACE VILLAGE HEALTH CARE FACILITY,,71,55.6,GRACE VILLAGE HEALTH CARE FACILITY,71.0,,
18538,GRANDE VILLAGE SUITES,GV RENTAL PROPERTIES LLC,2610 East Aurora Road,Twinsburg,OH,216,173,Corporate,No,HIGH,12324,MANOR OF GRANDE VILLAGE,SPRENGER HEALTH CARE SYSTEMS,96,80.6,MANOR OF GRANDE VILLAGE,96.0,SPRENGER HEALTH CARE SYSTEMS,484.0
18542,GRANITE FARMS ESTATES,ADULT COMMUNITIES TOTAL SERV,1343 W Baltimore Pike,Media,PA,354,283,Independent,No,HIGH,14116,WILLOWBROOKE COURT-GRANITE,ACTS RETIREMENT-LIFE COMMUNITIES,10,3.4,WILLOWBROOKE COURT-GRANITE,10.0,ACTS RETIREMENT-LIFE COMMUNITIES,9.0
18552,GREEN HILLS INN,WEST LIBERTY GARDEN APARTMENTS,6557 Us 68 South,West Liberty,OH,184,147,Independent,No,HIGH,12090,GREEN HILLS CENTER,,74,68.6,GREEN HILLS CENTER,74.0,,
18554,GREEN RIDGE VILLAGE,PRESBYTERIAN HOMES & SERVICES,210 Big Spring Rd,Newville,PA,226,181,Corporate,No,HIGH,14045,SWAIM HEALTH CENTER,PRESBYTERIAN SENIOR LIVING,67,58.5,SWAIM HEALTH CENTER,67.0,PRESBYTERIAN SENIOR LIVING,415.0
18563,GREENSPRING VILLAGE,GREENSPRING VILLAGE INC,7470 Spring Village Dr,Springfield,VA,324,259,Corporate,No,HIGH,16299,GREENSPRING VILLAGE,ERICKSON SENIOR LIVING,62,57.2,GREENSPRING VILLAGE,62.0,ERICKSON SENIOR LIVING,756.0
18569,GREENWOOD VILLAGE SOUTH,WESTMINSTER VILLAGE GREENWOOD,295 Village Lane,Greenwood,IN,480,384,Independent,No,HIGH,4778,GREENWOOD VILLAGE SOUTH,LIFE CARE SERVICES,137,122.1,GREENWOOD VILLAGE SOUTH,137.0,LIFE CARE SERVICES,312.0
18730,HILL VIEW HEALTH CENTER,PORTSMOUTH PROPCO LLC,1610 28th St,Portsmouth,OH,357,286,Independent,No,HIGH,12153,HILL VIEW RETIREMENT CENTER,,72,59.1,HILL VIEW RETIREMENT CENTER,72.0,,
18755,HOLLAND  VILLAGE,280 MIDDLE HOLLAND ROAD LLC,280 Middle Holland Rd,Holland,PA,370,296,Corporate,No,HIGH,13716,HOLLAND CENTER FOR REHABILITATION AND NURSING,LME FAMILY HOLDINGS,66,43.9,HOLLAND CENTER FOR REHABILITATION AND NURSING,66.0,LME FAMILY HOLDINGS,321.0
18761,HOLY REDEEMER LAFAYETTE,HOLY REDEEMER HEALTH SYST,8580 Verree Rd,Philadelphia,PA,299,239,Independent,No,HIGH,13769,"LAFAYETTE-REDEEMER, THE",,120,66.7,"LAFAYETTE-REDEEMER, THE",120.0,,
18769,HOMESTEAD VILLAGE,HOMESTEAD VILLAGE INC,1800 Village Circle,Lancaster,PA,535,428,Corporate,No,HIGH,13721,"HOMESTEAD VILLAGE, INC",,60,49.9,"HOMESTEAD VILLAGE, INC",60.0,,
18776,"HOMEWOOD AT MARTINSBURG, INC",HOMEWOOD AT MARTINSBURG PA INC,437 Givler Drive,Martinsburg,PA,360,288,Independent,No,HIGH,13722,"HOMEWOOD LIVING MARTINSBURG, INC",HOMEWOOD RETIREMENT CENTERS,129,107.7,"HOMEWOOD LIVING MARTINSBURG, INC",129.0,HOMEWOOD RETIREMENT CENTERS,273.0
18777,HOMEWOOD AT PLUM CREEK,HOMEWOOD AT HANOVER PA INC,425 Westminster Ave,Hanover,PA,525,420,Independent,No,HIGH,13723,"HOMEWOOD LIVING PLUM CREEK, INC",HOMEWOOD RETIREMENT CENTERS,120,93.9,"HOMEWOOD LIVING PLUM CREEK, INC",120.0,HOMEWOOD RETIREMENT CENTERS,273.0
18780,HOOSIER VILLAGE RETIREMENT CENTER,BHI SENIOR LIVING,9875 Cherryleaf Dr,Indianapolis,IN,561,449,Corporate,No,HIGH,4848,HOOSIER VILLAGE,BHI SENIOR LIVING,24,10.9,HOOSIER VILLAGE,24.0,BHI SENIOR LIVING,80.0
18862,JUDSON RETIREMENT COMMUNITY,BAPTIST HOME OF OHIO INC,2181 Ambleside Rd,Cleveland,OH,264,211,Independent,No,HIGH,12200,JUDSON PARK,,36,29.6,JUDSON PARK,36.0,,
18866,JUNIPER VILLAGE AT BUCKS COUNTY,JUNIPER BENSALEM RE HOLDINGS LLC,3200 Bensalem Blvd,Bensalem,PA,317,254,Independent,No,HIGH,13745,JUNIPER VILLAGE AT BUCKS COUNTY REHAB AND SKD CARE,,17,13.9,JUNIPER VILLAGE AT BUCKS COUNTY REHAB AND SKD CARE,17.0,,
18880,KEMPTON OF CHARLESTON,NOT AVAIL FROM COUNTY,194 Spring St,Charleston,SC,92,74,Corporate,No,HIGH,14277,KEMPTON OF CHARLESTON,,23,20.4,KEMPTON OF CHARLESTON,23.0,,
18885,KENDAL AT OBERLIN,KENDAL AT OBERLIN INC,600 Kendal Dr,Oberlin,OH,297,238,Independent,No,HIGH,12206,KENDAL AT OBERLIN,KENDAL,5,1.7,KENDAL AT OBERLIN,5.0,KENDAL,653.0
18886,KENDAL CROSSLANDS COMMUNITIES,CROSSLANDS CORP,1660 East Street Road,Kennett Square,PA,372,298,Corporate,No,HIGH,13593,CROSSLANDS,KENDAL,60,52,CROSSLANDS,60.0,KENDAL,653.0
18919,LAKE PRINCE WOODS,LAKE PRINCE CENTER INC,100 Anna Goode Way,Suffolk,VA,289,231,Independent,No,HIGH,16359,"LAKE PRINCE WOODS, INC",EVERYAGE SENIOR LIVING,40,25.8,"LAKE PRINCE WOODS, INC",40.0,EVERYAGE SENIOR LIVING,675.0
18922,LAKES AT LITCHFIELD ASSISTED LIVING,NHI-REIT OF SEASIDE LLC,120 Lakes At Litchfield Drive,Pawleys Island,SC,196,157,Corporate,No,HIGH,14285,LAKES AT LITCHFIELD,SENIOR LIVING COMMUNITIES,24,15.5,LAKES AT LITCHFIELD,24.0,SENIOR LIVING COMMUNITIES,470.0
18923,LAKES OF SYLVANIA,TRILOGY REAL ESTATE II LLC,5351 Mitchaw Road,Sylvania,OH,158,126,Independent,No,HIGH,12234,"LAKES OF SYLVANIA, THE",TRILOGY HEALTH SERVICES,62,56.6,"LAKES OF SYLVANIA, THE",62.0,TRILOGY HEALTH SERVICES,524.0
18933,LAKEWOOD,LAKEWOOD MANOR BAPTIST COMM INC,1900 Lauderdale Drive,Richmond,VA,493,394,Independent,No,HIGH,16362,LAKEWOOD MANOR,,96,87.8,LAKEWOOD MANOR,96.0,,
18944,LANDIS HOMES,LANDIS HOMES RETIREMENT COMMUNITY,1001 E Oregon Rd,Lititz,PA,784,627,Independent,No,HIGH,13774,LANDIS HOMES,,103,97.3,LANDIS HOMES,103.0,,
18952,LARCHWOOD VILLAGE,LARCHWOOD PROPERTIES LLC,4110 Rocky River Dr,Cleveland,OH,159,127,Independent,No,HIGH,12240,LARCHWOOD CARE,,80,63.8,LARCHWOOD CARE,80.0,,
18955,LAUREL LAKE RETIREMENT COMMUNITY,LAUREL LAKE RETIREMENT COMMUNITY INC,200 Laurel Lake Dr,Hudson,OH,416,333,Independent,No,HIGH,11908,CROWN CENTER AT LAUREL LAKE,,75,62.9,CROWN CENTER AT LAUREL LAKE,75.0,,
18957,LAUREL VIEW VILLAGE,ALLEGHENY CHRISTIAN MINISTRIES INC,2000 Cambridge Drive,Davidsville,PA,337,270,Independent,No,HIGH,13780,LAUREL VIEW VILLAGE,,60,51.9,LAUREL VIEW VILLAGE,60.0,,
19029,LONGWOOD AT OAKMONT,LONGWOOD AT OAKMONT INC,500 Route 909,Verona,PA,451,361,Independent,No,HIGH,13800,LONGWOOD AT OAKMONT,,60,52.1,LONGWOOD AT OAKMONT,60.0,,
19038,LUTHER CREST RETIREMENT COMMUNITY,LUTHERAN SENIOR SERVICES EAST,800 Hausman Rd,Allentown,PA,437,350,Corporate,No,HIGH,13803,LUTHER CREST NURSING FACILITY,,60,52.8,LUTHER CREST NURSING FACILITY,60.0,,
19042,LUTHERAN COMMUNITY AT TELFORD,LUTHERAN COM AT TELFORD,12 Lutheran Home Dr,Telford,PA,395,316,Corporate,No,HIGH,13805,LUTHERAN COMMUNITY AT TELFORD,,75,65.7,LUTHERAN COMMUNITY AT TELFORD,75.0,,
19050,LUTHERAN VILLAGE AT WOLF CREEK,LUTHERAN HOUSING SERVICES 9 INCORPORATED,2001 Perrysburg Holland Rd,Holland,OH,279,223,Independent,No,HIGH,12300,LUTHERAN VILLAGE AT WOLFCREEK,,67,58.7,LUTHERAN VILLAGE AT WOLFCREEK,67.0,,
19059,MADONNA MANOR,MADONNA MANOR INC,2344 Amsterdam Rd,Villa Hills,KY,230,184,Corporate,No,HIGH,5958,MADONNA MANOR,COMMONSPIRIT HEALTH,60,56.6,MADONNA MANOR,60.0,COMMONSPIRIT HEALTH,151.0
19085,MANCHESTER COMMONS OF PRESBYTERIAN SENIOR CARE,PRESBYTERIAN HOMES IN,6351 W Lake Rd,Erie,PA,164,131,Independent,No,HIGH,13812,MANCHESTER COMMONS OF PRESBYTERIAN SENIORCARE,,78,70.7,MANCHESTER COMMONS OF PRESBYTERIAN SENIORCARE,78.0,,
19117,MARIS GROVE,REDWOOD-ERC CONCORD LLC,500 Maris Grove Way,Glen Mills,PA,263,210,Corporate,No,HIGH,13583,CONTINUING CARE  AT MARIS GROVE,ERICKSON SENIOR LIVING,66,57.4,CONTINUING CARE  AT MARIS GROVE,66.0,ERICKSON SENIOR LIVING,756.0
19120,MARJORIE P LEE RETIREMENT COMMUNITY,"EPISCOPAL RETIREMENT HOMES, INC.",3550 Shaw Ave,Cincinnati,OH,241,193,Corporate,No,HIGH,12341,MARJORIE P LEE RETIREMENT COMMUNITY,"EPISCOPAL RETIREMENT HOMES, INC.",88,75.1,MARJORIE P LEE RETIREMENT COMMUNITY,88.0,"EPISCOPAL RETIREMENT HOMES, INC.",711.0
19140,MASONIC VILLAGE AT SEWICKLEY,THE MASONIC TEMPLE & OTHER REAL ESTATE OF THE GRAND LODGE,1000 Masonic Dr,Sewickley,PA,470,376,Independent,No,HIGH,13825,MASONIC VILLAGE AT SEWICKLEY,,128,71.8,MASONIC VILLAGE AT SEWICKLEY,128.0,,
19169,MEADOWS OF KALIDA THE,TRILOGY REAL ESTATE OF KALIDA LLC,755 Ottawa Street,Kalida,OH,128,102,Independent,No,HIGH,12361,MEADOWS OF KALIDA,TRILOGY HEALTH SERVICES,62,54.6,MEADOWS OF KALIDA,62.0,TRILOGY HEALTH SERVICES,524.0
19170,MEADOWS OF LEIPSIC THE,TRILOGY REAL ESTATE OHIO LLC,901 East Main Street,Leipsic,OH,159,127,Independent,No,HIGH,12362,MEADOWS OF LEIPSIC,TRILOGY HEALTH SERVICES,52,43.2,MEADOWS OF LEIPSIC,52.0,TRILOGY HEALTH SERVICES,524.0
19190,MESSIAH LIFEWAYS AT MESSIAH VILLAGE,MESSIAH HOME,100 Mount Allen Dr,Mechanicsburg,PA,673,538,Independent,No,HIGH,13837,MESSIAH LIFEWAYS AT MESSIAH VILLAGE,,118,102,MESSIAH LIFEWAYS AT MESSIAH VILLAGE,118.0,,
19222,MORAVIAN HALL SQUARE,MORAVIAN HALL SQUARE OF NAZARETH PA INC,175 W North St,Nazareth,PA,275,220,Independent,No,HIGH,13851,MORAVIAN HALL SQUARE HEALTH AND WELLNESS CENTER,,61,55,MORAVIAN HALL SQUARE HEALTH AND WELLNESS CENTER,61.0,,
19224,MORAVIAN MANOR COMMUNITIES,MORAVIAN MANORS INC,300 W Lemon St,Lititz,PA,233,186,Corporate,No,HIGH,13852,MORAVIAN MANOR,,119,81.6,MORAVIAN MANOR,119.0,,
19267,MOUNT PLEASANT RETIREMENT VILLAGE,OHIO PRESBYTERIAN RETIREMENT SERVICES,225 Britton Ln,Monroe,OH,255,204,Independent,No,HIGH,12465,OHIO LIVING MOUNT PLEASANT,OHIO LIVING COMMUNITIES,32,29.3,OHIO LIVING MOUNT PLEASANT,32.0,OHIO LIVING COMMUNITIES,383.0
19282,MT HEALTHY CHRISTIAN HOME,MT HEALTHY CHRISTIAN HOME INC,8097 Hamilton Ave,Cincinnati,OH,188,150,Independent,No,HIGH,12404,MT HEALTHY CHRISTIAN HOME,,75,66.2,MT HEALTHY CHRISTIAN HOME,75.0,,
19293,NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,NATIONAL CHURCH RESIDENCES,142 University Drive,Chillicothe,OH,195,156,Corporate,No,HIGH,12416,NATIONAL CHURCH RESIDENCES CHILLICOTHE,,48,36.8,NATIONAL CHURCH RESIDENCES CHILLICOTHE,48.0,,
19327,NORMANDIE RIDGE,ALBRIGHT CARE SERVICES,1700 Normandie Dr,York,PA,232,186,Corporate,No,HIGH,13872,NORMANDIE RIDGE,ASBURY COMMUNITIES,64,62.2,NORMANDIE RIDGE,64.0,ASBURY COMMUNITIES,47.0
19328,NORMANDIE RIDGE,ALBRIGHT CARE SERVICES,1700 Normandie Drive,York,PA,148,118,Corporate,No,HIGH,13872,NORMANDIE RIDGE,ASBURY COMMUNITIES,64,62.2,NORMANDIE RIDGE,64.0,ASBURY COMMUNITIES,47.0
19349,NORWICH SPRINGS HEALTH CAMPUS,TRILOGY REAL ESTATE HILLIARD LLC,4680 Library Way,Hilliard,OH,115,92,Independent,No,HIGH,12436,NORWICH SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,54,47.8,NORWICH SPRINGS HEALTH CAMPUS,54.0,TRILOGY HEALTH SERVICES,524.0
19372,OAKBRIDGE TERRACE AT FORT WASHINGTON ESTATES,,735 Susquehanna Rd,Fort Washington,PA,122,98,Independent,No,HIGH,14119,WILLOWBROOKE CTSKDCARECTR AT FORTWASHINGTONESTATES,ACTS RETIREMENT-LIFE COMMUNITIES,9,6.3,WILLOWBROOKE CTSKDCARECTR AT FORTWASHINGTONESTATES,9.0,ACTS RETIREMENT-LIFE COMMUNITIES,9.0
19398,OHIO LIVING DOROTHY LOVE,OHIO COMMUNITIES,3003 West Cisco Road,Sidney,OH,322,258,Corporate,No,HIGH,12461,OHIO LIVING DOROTHY LOVE,OHIO LIVING COMMUNITIES,44,40.8,OHIO LIVING DOROTHY LOVE,44.0,OHIO LIVING COMMUNITIES,383.0
19399,OHIO LIVING LAKE VISTA,OHIO PRESBYTERIAN,303 N Mecca St,Cortland,OH,134,107,Independent,No,HIGH,12462,OHIO LIVING LAKE VISTA,OHIO LIVING COMMUNITIES,39,36.9,OHIO LIVING LAKE VISTA,39.0,OHIO LIVING COMMUNITIES,383.0
19400,OHIO LIVING LLANFAIR,OPRS COMMUNITIES,1701 Llanfair Ave,Cincinnati,OH,269,215,Independent,No,HIGH,12464,OHIO LIVING LLANFAIR,OHIO LIVING COMMUNITIES,36,33.3,OHIO LIVING LLANFAIR,36.0,OHIO LIVING COMMUNITIES,383.0
19401,OHIO LIVING ROCKYNOL,OHIO COMMUNITIES,1150 W Market St,Akron,OH,179,143,Corporate,No,HIGH,12467,OHIO LIVING ROCKYNOL,OHIO LIVING COMMUNITIES,36,34,OHIO LIVING ROCKYNOL,36.0,OHIO LIVING COMMUNITIES,383.0
19414,ONEILL HEALTHCARE NORTH OLMSTED,NORTH OLMSTED HOLDINGS LLC,4800 Clague Rd,North Olmsted,OH,152,122,Independent,No,HIGH,12444,O'NEILL HEALTHCARE NORTH OLMSTED,O'NEILL HEALTHCARE,67,58.6,O'NEILL HEALTHCARE NORTH OLMSTED,67.0,O'NEILL HEALTHCARE,380.0
19422,OTTERBEIN - CRIDERSVILLE RETIREMENT COMMUNITY,,100 Red Oak Drive,Cridersville,OH,263,210,Independent,No,HIGH,12509,OTTERBEIN-CRIDERSVILLE,OTTERBEIN SENIORLIFE,50,47.9,OTTERBEIN-CRIDERSVILLE,50.0,OTTERBEIN SENIORLIFE,389.0
19423,OTTERBEIN - ST. MARYS RETIREMENT  COMMUNITY,OTTERBEIN ST MARYS LLC,11230 State Route 364,St Marys,OH,295,236,Independent,No,HIGH,12505,OTTERBEIN ST MARYS RETIREMENT COMMUNITY,OTTERBEIN SENIORLIFE,53,46.4,OTTERBEIN ST MARYS RETIREMENT COMMUNITY,53.0,OTTERBEIN SENIORLIFE,389.0
19424,OTTERBEIN AT GRANVILLE,OTTERBEIN AT GRANVILLE,2158 Columbus Rd,Granville,OH,168,134,Independent,No,HIGH,12491,OTTERBEIN AT GRANVILLE,OTTERBEIN SENIORLIFE,20,18.9,OTTERBEIN AT GRANVILLE,20.0,OTTERBEIN SENIORLIFE,389.0
19427,OTTERBEIN PEMBERVILLE,OTTERBEIN PORTAGE VALLEY LLC,20311 Pemberville Rd,Pemberville,OH,251,201,Independent,No,HIGH,12502,OTTERBEIN PORTAGE VALLEY,OTTERBEIN SENIORLIFE,50,46.8,OTTERBEIN PORTAGE VALLEY,50.0,OTTERBEIN SENIORLIFE,389.0
19428,OTTERBEIN SUNSET HOUSE,OLD LADIES HOME,4020 Indian Rd,Toledo,OH,90,72,Corporate,No,HIGH,12506,OTTERBEIN SUNSET HOUSE,OTTERBEIN SENIORLIFE,24,18.8,OTTERBEIN SUNSET HOUSE,24.0,OTTERBEIN SENIORLIFE,389.0
19429,OTTERBEIN SUNSET VILLAGE,SUNSET RETIREMENT COMMUNITIES INC,9640 Sylvania Metamora Rd,Sylvania,OH,125,100,Independent,No,HIGH,12507,OTTERBEIN SUNSET VILLAGE,OTTERBEIN SENIORLIFE,50,45.5,OTTERBEIN SUNSET VILLAGE,50.0,OTTERBEIN SENIORLIFE,389.0
19433,OUR LADY OF PEACE,OUR LADY OF PEACE INC,751 Hillsdale Drive,Charlottesville,VA,140,112,Independent,No,HIGH,16411,OUR LADY OF PEACE INC,,30,29.6,OUR LADY OF PEACE INC,30.0,,
19434,OUR LADY OF PERPETUAL HELP,OUR LADY OF PERPETUAL HELP ETC,4560 Princess Anne Rd,Virginia Beach,VA,123,98,Independent,No,HIGH,16412,OUR LADY OF PERPETUAL HELP,,30,28.1,OUR LADY OF PERPETUAL HELP,30.0,,
19449,OXFORD ENHANCED SENIOR LIVING,OXFORD PROPERTY SNF LLC,300 E Winchester Ave,Langhorne,PA,410,328,Independent,No,HIGH,13890,OXFORD REHABILITATION AND HEALTHCARE CENTER,MARQUIS HEALTH SERVICES,179,163.1,OXFORD REHABILITATION AND HEALTHCARE CENTER,179.0,MARQUIS HEALTH SERVICES,336.0
