excel_row,facility,corporate_name,address,city,state,ownership_type,do_we_serve,beds,census,data_quality_flag,facility_tags,corporate_tags,all_tags,confidence
20539,THE WOODLANDS INDEPENDENT LIVING AT OTTERBEIN SUNSET HOUSE,OLD LADIES HOME,4030 Indian Rd,Ottawa Hills,OH,Corporate,No,65,52,,INDEPENDENT_LIVING,,INDEPENDENT_LIVING,HIGH
20579,TRADITIONS OF HERSHEY INDEPENDENT LIVING,GAHC3 PALMYRA PA ALF LLC,100 N Larkspur Dr,Palmyra,PA,Independent,No,131,105,,INDEPENDENT_LIVING,,INDEPENDENT_LIVING,HIGH
20601,TRINITY OAKS CONTINUING CARE RETIREMENT COMMUNITY,LUTHERAN HOME AT TRINTY OAKS,820 Klumac Rd,Salisbury,NC,Independent,No,345,276,,CCRC,,CCRC,HIGH
20609,TUCKER STATION SENIOR APARTMENTS,1412 TUCKER STATION ROAD LLC,1412 Tucker Station Rd,Louisville,KY,Independent,No,238,190,,SENIOR_APARTMENTS,,SENIOR_APARTMENTS,HIGH
20663,VICTORIAN VILLA,HEALTHCARE MGMT PTNRS,621 East Main Street,Dallastown,PA,Corporate,No,40,32,,VILLA,,VILLA,MEDIUM
20665,VILLA SAINT MARTHA,470 MANOR REALTY LLC,490 Manor Ave,Downingtown,PA,Independent,No,120,96,,VILLA,,VILLA,MEDIUM
20666,VILLA SERENA APARTMENTS,VILLA SERENA AFFORDABLE HOUSING,"6800 Mayfield Road,",Mayfield Heights,OH,Independent,No,239,191,,VILLA,VILLA,VILLA,MEDIUM
20680,VILLAS AT ST. THERESE & MOTHER ANGELINE MCCRORY MANOR,VILLAS AT SAINT THERESE INC,5253 E Broad St,Columbus,OH,Corporate,No,268,214,,VILLA,VILLA,VILLA,MEDIUM
20681,"VILLAS OF HOLLY BROOK INDIANA, LLC",RHC INVESTMENTS LLC,1941 W Us Highway 40,Brazil,IN,Independent,No,93,74,,VILLA,,VILLA,MEDIUM
20684,VINCENTIAN VILLA RETIREMENT COMMUNITY,NAZARETH LITERARY & BENEVOLENT INSTITUTION CORP,911 Vincent Way,Pittsburgh,PA,Independent,No,279,223,,VILLA,,VILLA,MEDIUM
20695,"VIRGINIAN, THE",SABRA IL HOLDINGS LLC,300 Twinridge Ln,North Chester,VA,Corporate,No,118,94,,,IL_ABBREVIATION,IL_ABBREVIATION,LOW
20699,VITA OF NEW WHITELAND,VITA OF NEW WHITELAND IL LLC,535 Country Gate Drive,New Whiteland,IN,Independent,No,242,194,,,IL_ABBREVIATION,IL_ABBREVIATION,LOW
20701,VITALIA ACTIVE ADULT COMMUNITY AT NORTH ROYALTON,OMNI SLF NORTH ROYALTON LLC,8179 York Road,North Royalton,OH,Corporate,No,79,63,,"ACTIVE_ADULT, ADULT_COMMUNITY",,"ACTIVE_ADULT, ADULT_COMMUNITY",HIGH
20702,VITALIA ACTIVE ADULT COMMUNITY AT ROCKSIDE (SEVEN HILLS),OMNI SLF SEVEN HILLS LLC,6100 Lombardo Center South,Seven Hills,OH,Independent,No,174,139,,"ACTIVE_ADULT, ADULT_COMMUNITY",,"ACTIVE_ADULT, ADULT_COMMUNITY",HIGH
20705,VITALIA SENIOR RESIDENCE AT NORTH ROYALTON,OMNI SLF NORTH ROYALTON LLC,8281 York Road,North Royalton,OH,Corporate,No,171,137,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
20706,VITALIA SENIOR RESIDENCES AT STRONGSVILLE,OH STRONGSVILLE ROYALTON RD LL,21452 Royalton Road,Strongsville,OH,Independent,No,125,100,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
20733,WALNUT RUN SENIOR VILLAS APARTMENTS,VILLAS OF CORTLAND CREEK,105 Sunshine Ave,Cortland,OH,Independent,No,40,32,,VILLA,VILLA,VILLA,MEDIUM
20823,WESTWOOD PLACE SENIOR APARTMENTS,STRONGSVILLE SENIOR ASSOCIATES LIMITED PARTNERSHIP,18800 Westwood Drive,Strongsville,OH,Independent,No,148,118,,SENIOR_APARTMENTS,,SENIOR_APARTMENTS,HIGH
20873,WINDLANDS SOUTH,SABRA IL HOLDINGS LLC,3800 Sam Boney Dr,Nashville,TN,Corporate,No,181,145,,,IL_ABBREVIATION,IL_ABBREVIATION,LOW
20895,WOODCREST VILLA BY TANDEM LIVING,MENNONITE HOME,2001 Harrisburg Pike,Lancaster,PA,Independent,No,902,722,,VILLA,,VILLA,MEDIUM
20922,YELLOWWOOD TERRACE AFFORDABLE SENIOR HOUSING APARTMENTS,VILLA GREENTREE INC,2100 Greentree North,Clarksville,IN,Independent,No,202,162,,,VILLA,VILLA,LOW
20957,Abridge Care Cottage Of Chilton,Abridge Care Concept,323 Field Lane,Chilton,WI,Corporate,No,25,20,,COTTAGE,,COTTAGE,MEDIUM
20958,Abridge Care Cottage Of Kewaunee,Abridge Care Concept,1100 Baumeister Dr,Kewaunee,WI,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
20998,Addolorata Villa (assisted Lvg),Franciscan Advisory Services,553 Mchenry Rd,Wheeling,IL,Corporate,No,61,49,,VILLA,,VILLA,MEDIUM
21092,American House East I and  Villas,American House Senior Living Communities,17255 Common Rd,Roseville,MI,Corporate,No,45,36,,VILLA,,VILLA,MEDIUM
21097,American House Grosse Pointe Cottage,American House Senior Living Communities,159 Kercheval Ave,Grosse Pointe Farms,MI,Corporate,No,44,35,,COTTAGE,,COTTAGE,MEDIUM
21098,American House Grosse Pointe Cottage,American House Senior Living Communities,161 Kercheval Ave,Grosse Pointe Farms,MI,Corporate,No,77,62,,COTTAGE,,COTTAGE,MEDIUM
21172,"Ansley Court & Cottage Oviedo, LLC",Senior Living Management Corporation,355 Alafaya Woods Blvd,Oviedo,FL,Corporate,No,26,21,,COTTAGE,,COTTAGE,MEDIUM
21183,Apple Valley Villa,CASSIA,14610 Garrett Avenue,Apple Valley,MN,Corporate,No,230,184,,VILLA,,VILLA,MEDIUM
21312,Ashland Villa - Assisted Living By Americare,AMERICARE SENIOR LIVING,301 South Henry Clay Blvd,Ashland,MO,Corporate,No,72,58,,VILLA,,VILLA,MEDIUM
21360,Atlas Villas Memory Care,unknown,1825 Main Street,Centerville,MN,Corporate,No,20,16,,VILLA,,VILLA,MEDIUM
21386,Autumn Cottages,Vivie,812 Mckay Avenue South,Alexandria,MN,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
21389,Autumn Fields Adult Community,Autumn Fields Adult Community,325 E. Orange St.,Hoopeston,IL,Corporate,No,51,41,,ADULT_COMMUNITY,ADULT_COMMUNITY,ADULT_COMMUNITY,HIGH
21390,Autumn Fields Of Savoy,Autumn Fields Adult Community,65 East Airport Road,Savoy,IL,Corporate,No,46,37,,,ADULT_COMMUNITY,ADULT_COMMUNITY,LOW
21391,Autumn Fields Of Tilton,Autumn Fields Adult Community,316 E 14th St,Tilton,IL,Corporate,No,48,38,,,ADULT_COMMUNITY,ADULT_COMMUNITY,LOW
21428,Aviata At Lakeside Oaks Villas,Independence Living Centers,1059 Virginia St,Dunedin,FL,Independent,No,24,19,,VILLA,,VILLA,MEDIUM
21430,Avonlea Cottage #1/quad Cities,United Resource Management LLC,2021 E 1st St,Milan,IL,Corporate,No,30,24,,COTTAGE,,COTTAGE,MEDIUM
21431,Avonlea Cottage #2/quad Cities,United Resource Management LLC,2025 E 1st St,Milan,IL,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
21432,Avonlea Cottage-sterling,United Resource Management LLC,2201 E Lefevre Rd,Sterling,IL,Corporate,No,30,24,,COTTAGE,,COTTAGE,MEDIUM
21461,Bamboo Villas Assisted Living Facility LLC,"Bamboo Villas Assisted Living Facility, LLC",2730 W Wilder Ave,Tampa,FL,Independent,No,24,19,,VILLA,VILLA,VILLA,MEDIUM
21478,Barton Senior Residences Of Chicago,"Barton Zion, LLC",1245 South Wood,Chicago,IL,Independent,No,139,111,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
21479,Barton Senior Residences Of Zion,Bethel New Life,3500 Sheridan Road,Zion,IL,Independent,No,130,104,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
21481,Battle Creek Bickford Cottage,BICKFORD SENIOR LIVING,3432 Capital Avenue,Battle Creek,MI,Corporate,No,55,44,,COTTAGE,,COTTAGE,MEDIUM
21569,Benedictine Villa Assisted Living,Benedictine,2904 East Avenue South,Lacrosse,WI,Corporate,No,45,36,,VILLA,,VILLA,MEDIUM
21613,Bickford - Champaign Cottage,BICKFORD SENIOR LIVING,1002 S Staley Rd,Champaign,IL,Corporate,No,44,35,,COTTAGE,,COTTAGE,MEDIUM
21614,Bickford - Macomb Cottage,BICKFORD SENIOR LIVING,1600 Maple Ave,Macomb,IL,Corporate,No,28,22,,COTTAGE,,COTTAGE,MEDIUM
21615,Bickford - Moline Cottage,BICKFORD SENIOR LIVING,3650 41st St,Moline,IL,Corporate,No,28,22,,COTTAGE,,COTTAGE,MEDIUM
21616,Bickford - Quincy Cottage,BICKFORD SENIOR LIVING,4221 Maine,Quincy,IL,Corporate,No,46,37,,COTTAGE,,COTTAGE,MEDIUM
21631,Birch Cottage I,unknown,13326 N. Boulevard St.,Vicksburg,MI,Corporate,No,40,32,,COTTAGE,,COTTAGE,MEDIUM
21641,Birchwood Cottages,Birchwood Cottages,1845 Austin Road,Owatonna,MN,Corporate,No,32,26,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
21642,Birchwood Cottages,Birchwood Cottages,1630 Lor Ray Drive,North Mankato,MN,Corporate,No,32,26,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
21643,Birchwood Cottages,Birchwood Cottages,1905 Austin Road,Owatonna,MN,Corporate,No,32,26,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
21645,Bishop Grady Villas,Diocease of Orlando,401 Bishop Grady Ct,Saint Cloud,FL,Independent,No,48,38,,VILLA,,VILLA,MEDIUM
21647,Black Hawk Senior Residence,unknown,1 Milwaukee Ave West,Fort Atkinson,WI,Corporate,No,38,30,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
21648,Blackshear Retirement Villas,Brickmont Assisted Living,1110 Blackshear Road,Cordele,GA,Corporate,No,24,19,,VILLA,,VILLA,MEDIUM
22017,Carefree Cottages Of Maplewood,Carefree Cottages of Maplewood,1801 Gervais Avenue,Maplewood,MN,Independent,No,135,108,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22082,Cedar Hill Assisted Living & Senior Housing,Cedarhillassistedliving/Senior Apartments,1059 Us Hwy 2/41,Bark River,MI,Independent,No,20,16,,,SENIOR_APARTMENTS,SENIOR_APARTMENTS,LOW
22125,Celebration Villa of Manresa,PRIORITY LIFE CARE,85 Manresa Dr,Annapolis,MD,Corporate,No,73,58,,VILLA,,VILLA,MEDIUM
22213,Chesapeake Cottage Assisted Living,Chesapeake Cottage,6625 Whitesburg Road,Snow Hill,MD,Independent,No,16,13,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22283,Collington Continuing Care Retirement Community,KENDAL,10450 Lottsford Rd,Mitchellville,MD,Corporate,No,65,52,,CCRC,,CCRC,HIGH
22296,Comfort Care Cottages,unknown,1232 Jefferson Street South,Wadena,MN,Corporate,No,21,17,,COTTAGE,,COTTAGE,MEDIUM
22326,Copper Creek Cottages #1 - Lincoln,Copper Creek Cottages,203 Stahlhut Dr,Lincoln,IL,Corporate,No,30,24,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22327,Copper Creek Cottages #2 - Litchfield,Copper Creek Cottages,1007 E Columbia St,Litchfield,IL,Corporate,No,30,24,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22328,Copper Creek Cottages #3 - Mattoon,Copper Creek Cottages,920 Country Club Road,Mattoon,IL,Corporate,No,30,24,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22338,Coral Plaza by RSR,RSR Senior Residences LLC,5850 Margate Blvd,Margate,FL,Corporate,No,100,80,,,SENIOR_RESIDENCE,SENIOR_RESIDENCE,LOW
22350,"Cottage At Century Pines, The",unknown,707 East Mccracken Road,Ozark,MO,Corporate,No,24,19,,COTTAGE,,COTTAGE,MEDIUM
22351,Cottage Care Circle,Cottage Care Circle,320 Attewell Street,Mauston,WI,Independent,No,16,13,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22352,Cottage Grove Wp II LLC,White Pine Senior Living,6950 East Point Douglas Road S,Cottage Grove,MN,Corporate,No,44,35,,COTTAGE,,COTTAGE,MEDIUM
22353,Cottages At Cedar Run The,Cedar Community,6090 Scenic Dr,West Bend,WI,Corporate,No,66,53,,COTTAGE,,COTTAGE,MEDIUM
22354,Cottages At Fox Lake (the),The Cottages of Fox Lake,"16,18,20,22 Lilac Ave",Fox Lake,IL,Independent,No,64,51,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22355,Cottages At Lake Park (the),The Cottages Care,2006 Lake Park Drive,Marinette,WI,Corporate,No,70,56,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22356,Cottages At Meadowlands (the),The Cottages Care,751 E Highland Dr,Oconto Falls,WI,Corporate,No,25,20,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22357,Cottages At Meadowlands Memory Care The,The Cottages Care,747 E Highland Dr,Oconto Falls,WI,Corporate,No,20,16,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22358,Cottages Memory Care The,The Cottages Care,113 Madison Way,Shawano,WI,Corporate,No,24,19,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22359,Cottages of Madison,North Oak Senior Living,5555 Burke Rd,Madison,WI,Corporate,No,48,38,,COTTAGE,,COTTAGE,MEDIUM
22360,Cottages Of Madison Applewood,North Oak Senior Living,5565 Burke Rd,Madison,WI,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
22361,Cottages Of Madison Elmwood,North Oak Senior Living,5575 Burke Rd,Madison,WI,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
22362,"Cottages Of New Lenox, Cottage #2",CHARTER SENIOR LIVING,1025 S Cedar Rd,New Lenox,IL,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
22363,"Cottages Of New Lenox, Cottage #3",unknown,1027 S Cedar Rd,New Lenox,IL,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
22364,"Cottages Of New Lenox, Cottage #4",unknown,1029 S Cedar Rd,New Lenox,IL,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
22365,"Cottages Of New Lenox, Cottage #5",CHARTER SENIOR LIVING,1031 S Cedar Rd,New Lenox,IL,Corporate,No,16,13,,COTTAGE,,COTTAGE,MEDIUM
22366,Cottages of Perry Hall,CHARTER SENIOR LIVING,9900 Walther Blvd,Parkville,MD,Corporate,No,64,51,,COTTAGE,,COTTAGE,MEDIUM
22367,Cottages On Golden Pond The,The Cottages Care,103 Madison Way,Shawano,WI,Corporate,No,33,26,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22400,Country Villa Assisted Living,Country Villa Assisted Living,1415 West Main Street,Little Chute,WI,Corporate,No,91,73,,VILLA,VILLA,VILLA,MEDIUM
22401,Country Villa Assisted Living,Country Villa Assisted Living,1900 Huckleberry Ave,Omro,WI,Corporate,No,76,61,,VILLA,VILLA,VILLA,MEDIUM
22402,Country Villa Assisted Living 1 Inc,Country Villa Assisted Living,N3782 Country Villa Way,Freedom,WI,Corporate,No,38,30,,VILLA,VILLA,VILLA,MEDIUM
22403,Country Villa Assisted Living 2 Inc,Country Villa Assisted Living,N3779 Country Villa Way,Freedom,WI,Corporate,No,38,30,,VILLA,VILLA,VILLA,MEDIUM
22404,Country Villa Assisted Living Pulaski,Country Villa Assisted Living,830 Crest Dr,Pulaski,WI,Corporate,No,38,30,,VILLA,VILLA,VILLA,MEDIUM
22508,Deerwood Crossing Senior Residence,JFS Housing,4195 W Bradley Rd,Brown Deer,WI,Independent,No,66,53,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
22513,"Delmar Villa, LLC",Delmar Assisted living,31091 East Line Road,Delmar,MD,Corporate,No,16,13,,VILLA,,VILLA,MEDIUM
22666,Elder Care Cottages,Elder Care Cottage,7711 Big Bend Rd,Waterford,WI,Independent,No,60,48,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
22809,Forest Ridge Caring Community Senior Residence,Wimmer Communities,11077 W Forest Home Ave,Hales Corners,WI,Independent,No,379,303,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
22858,Gabriels Villa,Miravida Living,215 N Westfield St,Oshkosh,WI,Independent,No,39,31,,VILLA,,VILLA,MEDIUM
22872,Garden Villas,DELMAR GARDENS,13590 S Outer 40 Rd,Chesterfield,MO,Corporate,No,43,34,,VILLA,,VILLA,MEDIUM
22873,Garden Villas Of O'fallon,DELMAR GARDENS,7092 South Outer 364 Road,O'fallon,MO,Corporate,No,95,76,,VILLA,,VILLA,MEDIUM
22972,Good Shepherd Cottages,The Good Shepherd Community,307 11th Street North,Sauk Rapids,MN,Corporate,No,36,29,,COTTAGE,,COTTAGE,MEDIUM
23000,Gran Villas Neosho,"MEDICALODGES, INC.",420 Lyon Dr,Neosho,MO,Corporate,No,30,24,,VILLA,,VILLA,MEDIUM
23023,Grand Villa of  Lakeland,Senior Management Advisors,2111 Lakeland Hills Blvd,Lakeland,FL,Corporate,No,65,52,,VILLA,,VILLA,MEDIUM
23024,Grand Villa of Altamonte Springs,Senior Management Advisors,433 Orange Dr,Altamonte Spg,FL,Corporate,No,121,97,,VILLA,,VILLA,MEDIUM
23025,Grand Villa of Boynton Beach,Senior Management Advisors,1935 Federal Hwy,Boynton Beach,FL,Corporate,No,108,86,,VILLA,,VILLA,MEDIUM
23026,Grand Villa of Clearwater,Senior Management Advisors,2750 Drew St,Clearwater,FL,Corporate,No,126,101,,VILLA,,VILLA,MEDIUM
23027,Grand Villa of Deerfield Beach,Senior Management Advisors,1050 SW 24th Ave,Deerfield Beach,FL,Corporate,No,110,88,,VILLA,,VILLA,MEDIUM
23028,Grand Villa of DeLand,Senior Management Advisors,350 E International Speedway Blvd,Deland,FL,Corporate,No,111,89,,VILLA,,VILLA,MEDIUM
23029,Grand Villa of Delray East,Senior Management Advisors,14555 Sims Rd,Delray Beach,FL,Corporate,No,157,126,,VILLA,,VILLA,MEDIUM
23030,Grand Villa of Englewood,Senior Management Advisors,925 S River Rd,Englewood,FL,Corporate,No,30,24,,VILLA,,VILLA,MEDIUM
23031,Grand Villa of New Port Richey,Senior Management Advisors,6120 Congress St,New Port Richey,FL,Corporate,No,106,85,,VILLA,,VILLA,MEDIUM
23032,Grand Villa of Ormond,Senior Management Advisors,535 N Nova Rd,Ormond Beach,FL,Corporate,No,82,66,,VILLA,,VILLA,MEDIUM
23033,Grand Villa of Palm Coast,Senior Management Advisors,100 Magnolia Trace Way,Palm Coast,FL,Corporate,No,46,37,,VILLA,,VILLA,MEDIUM
23034,Grand Villa of Port Charlotte,Grand Villa Senior Living Community,2500 Aaron St,Port Charlotte,FL,Independent,No,75,60,,VILLA,VILLA,VILLA,MEDIUM
23035,Grand Villa of Sarasota,Senior Management Advisors,730 S Osprey Ave,Sarasota,FL,Corporate,No,95,76,,VILLA,,VILLA,MEDIUM
23043,Grandhaven Living Center 5 (cottage),STORYPOINT,3165 W. Mount Hope Avenue,Lansing,MI,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
23271,"Henley Place Of Neosho, A Senior Residence By Americare",AMERICARE SENIOR LIVING,1105 Village Rd,Neosho,MO,Corporate,No,50,40,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
23280,Heritage Cottage On 6th,ECUMEN,611 West 6th Street,Park Rapids,MN,Corporate,No,48,38,,COTTAGE,,COTTAGE,MEDIUM
23496,Ivy Cottage,Presbyterian Villages of Michigan,32151 Cherry Hill Road,Westland,MI,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
23502,Ivy Springs Retirement Cottage,unknown,1408 Spring Street,Smyrna,GA,Corporate,No,18,14,,COTTAGE,,COTTAGE,MEDIUM
23523,John-wesley Villas,HMP Senior Solutions,5471 Thomaston Road,Macon,GA,Independent,No,160,128,,VILLA,,VILLA,MEDIUM
23560,Kinbridge At Oviedo LLC,"Memory Lane Cottage, LLC",450 Oviedo Blvd,Oviedo,FL,Corporate,No,20,16,,,COTTAGE,COTTAGE,LOW
23562,Kindredhearts Of Cottage Grove,Kindered Hearts Senior Living,505 West Lawn Dr,Cottage Grove,WI,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
23563,KindredHearts of Cottage Grove,KindredHearts Assisted Living,325 W Cottage Grove Rd,Cottage Grove,WI,Independent,No,33,26,,COTTAGE,,COTTAGE,MEDIUM
23603,Lake Pointe Villa Assisted Living,Lakepoint Villa Assisted Living,190 Lake Pointe Drive,Oshkosh,WI,Independent,No,20,16,,VILLA,VILLA,VILLA,MEDIUM
23636,Lakeside Villa Business LLC,"Lakeside Villa, LLC",804 N Lake Ave,Phillips,WI,Independent,No,20,16,,VILLA,VILLA,VILLA,MEDIUM
23657,Landmark Villa Alf,unknown,1101 Ozark Ave,Cabool,MO,Corporate,No,44,35,,VILLA,,VILLA,MEDIUM
23692,Lenox on the Lake by RSR,RSR Senior Residences LLC,6700 W Commercial Blvd,Lauderhill,FL,Corporate,No,133,106,,,SENIOR_RESIDENCE,SENIOR_RESIDENCE,LOW
23810,Majestic Memory Care by RSR,RSR Senior Residences LLC,1200 Arthur St,Hollywood,FL,Corporate,No,64,51,,,SENIOR_RESIDENCE,SENIOR_RESIDENCE,LOW
23855,Maple Woods Cottage,Resthaven,740 College Avenue,Holland,MI,Independent,No,27,22,,COTTAGE,,COTTAGE,MEDIUM
23862,Maplewood Villa Llc Cbrf,unknown,9343 State Hwy 101,Armstrong Creek,WI,Corporate,No,16,13,,VILLA,,VILLA,MEDIUM
23907,McFarland Villa,"The Pennant Group, Inc.",5206 Paulson Rd,McFarland,WI,Corporate,No,30,24,,VILLA,,VILLA,MEDIUM
23946,Memory Lane Cottage,"Memory Lane Cottage, LLC",5175 Cypress Preserve Dr,Tampa,FL,Corporate,No,20,16,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
23960,Midland Bickford Cottage,BICKFORD SENIOR LIVING,101 Joseph Dr,Midland,MI,Corporate,No,71,57,,COTTAGE,,COTTAGE,MEDIUM
24223,Oaks At Gracemont,Villa Palazzo,4940 Jot Em Down Road,Cumming,GA,Independent,No,86,69,,,VILLA,VILLA,LOW
24257,"Olympia Fields, Sunrise Villa","SUNRISE SENIOR LIVING MANAGEMENT, INC",3633 Breakers Dr,Olympia Fields,IL,Corporate,No,42,34,,VILLA,,VILLA,MEDIUM
24331,Palm Cottages,Palm Cottages,3821 Sunnyside Ct,Rockledge,FL,Independent,No,96,77,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24406,Peoria Bickford Cottage,BICKFORD SENIOR LIVING,2000 W Willow Knolls Dr,Peoria,IL,Corporate,No,32,26,,COTTAGE,,COTTAGE,MEDIUM
24435,Pine Villa Memory Care,ElderSpan Management LLC,890 Prairie Street,Prairie Du Sac,WI,Corporate,No,19,15,,VILLA,,VILLA,MEDIUM
24442,Pineview Cottage,Pineview Cottage,3498 Harbor-petoskey Rd,Harbor Springs,MI,Independent,No,40,32,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24443,Pinewood Retirement Villa,Riverwood Senior Living,511 West 10th Street,Rome,GA,Independent,No,39,31,,VILLA,,VILLA,MEDIUM
24449,Pioneercare Memory Cottages,PioneerCare,1317 South Mabelle Avenue,Fergus Falls,MN,Independent,No,52,42,,COTTAGE,,COTTAGE,MEDIUM
24479,Portage Bickford Cottage,BICKFORD SENIOR LIVING,4707 W. Milham Ave.,Portage,MI,Corporate,No,71,57,,COTTAGE,,COTTAGE,MEDIUM
24488,Prairie Cottages Of Albert Lea,"Prairie Senior Cottages, LLC",1602 Fountain Street,Albert Lea,MN,Corporate,No,26,21,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24489,Prairie Cottages Of Owatonna,JAYBIRD SENIOR LIVING,150 24th Street Ne,Owatonna,MN,Corporate,No,52,42,,COTTAGE,,COTTAGE,MEDIUM
24510,Prairie Senior Cottages Of Hut,"Prairie Senior Cottages, LLC",1310 Bradford Street Se,Hutchinson,MN,Corporate,No,20,16,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24511,Prairie Senior Cottages Of Isa,"Prairie Senior Cottages, LLC",706 6th Avenue Ne,Isanti,MN,Corporate,No,58,46,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24512,Prairie Senior Cottages Of New,"Prairie Senior Cottages, LLC",113 South Ash Street,New Richland,MN,Corporate,No,18,14,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24513,Prairie Senior Cottages Of New,"Prairie Senior Cottages, LLC",1304 Birchwood Drive,New Ulm,MN,Corporate,No,20,16,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24514,Prairie Senior Cottages Of Wil,unknown,1701 19th Avenue Sw,Willmar,MN,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
24534,Prestige Way #1 (cedar Cottage),Homestead Home Health Care Services,4300 Keller Road,Holt,MI,Corporate,No,40,32,,COTTAGE,,COTTAGE,MEDIUM
24559,Providence Villa LLC,unknown,200 Minnesota Avenue East,Sebeka,MN,Corporate,No,16,13,,VILLA,,VILLA,MEDIUM
24611,Reflections Memory Care - Chatham,Villas of Hollybrook,401 N Park Avenue,Chatham,IL,Corporate,No,32,26,,,VILLA,VILLA,LOW
24612,Reflections Memory Care - Herrin,Villas of Hollybrook,517 Rushing Drive,Carterville,IL,Corporate,No,32,26,,,VILLA,VILLA,LOW
24613,Reflections Memory Care - Morton,Villas of Hollybrook,1717 North Main,Morton,IL,Corporate,No,32,26,,,VILLA,VILLA,LOW
24614,Reflections Memory Care - Savoy,Villas of Hollybrook,62 E Airport Road,Savoy,IL,Corporate,No,32,26,,,VILLA,VILLA,LOW
24615,Reflections Memory Care - Washington,Villas of Hollybrook,1280 Independence Court,Washington,IL,Corporate,No,32,26,,,VILLA,VILLA,LOW
24692,Riverside Cottages at The Shores,Riverside Cottages At the Shores,471 Shores Boulevard,Saint Augustine,FL,Independent,No,48,38,,COTTAGE,COTTAGE,COTTAGE,MEDIUM
24727,Rose Cottage,Presbyterian Villages of Michigan,32111 Cherry Hill Road,Westland,MI,Corporate,No,20,16,,COTTAGE,,COTTAGE,MEDIUM
24755,Royal Palm Senior Residence,"Walt Noble, Inc.",5121 Ne 19th Avenue,Fort Lauderdale,FL,Independent,No,34,27,,SENIOR_RESIDENCE,,SENIOR_RESIDENCE,MEDIUM
24817,Savannah Cottage Of Lakeland,Senior Living Management Corporation,605 Carpenters Way,Lakeland,FL,Corporate,No,38,30,,COTTAGE,,COTTAGE,MEDIUM
24819,Savannah Court and Cottage of Oviedo,Senior Living Management Corporation,445 Alexandria Blvd,Oviedo,FL,Corporate,No,98,78,,COTTAGE,,COTTAGE,MEDIUM
24840,Seasons Gardens by RSR,RSR Senior Residences LLC,17250 SW 137th Ave,Miami,FL,Corporate,No,90,72,,,SENIOR_RESIDENCE,SENIOR_RESIDENCE,LOW
24888,Serenity Villa,Tracy Erma,1650 American Eagle Dr,Slinger,WI,Independent,No,103,82,,VILLA,,VILLA,MEDIUM
24889,Serenity Villa,Fairview Haven,1 Fairview Dr,Fairbury,IL,Independent,No,20,16,,VILLA,,VILLA,MEDIUM
24890,Serenity Villa Assisted Living,Serenity Villa Assisted Living,1707 American Eagle Dr,Slinger,WI,Corporate,No,26,21,,VILLA,VILLA,VILLA,MEDIUM
