alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,match_type,snf_excel_row,snf_facility,snf_corporate,snf_beds,cms_provider,cms_beds,cms_chain
8780,BELAIRE,MFA,2065 Lyon St,Gastonia,NC,79,63,Corporate,Yes,BOTH,8755,BELAIRE HEALTH CARE CENTER,LIFEWORKS REHAB,80,BELAIRE HEALTH CARE CENTER,80.0,LIFEWORKS REHAB
5217,THE MILTON HOME,STERLING HEALTHCARE MANAGEMENT,206 E Marion St,South Bend,IN,28,22,Corporate,No,BOTH,4987,"MILTON HOME, THE",,34,"MILTON HOME, THE",34.0,
16373,LEE HEALTH AND REHAB,LEE HEALTH AND ENCOMPASS HEALTH,208 Health Care Dr,Pennington Gap,VA,118,94,Independent,Yes,BOTH,18971,LEE HEALTH AND REHAB CENTER,LEE REALTY CENTER & LLC,140,LEE HEALTH AND REHAB CENTER,110.0,COMMONWEALTH CARE OF ROANOKE
11777,BUCKEYE FOREST AT PORTSMOUTH,LIONSTONE CARE,20 Easter Dr,Portsmouth,OH,81,65,Corporate,Yes,BOTH,20938,ROSEMOUNT CARE CENTER,LIONSTONE CARE,95,AYDEN HEALTHCARE OF ROSEMOUNT PAVILION,117.0,AYDEN HEALTHCARE
5365,WELLBROOKE OF WABASH,TRILOGY HEALTH SERVICES,20 John Kissinger Dr,Wabash,IN,54,43,Corporate,No,BOTH,5318,WELLBROOKE OF WABASH,TRILOGY HEALTH SERVICES,70,WELLBROOKE OF WABASH,70.0,TRILOGY HEALTH SERVICES
16615,WESTWOOD CENTER ALF,GENESIS,20 Westwood Medical Park,Bluefield,VA,3,2,Corporate,Yes,BOTH,16603,WESTWOOD CENTER,GENESIS HEALTHCARE,60,WESTWOOD CENTER,60.0,GENESIS HEALTHCARE
20226,THE CHESTERFIELD AT BRANDERMILL WOODS,SENIOR CHOICES OF VA,2100 Brandermill Pkwy,Midlothian,VA,544,435,Corporate,No,BOTH,16527,THE HAVEN AT BRANDERMILL WOODS,,60,THE HAVEN AT BRANDERMILL WOODS,60.0,
19979,SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE,HANOVER LUTHERAN RETIREMENT,2100 Utz Terrace,Hanover,PA,197,158,Independent,No,BOTH,14016,SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE,,40,SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE,40.0,
19930,SIMPSON HOUSE & FLANAGAN HEALTH/REHAB CENTER,,2101 Belmont Ave,Philadelphia,PA,247,198,Independent,No,BOTH,14001,SIMPSON HOUSE INC,,142,SIMPSON HOUSE INC,142.0,
9250,HOMESTEAD HILLS ASSISTED LIVING,HOMESTEAD HILLS RETIREMENT LIMITED PARTNERSHIP,2101 Homestead Hills Dr,Winston-Salem,NC,66,53,Independent,No,BOTH,9192,HOMESTEAD HILLS,SENIOR LIVING COMMUNITIES,40,HOMESTEAD HILLS,40.0,SENIOR LIVING COMMUNITIES
12236,LANDERBROOK TRANSITIONAL CARE,INDEPENDENT,2108 Lander Rd,Mayfield Heights,OH,54,43,Independent,No,BOTH,11505,AHC OF LANDERHAVEN LLC,ADVANCED HEALTH CARE,23,AHC OF LANDERHAVEN LLC,23.0,ADVANCED HEALTH CARE
18554,GREEN RIDGE VILLAGE,PRESBYTERIAN HOMES & SERVICES,210 Big Spring Rd,Newville,PA,226,181,Corporate,No,BOTH,14045,SWAIM HEALTH CENTER,PRESBYTERIAN SENIOR LIVING,67,SWAIM HEALTH CENTER,67.0,PRESBYTERIAN SENIOR LIVING
5007,MCCORMICK'S CREEKS REHAB,CASTLE HEALTHCARE,210 State Hwy 43,Spencer,IN,69,55,Corporate,Yes,BOTH,4966,MCCORMICK'S CREEK REHABILITATION AND HEALTHCARE,CASTLE HEALTHCARE,87,MCCORMICK'S CREEK REHABILITATION AND HEALTHCARE,87.0,CASTLE HEALTHCARE
17507,"ASHBY PONDS, INC.",REDWOOD-ERC ASHBURN LLC,21160 Maple Branch Terrace,Ashburn,VA,346,277,Corporate,No,BOTH,16128,ASHBY PONDS INC,ERICKSON SENIOR LIVING,44,ASHBY PONDS INC,44.0,ERICKSON SENIOR LIVING
18082,CONCORD RESERVE,CONCORD RESERVE REALTY,2116 Dover Center Rd,Westlake,OH,210,168,Independent,No,BOTH,12298,LUTHERAN HOME,,134,LUTHERAN HOME,134.0,
9155,GLENBRIDGE HEALTH AND REHABILITATION,BRIGHTON,211 Milton Brown Heirs Rd,Boone,NC,57,46,Corporate,Yes,BOTH,9137,GLENBRIDGE HEALTH AND REHABILTATION,,134,GLENBRIDGE HEALTH AND REHABILTATION,134.0,
6206,TREYTON OAK TOWERS,TREYTON OAK TOWERS,211 W. Oak St,Louisville,KY,53,42,Independent,No,BOTH,6168,TREYTON OAK TOWERS,,60,TREYTON OAK TOWERS,60.0,
11767,BRIDGEPORT HEALTHCARE,COMMUNICARE,2125 Royce St,Portsmouth,OH,64,51,Corporate,Yes,BOTH,11707,BRIDGEPORT HEALTH CARE CENTER,COMMUNICARE HEALTH,99,BRIDGEPORT HEALTH CARE CENTER,99.0,COMMUNICARE HEALTH
9596,RIVER BEND HEALTH & REHABILITATION ALF,BRIGHTON,213 Richmond Hill Dr.,Asheville,NC,29,23,Corporate,Yes,BOTH,19740,RIVER BEND HEALTH AND REHABILITATION,ASHEVILLE NC PROPERTY HOLDINGS LLC,150,RIVER BEND HEALTH AND REHABILITATION,100.0,
9597,RIVER BEND HEALTH & REHABILITATION SNF,BRIGHTON,213 Richmond Hill Dr.,Asheville,NC,92,74,Corporate,Yes,BOTH,19740,RIVER BEND HEALTH AND REHABILITATION,ASHEVILLE NC PROPERTY HOLDINGS LLC,150,RIVER BEND HEALTH AND REHABILITATION,100.0,
9440,NORTH CAROLINA STATE VETERANS HOME - KINSTON,PRUITT HEALTH,2150 Hull Rd,Kinston,NC,96,77,Corporate,Yes,BOTH,9418,NC STATE VETERANS HOME-KINSTON,,100,NC STATE VETERANS HOME-KINSTON,100.0,
19424,OTTERBEIN AT GRANVILLE,OTTERBEIN AT GRANVILLE,2158 Columbus Rd,Granville,OH,168,134,Independent,No,BOTH,12491,OTTERBEIN AT GRANVILLE,OTTERBEIN SENIORLIFE,20,OTTERBEIN AT GRANVILLE,20.0,OTTERBEIN SENIORLIFE
5042,OSSIAN HEALTH AND REHABILITATION CENTER,TLC MANAGEMENT,215 Davis Rd,Ossian,IN,62,50,Corporate,No,BOTH,5035,OSSIAN HEALTH CARE AND REHABILITATION CENTER,TLC MANAGEMENT,100,OSSIAN HEALTH CARE AND REHABILITATION CENTER,100.0,TLC MANAGEMENT
5043,OSSIAN HEALTHCARE ALF,TLC MANAGEMENT,215 Davis Rd,Ossian,IN,33,26,Corporate,Yes,BOTH,5035,OSSIAN HEALTH CARE AND REHABILITATION CENTER,TLC MANAGEMENT,100,OSSIAN HEALTH CARE AND REHABILITATION CENTER,100.0,TLC MANAGEMENT
5044,OSSIAN HEALTHCARE SNF,TLC MANAGEMENT,215 Davis Rd,Ossian,IN,95,76,Corporate,Yes,BOTH,5035,OSSIAN HEALTH CARE AND REHABILITATION CENTER,TLC MANAGEMENT,100,OSSIAN HEALTH CARE AND REHABILITATION CENTER,100.0,TLC MANAGEMENT
9904,THE LAURELS OF SALISBURY,LAUREL HEALTH CARE COMPANY,215 Lash Dr,Salisbury,NC,31,25,Independent,Yes,BOTH,9779,THE LAURELS OF SALISBURY,CIENA HEALTHCARE/LAUREL HEALTH CARE,80,THE LAURELS OF SALISBURY,80.0,CIENA HEALTHCARE/LAUREL HEALTH CARE
4742,ENVIVE HEALTHCARE OF LIBERTY,MAGNOLIA,215 W High St,Liberty,IN,24,19,Corporate,Yes,BOTH,4727,ENVIVE OF LIBERTY,ENVIVE HEALTHCARE,60,ENVIVE OF LIBERTY,60.0,ENVIVE HEALTHCARE
12174,HARRISON PAVILION,CCH HEALTHCARE,2171 Harrison Ave,Cincinnati,OH,13,10,Corporate,Yes,BOTH,12117,HARRISON PAVILION CARE CENTER,CCH HEALTHCARE,84,HARRISON PAVILION CARE CENTER,84.0,CCH HEALTHCARE
18862,JUDSON RETIREMENT COMMUNITY,BAPTIST HOME OF OHIO INC,2181 Ambleside Rd,Cleveland,OH,264,211,Independent,No,BOTH,12200,JUDSON PARK,,36,JUDSON PARK,36.0,
19854,SCOTIA VILLAGE RETIREMENT COMMUNITY,PRESBYTERIAN HOMES & SERVICES,2200 Elm Drive,Laurinburg,NC,184,147,Corporate,No,BOTH,9625,SCOTIA VILLAGE-SNF,,58,SCOTIA VILLAGE-SNF,58.0,
4536,ASHFORD PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2200 N Riley Hwy,Shelbyville,IN,40,32,Corporate,No,BOTH,4509,ASHFORD PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,ASHFORD PLACE HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES
5363,WELLBROOKE OF KOKOMO,TRILOGY HEALTH SERVICES,2200 S Dixon Rd,Kokomo,IN,48,38,Corporate,No,BOTH,5316,WELLBROOKE OF KOKOMO,TRILOGY HEALTH SERVICES,70,WELLBROOKE OF KOKOMO,70.0,TRILOGY HEALTH SERVICES
6195,THE SPRINGS AT STONY BROOK,TRILOGY HEALTH SERVICES,"2200 Stony Brook Dr,",Louisville,KY,29,23,Corporate,No,BOTH,6157,THE SPRINGS AT STONY BROOK,TRILOGY HEALTH SERVICES,66,THE SPRINGS AT STONY BROOK,66.0,TRILOGY HEALTH SERVICES
5244,TIMBERCREST RETIREMENT,INDEPENDENT,2201 E St,North Manchester,IN,7,6,Independent,Yes,BOTH,5200,TIMBERCREST CHURCH OF THE BRETHREN HOME,,65,TIMBERCREST CHURCH OF THE BRETHREN HOME,65.0,
20566,TOWNE HOUSE RETIREMENT CENTER,BHI SENIOR LIVING,2209 St Joe Center Rd,Fort Wayne,IN,214,171,Corporate,No,BOTH,5203,TOWNE HOUSE RETIREMENT COMMUNITY,BHI SENIOR LIVING,32,TOWNE HOUSE RETIREMENT COMMUNITY,32.0,BHI SENIOR LIVING
12992,WESLEY RIDGE,INDEPENDENT,2225 Taylor Park Dr,Reynoldsburg,OH,135,108,Independent,No,BOTH,12602,ROBERT A  BARNES CENTER,,25,ROBERT A  BARNES CENTER,25.0,
20793,WESLEY RIDGE RETIREMENT COMMUNITY,WESLEY RIDGE,2225 Taylor Park Dr,Reynoldsburg,OH,229,183,Independent,No,BOTH,12602,ROBERT A  BARNES CENTER,,25,ROBERT A  BARNES CENTER,25.0,
16342,HILLSVILLE REHAB AND HEALTHCARE CENTER - SNF,SABER HEALTHCARE GROUP,222 Fulcher St,Hillsville,VA,63,50,Corporate,Yes,BOTH,16331,HILLSVILLE HEALTH & REHAB CENTER,SABER HEALTHCARE GROUP,60,HILLSVILLE HEALTH & REHAB CENTER,60.0,SABER HEALTHCARE GROUP
19267,MOUNT PLEASANT RETIREMENT VILLAGE,OHIO PRESBYTERIAN RETIREMENT SERVICES,225 Britton Ln,Monroe,OH,255,204,Independent,No,BOTH,12465,OHIO LIVING MOUNT PLEASANT,OHIO LIVING COMMUNITIES,32,OHIO LIVING MOUNT PLEASANT,32.0,OHIO LIVING COMMUNITIES
5927,KENSINGTON HEALTH CENTER,BLUEGRASS/ENCORE,225 Saint John Rd,Elizabethtown,KY,83,66,Corporate,Yes,BOTH,5921,KENSINGTON NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,82,KENSINGTON NURSING AND REHABILITATION CENTER,82.0,ENCORE HEALTH PARTNERS
19541,PICKERING MANOR HOME,COMMUNITY WELFARE COUNCIL OF NEWTOWN INC,226 N Lincoln Ave,Newtown,PA,117,94,Independent,No,BOTH,13912,PICKERING MANOR HOME,,47,PICKERING MANOR HOME,47.0,
9216,HENDERSON NURSING AND LIVING CENTER,MAXIMUS HEALTHCARE GROUP,2275 Ruin Creek Rd,Henderson,NC,32,26,Corporate,Yes,BOTH,9628,SENIOR CITIZENS HOME,MAXIMUS HEALTHCARE GROUP,60,SENIOR CITIZENS HOME,60.0,MAXIMUS HEALTHCARE GROUP
19841,SARAH REED SENIOR LIVING,SARAH A REED RETIREMENT CENTER,227 West 22nd Street,Erie,PA,307,246,Independent,No,BOTH,13984,SARAH REED SENIOR LIVING,,106,SARAH REED SENIOR LIVING,106.0,
4737,ELWOOD ALF,PUTNAM COUNTY HOSPITAL,2300 Parkview Ln,Elwood,IN,9,7,Corporate,Yes,BOTH,4716,ELWOOD HEALTH AND LIVING,,85,ELWOOD HEALTH AND LIVING,85.0,
4738,ELWOOD SNF,PUTNAM COUNTY HOSPITAL,2300 Parkview Ln,Elwood,IN,29,23,Corporate,Yes,BOTH,4716,ELWOOD HEALTH AND LIVING,,85,ELWOOD HEALTH AND LIVING,85.0,
11917,CARECORE OF WESTMORELAND,CARECORE,230 Cherry St.,Chillicothe,OH,63,50,Corporate,Yes,BOTH,13003,WESTMORELAND PLACE,CARECORE HEALTH,139,WESTMORELAND PLACE,139.0,CARECORE HEALTH
8721,ALPINE HEALTH & REHAB OF ASHEBORO,INDEPENDENT,230 E Presnell St,Asheboro,NC,74,59,Independent,Yes,BOTH,8677,ALPINE HEALTH AND REHABILITATION OF ASHEBORO,,238,ALPINE HEALTH AND REHABILITATION OF ASHEBORO,238.0,
12513,OAK CREEK TERRACE NURSING & REHAB CENTER,CARING PLACE HEALTHCARE,2316 Springmill Rd,Kettering,OH,29,23,Corporate,Yes,BOTH,12446,OAK CREEK TERRACE INC,CARING PLACE HEALTHCARE,69,OAK CREEK TERRACE INC,69.0,CARING PLACE HEALTHCARE GROUP
4788,GOOD SAMARITAN HOME AND REHABILITATIVE CENTER,AMERICAN SENIOR COMMUNITIES,231 N Jackson St,Oakland City,IN,67,54,Corporate,Yes,BOTH,4767,GOOD SAMARITAN HOME & REHABILITATIVE CENTER,AMERICAN SENIOR COMMUNITIES,103,GOOD SAMARITAN HOME & REHABILITATIVE CENTER,103.0,AMERICAN SENIOR COMMUNITIES
4538,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,39,31,Corporate,No,BOTH,4511,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,ASPEN PLACE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES
4539,ASPEN PLACE HEALTH CAMPUS ALF,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,26,21,Corporate,Yes,BOTH,4511,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,ASPEN PLACE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES
4540,ASPEN PLACE HEALTH CAMPUS SNF,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,37,30,Corporate,Yes,BOTH,4511,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,ASPEN PLACE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES
11763,BATH MANOR SPECIAL CARE CENTRE,SABER HEALTHCARE GROUP,2330 Smith Rd,Akron,OH,46,37,Corporate,Yes,BOTH,11656,BATH MANOR SPECIAL CARE CENTRE,SABER HEALTHCARE GROUP,130,BATH MANOR SPECIAL CARE CENTRE,130.0,SABER HEALTHCARE GROUP
4618,BRICKYARD HEALTHCARE - GOLDEN RULE,BRICKYARD,2330 Straightline Pike,Richmond,IN,60,48,Corporate,Yes,BOTH,4572,BRICKYARD HEALTHCARE - GOLDEN RULE CARE CENTER,BRICKYARD HEALTHCARE,170,BRICKYARD HEALTHCARE - GOLDEN RULE CARE CENTER,170.0,BRICKYARD HEALTHCARE
5975,"MADONNA MANOR, INC.",MADONNA MANOR INC,2344 Amsterdam Rd,Villa Hills,KY,40,32,Corporate,No,BOTH,5958,MADONNA MANOR,COMMONSPIRIT HEALTH,60,MADONNA MANOR,60.0,COMMONSPIRIT HEALTH
19059,MADONNA MANOR,MADONNA MANOR INC,2344 Amsterdam Rd,Villa Hills,KY,230,184,Corporate,No,BOTH,5958,MADONNA MANOR,COMMONSPIRIT HEALTH,60,MADONNA MANOR,60.0,COMMONSPIRIT HEALTH
19597,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENCE,PRESBYTERY HOME OF S C THE,2350 W Lucas St,Florence,SC,72,58,Independent,No,BOTH,14344,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENC,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,25,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENC,25.0,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA
5994,MIDDLESBORO NURSING AND REHAB,BLUEGRASS/ENCORE,235 New Wilson Ln,Middlesboro,KY,64,51,Corporate,Yes,BOTH,5966,MIDDLESBORO NURSING AND REHABILITATION FACILITY,BLUEGRASS HEALTH KY,95,MIDDLESBORO NURSING AND REHABILITATION FACILITY,95.0,BLUEGRASS HEALTH KY
5795,COLONIAL CENTER,BLUEGRASS/ENCORE,"2365 Nashville Rd,",Bowling Green,KY,26,21,Corporate,Yes,BOTH,5763,COLONIAL NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,48,COLONIAL NURSING AND REHABILITATION CENTER,48.0,ENCORE HEALTH PARTNERS
17302,WYOMING HEALTHCARE CENTER SNF/NF,COMMUNICARE,236 Warrior Way,New Richmond,WV,73,58,Corporate,Yes,BOTH,17301,WYOMING HEALTHCARE  CENTER,COMMUNICARE HEALTH,60,WYOMING HEALTHCARE  CENTER,60.0,COMMUNICARE HEALTH
19963,SOUTHAMPTON ESTATES,OPEN DOOR ESTATES INC,238 Street Rd,Southampton,PA,391,313,Corporate,No,BOTH,14117,WILLOWBROOKE COURT-SOUTHAMPTON,ACTS RETIREMENT-LIFE COMMUNITIES,29,WILLOWBROOKE COURT-SOUTHAMPTON,29.0,ACTS RETIREMENT-LIFE COMMUNITIES
12105,GREENFIELD SNF INC,LIFE CARE CENTERS,238 S Washington St,Greenfield,OH,6,5,Independent,Yes,BOTH,12098,GREENFIELD SKILLED NURSING AND REHABILITATION,,50,GREENFIELD SKILLED NURSING AND REHABILITATION,50.0,
5234,THE WATERS OF MUNCIE,INFINITY HEALTHCARE CONSULTING,2400 Chateau Dr,Muncie,IN,44,35,Corporate,Yes,BOTH,5298,"WATERS OF MUNCIE, THE",INFINITY HEALTHCARE CONSULTING,72,"WATERS OF MUNCIE, THE",72.0,INFINITY HEALTHCARE CONSULTING
4547,AVALON SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2400 Silhavy Rd,Valparaiso,IN,75,60,Corporate,No,BOTH,4516,AVALON SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,61,AVALON SPRINGS HEALTH CAMPUS,61.0,TRILOGY HEALTH SERVICES
4759,FOREST PARK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2401 S L St,Richmond,IN,42,34,Corporate,No,BOTH,4750,FOREST PARK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,FOREST PARK HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES
5219,THE SPRINGS AT LAFAYETTE,TRILOGY HEALTH SERVICES,2402 S St,Lafayette,IN,56,45,Corporate,No,BOTH,5139,"SPRINGS AT LAFAYETTE, THE",TRILOGY HEALTH SERVICES,70,"SPRINGS AT LAFAYETTE, THE",70.0,TRILOGY HEALTH SERVICES
9556,PRUITTHEALTH - RALEIGH,PRUITT HEALTH,2420 Lake Wheeler Rd,Raleigh,NC,54,43,Corporate,Yes,BOTH,9501,PRUITTHEALTH-RALEIGH,PRUITTHEALTH,150,PRUITTHEALTH-RALEIGH,150.0,PRUITTHEALTH
20461,THE STRATFORD AT WESTCLAY,DHC HYB NNN PROPERTIES LLC,2460 Glebe St,Carmel,IN,233,186,Independent,No,BOTH,5077,"RETREAT AT THE STRATFORD, THE",SENIOR LIVING COMMUNITIES,18,"RETREAT AT THE STRATFORD, THE",18.0,SENIOR LIVING COMMUNITIES
8984,CARROLTON OF FAYETTEVILLE,PRINCIPLE,2461 Legion Rd,Fayetteville,NC,86,69,Corporate,Yes,BOTH,9751,THE CARROLTON OF FAYETTEVILLE,CARROLTON,120,THE CARROLTON OF FAYETTEVILLE,120.0,CARROLTON NURSING HOMES
4894,HOMEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2494 N Lebanon St,Lebanon,IN,39,31,Corporate,No,BOTH,4846,HOMEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,HOMEWOOD HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES
9599,RIVER TRACE NURSING AND REHABILITATION CENTER,PRINCIPLE,250 Lovers Ln,Washington,NC,126,101,Corporate,Yes,BOTH,9571,RIVER TRACE NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,140,RIVER TRACE NURSING AND REHABILITATION CENTER,140.0,PRINCIPLE LONG TERM CARE
17491,ARTMAN,ARTMAN HOME FOR LUTHERANS,250 N Bethlehem Pike,Ambler,PA,202,162,Independent,No,BOTH,13491,ARTMAN LUTHERAN HOME,,61,ARTMAN LUTHERAN HOME,61.0,
12945,VIENNA SPRINGS HEALTH CAMPUS,INDEPENDENT,2510 Vienna Pkwy,Dayton,OH,41,33,Independent,No,BOTH,12944,VIENNA SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,54,VIENNA SPRINGS HEALTH CAMPUS,54.0,TRILOGY HEALTH SERVICES
6202,THE WILLOWS AT HAMBURG,TRILOGY HEALTH SERVICES,2531 Old Rosebud Rd,Lexington,KY,21,17,Corporate,No,BOTH,6163,THE WILLOWS AT HAMBURG,TRILOGY HEALTH SERVICES,64,THE WILLOWS AT HAMBURG,64.0,TRILOGY HEALTH SERVICES
17856,CANTON CHRISTIAN HOME,THE SOLOMON FOUNDATION,"2550 Cleveland Avenue, Nw",Canton,OH,285,228,Independent,No,BOTH,11788,CANTON CHRISTIAN HOME,,75,CANTON CHRISTIAN HOME,75.0,
9090,EAST CAROLINA REHAB AND WELLNESS,"EAST CAROLINA REHAB AND WELLNESS, LLC",2575 W 5Th St,Greenville,NC,65,52,Independent,Yes,BOTH,9077,EAST CAROLINA REHAB AND WELLNESS,,130,EAST CAROLINA REHAB AND WELLNESS,130.0,
12955,VILLAGE OF THE FALLS ASSISTED LIVING,INDEPENDENT,25920 Elm St,Olmsted Falls,OH,47,38,Independent,No,BOTH,12954,VILLAGE OF THE FALLS,SPRENGER HEALTH CARE SYSTEMS,36,VILLAGE OF THE FALLS,36.0,SPRENGER HEALTH CARE SYSTEMS
18177,CROASDAILE VILLAGE,UNITED METHODIST RETIREMENT,2600 Croasdaile Farm Parkway,Durham,NC,599,479,Corporate,No,BOTH,8935,CROASDAILE VILLAGE,LIFE CARE SERVICES,102,CROASDAILE VILLAGE,102.0,LIFE CARE SERVICES
4891,HICKORY CREEK OF CONNERSVILLE,AMERICAN SENIOR COMMUNITIES,2600 N Grand Ave,Connersville,IN,37,30,Corporate,Yes,BOTH,4829,HICKORY CREEK AT CONNERSVILLE,AMERICAN SENIOR COMMUNITIES,36,HICKORY CREEK AT CONNERSVILLE,36.0,AMERICAN SENIOR COMMUNITIES
5947,LAKE WAY NURSING AND REHAB,PRINCIPLE,2607 Main St,Benton,KY,40,32,Corporate,Yes,BOTH,5932,LAKE WAY NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,96,LAKE WAY NURSING AND REHABILITATION CENTER,96.0,PRINCIPLE LONG TERM CARE
20491,THE VILLAGE AT PENN STATE,VILLAGE AT PENN STATE THE,260 Lion's Hill Road,State College,PA,192,154,Independent,No,BOTH,14076,"VILLAGE AT PENN STATE,  THE",,36,"VILLAGE AT PENN STATE,  THE",36.0,
18538,GRANDE VILLAGE SUITES,GV RENTAL PROPERTIES LLC,2610 East Aurora Road,Twinsburg,OH,216,173,Corporate,No,BOTH,12324,MANOR OF GRANDE VILLAGE,SPRENGER HEALTH CARE SYSTEMS,96,MANOR OF GRANDE VILLAGE,96.0,SPRENGER HEALTH CARE SYSTEMS
4754,FAIRWAY VILLAGE,AMERICAN SENIOR COMMUNITIES,2630 S Keystone Ave,Indianapolis,IN,46,37,Corporate,Yes,BOTH,4747,FAIRWAY VILLAGE,AMERICAN SENIOR COMMUNITIES,53,FAIRWAY VILLAGE,53.0,AMERICAN SENIOR COMMUNITIES
5064,PADDOCK SPRINGS,TRILOGY HEALTH SERVICES,2695 Sheldon St,Warsaw,IN,41,33,Corporate,No,BOTH,19453,PADDOCK SPRINGS,TRILOGY REAL ESTATE KOSCIUSKO LLC,78,PADDOCK SPRINGS,60.0,TRILOGY HEALTH SERVICES
4611,BLAIR RIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,269 Meadowview Dr,Peru,IN,32,26,Corporate,No,BOTH,4563,BLAIR RIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,55,BLAIR RIDGE HEALTH CAMPUS,55.0,TRILOGY HEALTH SERVICES
20258,THE FOREST AT DUKE,FOREST AT DUKE INC,2701 Pickett Road,Durham,NC,405,324,Independent,No,BOTH,9760,THE FOREST AT DUKE INC,,4,THE FOREST AT DUKE INC,4.0,
6201,THE WILLOWS AT FRITZ FARM,TRILOGY HEALTH SERVICES,2710 Man O War Blvd,Lexington,KY,23,18,Corporate,No,BOTH,6162,THE WILLOWS AT FRITZ FARM,TRILOGY HEALTH SERVICES,54,THE WILLOWS AT FRITZ FARM,54.0,TRILOGY HEALTH SERVICES
18314,ELIZABETH SCOTT COMMUNITY,HPC OHIO SENIOR LIVING 1 LLC,2720 Albon Rd,Maumee,OH,122,98,Independent,No,BOTH,11984,ELIZABETH SCOTT COMMUNITY,,60,ELIZABETH SCOTT COMMUNITY,60.0,
20814,WESTMINSTER VILLAGE,WESTMINSTER VILLAGE WEST LAFAYETTE INC,2741 N Salisbury St,West Lafayette,IN,303,242,Independent,No,BOTH,5324,WESTMINSTER VILLAGE - WEST LAFAYETTE,,72,WESTMINSTER VILLAGE - WEST LAFAYETTE,72.0,
12577,PIQUA CARE CENTER,LIONSTONE CARE,275 Kienle Dr,Piqua,OH,85,68,Corporate,Yes,BOTH,11629,AYDEN HEALTHCARE OF PIQUA,AYDEN HEALTHCARE,99,AYDEN HEALTHCARE OF PIQUA,99.0,AYDEN HEALTHCARE
5954,LEXINGTON PREMIER NURSING AND REHAB,EMERALD HEALTHCARE,2770 Palumbo Dr,Lexington,KY,54,43,Corporate,Yes,BOTH,5939,"LEXINGTON PREMIER NURSING & REHAB, LLC",,120,"LEXINGTON PREMIER NURSING & REHAB, LLC",120.0,
4901,IGNITE MEDICAL RESORT CHESTERTON,IGNITE MEDICAL RESORTS,2775 Village Point,Chesterton,IN,55,44,Corporate,No,BOTH,4896,IGNITE MEDICAL RESORT CHESTERTON,IGNITE MEDICAL RESORTS,70,IGNITE MEDICAL RESORT CHESTERTON,70.0,IGNITE MEDICAL RESORTS
9519,PEAK RESOURCES GASTONIA,PEAK RESOURCES,2780 X Ray Dr,Gastonia,NC,94,75,Corporate,Yes,BOTH,9465,PEAK RESOURCES -  GASTONIA,PEAK RESOURCES,104,PEAK RESOURCES -  GASTONIA,104.0,"PEAK RESOURCES, INC."
18755,HOLLAND  VILLAGE,280 MIDDLE HOLLAND ROAD LLC,280 Middle Holland Rd,Holland,PA,370,296,Corporate,No,BOTH,13716,HOLLAND CENTER FOR REHABILITATION AND NURSING,LME FAMILY HOLDINGS,66,HOLLAND CENTER FOR REHABILITATION AND NURSING,66.0,LME FAMILY HOLDINGS
