addr_key,glr_facility_name,glr_type,glr_beds,glr_census,glr_patients,glr_cmsccn,glr_status,glr_parent_company,city,state,zip,pc,psych,mh,pod,pain,wc,spec
602 BREVARD RD,Country Time,AL,NULL,NULL,58,NULL,Established,ALG,Kings Mountain,North Carolina,28086,22,0,0,0,0,0,0
602 PINEY GROVE RD,Bradford Village West,AL,NULL,NULL,48,NULL,Established,INDEPENDENT,Kernersville,North Carolina,27284,32,0,0,0,0,9,0
603 LOCKHAVEN CT,Somerset Court of Goldsboro,AL,NULL,NULL,33,NULL,Established,ALG,Goldsboro,North Carolina,27534,31,0,0,0,0,1,0
603 S CHURCH ST,The Landings of Albemarle in Hertford,AL,46,41,37,NULL,Established,ALG,HERTFORD,North Carolina,27944,36,0,0,0,0,9,1
603 W ST,Golden Heights Assisted Living,AL,NULL,NULL,30,NULL,Established,INDEPENDENT,NEW BERN,North Carolina,28560,27,0,0,0,0,15,0
6041 PIEDMONT ROW DR S,Briar Creek Health Center AL,AL,NULL,NULL,102,345578,Established,Liberty,Charlotte,North Carolina,28210,89,0,0,0,0,14,1
6053 WILORA LAKE RD,Brookdale Charlotte East AL,AL,NULL,44,35,NULL,Established,Brookdale Senior Living,Charlotte,North Carolina,28212,33,1,0,0,0,2,0
6053 WILORA LAKE RD,Brookdale Charlotte East IN,IL,NULL,99,9,NULL,Established,Brookdale Senior Living,Charlotte,North Carolina,28212,9,9,0,0,0,0,0
606 WALL ST,Valparaiso Care and Rehabilitation Center,SNF,140,115,133,155166,Established,AMERICAN SENIOR COMMUNITIES,Valparaiso,Indiana,46383,106,0,0,0,0,50,0
607 WILSON CREEK RD,Pine Knoll Assisted Living Center,AL,27,23,18,NULL,Established,INDEPENDENT,Lawrenceburg,Indiana,47025,18,0,0,0,0,4,0
610 W FISHER ST,Piedmont Health and Rehab,SNF,NULL,NULL,33,345140,Established,SABER HEALTHCARE GROUP,Salisbury,North Carolina,28144,29,0,0,0,0,0,0
6101 CLARKE CREEK PARKWAY,Laurels At Highland Creek,AL,NULL,NULL,54,NULL,Established,TerraBella Senior Living,Charlotte,North Carolina,28269,30,0,0,0,0,0,2
611 BROOKS ST,Brookdale Wake Forest,AL/MC,NULL,NULL,38,NULL,Established,BROOKDALE SENIOR LIVING,Wake Forest,North Carolina,27587,29,0,0,0,0,3,33
612 CHINA GROVE HWY,The Meadows of Rockwell,AL,NULL,NULL,72,NULL,Established,ALG,Rockwell,North Carolina,28138,49,0,0,0,0,0,0
614 HART ST,Heath Springs Residential Care Center,AL,NULL,NULL,23,NULL,Established,"HSRCC SERVICES, LLC",HEATH SPRINGS,South Carolina,29058,18,0,0,0,0,0,0
615 RIDGE RD,Person Memorial Hospital Extended Care Unit,SNF,60,46,20,345004,Established,Person Memorial Hospital,Roxboro,North Carolina,27573,19,0,0,0,0,1,0
615 SPRING FOREST RD,Sunrise at North Hills,AL/MC,NULL,NULL,100,NULL,Established,SUNRISE SENIOR LIVING,Raleigh,North Carolina,27609,91,0,0,0,0,25,0
616 S WALLACE WILKINSON BLVD,Liberty Care & Rehabilitation Center,SNF,NULL,NULL,44,185408,Established,SIGNATURE HEALTH,LIBERTY,Kentucky,42539,39,0,0,0,0,0,0
617 W MARION ST,Faith Post Acute,SNF,104,96,38,425009,Established,FUNDAMENTAL LTC,FLORENCE,South Carolina,29501,36,0,0,0,0,0,0
618 LOVERS LN,Arcadia Senior Living,AL,87,87,23,NULL,Established,INDEPENDENT,Bowling Green,Kentucky,42013,23,0,0,0,0,0,0
62 LAKE EDEN RD,NC State Veterans Home - Black Mountain,SNF,NULL,NULL,64,345558,Established,PRUITT HEALTH,Black Mountain,North Carolina,28711,60,0,0,0,0,2,0
62 MAUDE RD,Martin County Health Care,SNF,NULL,NULL,61,185379,Established,Bluegrass/Encore,INEZ,Kentucky,41224,55,0,0,0,0,0,0
620 HEATHWOOD DR,Forrest Oakes Healthcare Center,SNFMD,NULL,NULL,60,345442,Established,Avardis,Albemarle,North Carolina,28001,53,0,0,0,0,20,1
620 JOHNS RD,Scottish Pines Rehab and Nursing Center,SNF,NULL,NULL,90,345383,Established,INDEPENDENT,Laurinburg,North Carolina,28352,86,0,0,0,0,1,0
620 PARKER RD,Maysville Nursing and Rehab,SNF,NULL,NULL,59,185207,Established,Bluegrass/Encore,MAYSVILLE,Kentucky,41056,52,0,0,0,0,0,0
621 S SUGAR ST,Hoosier Health & Living,SNF,NULL,NULL,55,155611,Established,CHI LIVING,BROWNSTOWN,Indiana,47220,55,0,0,0,0,0,0
6210 CLEVES WARSAW RD,Western Hills Retirement Village,SNF,NULL,NULL,45,365693,Established,CARING PLACE HEALTHCARE,CINCINNATI,Ohio,45233,45,0,0,0,0,0,0
6215 N US 19 E HIGHWAY,Cranberry House AL,AL/MC,60,53,17,NULL,Established,ALG,Newland,North Carolina,28657,17,0,0,0,0,0,0
6235 STERLING CREEK RD,Windward Pointe Senior Living,AL,NULL,NULL,45,NULL,Established,RITTENHOUSE,Portage,Indiana,46368,38,0,0,0,0,6,0
624 JONES FERRY RD,Graceful Living Assisted Living,AL,NULL,NULL,39,NULL,Established,INDEPENDENT,Carrboro,North Carolina,27510,35,0,0,0,0,19,0
625 ASHLAND ST,Westwood Health and Rehabilitation,SNF,68,68,41,NULL,Established,Avardis,Archdale,North Carolina,27263,40,0,0,0,0,0,0
625 BETHANY RD,Atrium Health Stanly Manor,SNF,NULL,NULL,24,345281,Established,ATRIUM HEALTH,Albemarle,North Carolina,28001,22,0,0,0,0,2,0
625 CENTER ST,Country Club Assisted Living of Ashland,AL,78,65,41,NULL,Established,Holland Management Company,Ashland,Ohio,44805,37,0,0,0,0,3,0
63 LAKEVIEW DR N,Lake James Lodge,AL,NULL,NULL,37,NULL,Established,"LAKE JAMES LODGE ASSISTED LIVING, INC.",MARION,North Carolina,28752,32,0,0,0,0,14,32
630 WHITTIER AVE,Westchester Harbour,AL,NULL,NULL,26,NULL,Established,PROVIDENCE PLACE SENIOR HEALTH AND HOUSING,High Point,North Carolina,27262,18,0,0,0,0,0,0
6300 ROBERT RD,PruittHealth - Town Center,SNF,70,0,39,345515,Established,PRUITT HEALTH,Harrisburg,North Carolina,28075,33,0,0,0,0,0,0
6301 BASS RD,Rivers Edge Nursing and Rehabilitation,SNF,NULL,NULL,92,185259,Established,VENZA,Prospect,Kentucky,40059,54,0,0,0,0,0,0
631 JUNCTION CREEK DR,Trinity Grove,SNFMD,100,87,100,345554,Established,Lutheran Home,Wilmington,North Carolina,28412,98,0,0,0,0,29,0
632 FREEMAN MILL RD,Hamlet House,AL,NULL,NULL,40,NULL,Established,ALG,Hamlet,North Carolina,28345,38,0,0,0,0,6,0
6330 N FIR RD,StoryPoint Granger,IL,NULL,NULL,40,NULL,Established,STORYPOINT,GRANGER,Indiana,46530,37,0,0,0,0,0,0
6370 ROBIN RUN WAY,Robin Run SNF,SNF,84,66,72,155505,Established,Oakdale Seniors Alliance,Indianapolis,Indiana,46268,66,0,0,0,0,2,0
640 W ELLSWORTH,The Waters of Columbia City (Miller's),SNFMD,84,39,40,155150,Established,INFINITY HEALTHCARE CONSULTING,COLUMBIA CITY,Indiana,46725,33,0,0,0,0,3,0
640 WATERTOWER BYP,Grandview Nursing and Rehab,SNF,NULL,NULL,38,185042,Established,Bluegrass/Encore,CAMPBELLSVLLE,Kentucky,42718,19,0,0,0,0,0,0
6401 HOLDER RD,Clemmons Village I,AL,NULL,NULL,40,NULL,Established,PREMIER SENIOR LIVING,Clemmons,North Carolina,27012,37,0,0,0,0,4,0
6405 SMALL HOUSE CIR,Otterbein Loveland,SNF,NULL,60,NULL,NULL,Established,,,,Ohio,17,0,28,0,0,0,0
643 W UTICA ST,Maple Manor Christian Home,SNF,NULL,NULL,42,155766,Established,INDEPENDENT,SELLERSBURG,Indiana,47172,41,0,0,0,0,0,0
6441 HOLDER RD,Clemmons Village II,AL,65,52,62,NULL,Established,INDEPENDENT,Clemmons,North Carolina,27012,48,0,0,0,0,9,0
650 GOLDROCK RD,Navion Senior Living - Rocky Mount,AL,44,23,17,NULL,Established,NAVION,Rocky Mount,North Carolina,27804,17,0,0,0,0,1,1
650 N JEFFERSON ST,OUR LADY OF THE VALLEY-ALF,AL,NULL,NULL,88,NULL,Established,Oakwood,ROANOKE,Virginia,24016,79,0,0,0,0,21,0
650 N JEFFERSON ST,OUR LADY OF THE VALLEY-SNF/NF,SNFMD,NULL,NULL,67,495357,Established,Catholic Dicese of Richmond,ROANOKE,Virginia,24016,62,0,0,0,0,16,0
651 POLO RD,Mill Creek Manor,AL,56,26,7,NULL,Established,MAINSTAY SENIOR LIVING,Columbia,South Carolina,29223,7,0,0,0,0,2,0
651 S STATE ST,Homeview Health,SNF,NULL,NULL,122,155651,Established,TLC Management,FRANKLIN,Indiana,46131,113,0,0,0,0,16,0
6516 JOHNSON POND RD,TerraBella of Fuquay Varina,AL/MC,NULL,NULL,57,NULL,Established,SENIOR LIFESTYLE,Fuquay-Varina,North Carolina,27526,55,0,0,0,0,4,4
66 C MICHAEL DAVENPORT BLVD,The Lantern at Morning Pointe Frankfort,AL,NULL,NULL,32,NULL,Established,MORNING POINTE SENIOR LIVING,FRANKFORT,Kentucky,40601,24,0,0,0,0,1,0
66 SHELBY ST,Better Senior Living,AL,60,58,57,NULL,Established,ELDERCARE PARTNERS,cadiz,Kentucky,42211,55,0,0,0,0,10,0
668 WOOD RD,Heritage Care Home of Taylorsville,AL,34,32,20,NULL,Established,INDEPENDENT,Taylorsville,North Carolina,28681,20,0,0,0,0,0,0
6690 LIBERATION WAY,Otterbein New Albany,SNF,60,50,28,366424,Established,OTTERBEIN SENIOR LIFE,New Albany,Ohio,43054,27,0,0,0,0,0,0
67 MOUNTAINBROOK RD,Chunn's Cove,AL,60,48,32,NULL,Established,"CHUNN'S COVE OF ASHEVILLE, LLC",Asheville,North Carolina,28805,26,0,0,0,0,8,1
67 MOUNTAINBROOK RD,Chunn's Cove,AL,60,48,0,NULL,Established,"CHUNN'S COVE OF ASHEVILLE, LLC",Asheville,North Carolina,28805,0,0,0,0,0,0,0
6723 S ANTHONY BLVD,LLV - South Anthony - Homes/Clinic,AL,60,57,26,155586,Established,Lutheran Life Villages,Fort Wayne,Indiana,46816,23,23,0,0,0,0,0
6723 S ANTHONY BLVD,LLV - South Anthony ALF,AL/SNF,NULL,NULL,34,155586,Established,Lutheran Life Villages,Fort Wayne,Indiana,46816,27,0,0,0,0,4,0
6723 S ANTHONY BLVD,LLV - South Anthony SNF,AL/SNF,0,100,98,155586,Established,Lutheran Life Villages,Fort Wayne,Indiana,46816,79,0,0,0,0,17,0
6727 CONTRERAS RD,The Knolls of Oxford - ALF,AL,NULL,NULL,5,366282,Established,Maple Knoll Communities,OXFORD,Ohio,45056,4,0,0,0,0,0,0
6727 CONTRERAS RD,The Knolls of Oxford - SNF,SNF,NULL,NULL,35,366282,Established,Maple Knoll Communities,OXFORD,Ohio,45056,34,0,0,0,0,0,0
6781 OLD US HIGHWAY 52,Grayson Creek Assisted Living,AL,NULL,NULL,50,NULL,Established,SOUTHLAND ASSISTED LIVING SERVICES,Lexington,North Carolina,27295,50,0,0,0,0,10,0
68 C MICHAEL DAVENPORT BLVD,Morning Pointe of Frankfort,AL,NULL,NULL,32,NULL,Established,MORNING POINTE SENIOR LIVING,FRANKFORT,Kentucky,40601,21,0,0,0,0,1,0
690 S STATE ST,Compass Park Indiana Masonic Home,SNF,NULL,NULL,91,155593,Established,MASONIC HOMES,FRANKLIN,Indiana,46131,90,0,0,0,0,0,0
6910 WILLIAMSON RD,NORTH ROANOKE ALF,AL,NULL,NULL,136,NULL,Established,Friendship,ROANOKE,Virginia,24019,114,0,0,0,0,0,0
6922 OHIO AVE,Fountain View,SNFMD,NULL,NULL,74,365476,Established,Saber Healthcare Group,CINCINNATI,Ohio,45236,60,0,0,0,0,15,0
6969 GLENMEADOW LN,Harmony Court Rehab & Nursing,SNF,120,107,103,366220,Established,Blue Central Group,Cincinnati,Ohio,45237,102,0,0,0,0,0,0
6996 US-421,Silver Memories,SNF,NULL,NULL,27,155847,Established,PRIORITY,VERSAILLES,Indiana,0,27,0,0,0,0,5,0
700 JOHNSON RIDGE RD,CHATHAM NURSING & REHAB-ALF (NC),AL,NULL,NULL,13,345095,Established,Century Care,ELKIN,North Carolina,28621,12,0,0,0,0,3,0
700 JOHNSON RIDGE RD,CHATHAM NURSING & REHAB-SNF/NF (NC),SNFMD,NULL,NULL,102,345095,Established,Century Care,ELKIN,North Carolina,28621,90,0,0,0,0,36,0
700 MASON HEADLEY RD,Lexington Country Place,SNF,NULL,NULL,39,185160,Established,PHOENIX SENIOR LIVING,Lexington,Kentucky,40504,39,0,0,0,0,0,0
700 MT OLIVE DR,Rolling Ridge Assisted Living,AL,60,42,34,NULL,Established,ALG,Newton Grove,North Carolina,28366,21,0,0,0,0,10,0
700 RANDOLPH ST,Radford Health and Rehab Center,SNF,NULL,NULL,106,495355,Established,Commonwealth Senior Living,RADFORD,Virginia,24141,92,0,0,0,0,0,0
701 HENRY ST,Majestic Care of North Vernon,SNFMD,120,100,96,155665,Established,MAJESTIC CARE,North Vernon,Indiana,47265,83,0,0,0,0,33,0
701 SKYLINE DR,Metcalfe Health Care Center AL,AL,0,0,1,185217,Established,TOPAZ HEALTHCARE,Edmonton,Kentucky,42129,1,0,0,0,0,0,0
701 SKYLINE DR,Metcalfe Health Care Center SNF,SNFMD,NULL,NULL,75,185217,Established,INDEPENDENT,EDMONTON,Kentucky,42129,71,0,0,0,0,24,0
703 ELIZABETH ST,Tabor Commons Assisted Living,AL,NULL,NULL,61,NULL,Established,C.A.R.E.,Tabor City,North Carolina,28463,44,0,0,0,0,10,0
703 S WALNUT ST,Greenbrier LTC Inc.,AL,NULL,NULL,50,NULL,Established,ALG,Fairmont,North Carolina,28340,35,0,0,0,0,11,0
704 POORS FORD RD,Oakland Living Center,AL,40,33,15,NULL,Established,INDEPENDENT,Rutherfordton,North Carolina,28139,15,0,0,0,0,0,0
705 CLEARVIEW DR,Berkshire Health & Rehabilitation Center,SNF,NULL,NULL,283,495293,Established,MFA,VINTON,Virginia,24179,231,0,0,0,0,1,0
705 FULTON ST,Shelby Skilled Nursing & Rehab,SNFMD,NULL,NULL,45,365297,Established,JAG,Sidney,Ohio,45365,41,0,0,0,0,6,0
705 N MERIDIAN ST,Century Villa Health,AL/SNF,168,75,86,155510,Established,GREENTOWN VOLUNTEER FIRE COMPANY,GREENTOWN,Indiana,46936,69,0,0,0,0,11,0
"7055 HIGH MILL AVE NW, CANAL FULTON, OH 44614",The Pavilion at Canal Fulton,SNF,60,50,27,366271,Established,Pavilion Healthcare,Canal Fulton,Ohio,44614,26,0,0,0,0,0,0
706 N MAGNOLIA ST,Signature Healthcare of Monroe County,SNF,NULL,NULL,59,185168,Established,SIGNATURE HEALTH,TOMPKINSVILLE,Kentucky,42167,57,0,0,0,0,0,0
707 S JACKSON PARK DR,Seymour Crossing,SNF,115,109,34,NULL,Established,AMERICAN SENIOR COMMUNITIES,Seymour,Indiana,47274,0,0,0,0,0,0,0
708 BARTLEY AVE,Signature Healthcare of Colonial,SNFMD,65,52,62,185342,Established,SIGNATURE HEALTH,Bardstown,Kentucky,40004,0,0,0,0,0,0,0
709 MEADOWOOD ST,Heritage Greens - The Arboretum,AL,NULL,NULL,43,NULL,Established,KISCO SENIOR LIVING,Greensboro,North Carolina,27409,40,0,0,0,0,2,0
709 MEADOWOOD ST,Heritage Greens IN,IL,NULL,0,23,NULL,Established,Kisco Senior Living,Greensboro,North Carolina,27409,21,22,0,0,0,0,1
709 RIVER RIDGE RD,"PineCrest Assisted Living Facility, LLC",AL,54,36,45,NULL,Established,Sagora Senior Living,Danville,Virginia,24541,38,0,0,0,0,8,0
710 HIGHWAY 15 401 BYP W,Bennettsville Health and Rehab,SNF,110,107,59,425118,Established,INDEPENDENT,Bennettsville,South Carolina,29512,50,0,0,0,0,0,0
7102 IN-158,1019 Belles Place - Bedford,AL,37,27,23,NULL,Established,1019 Healthcare,Bedford,Indiana,47421,22,0,0,0,0,0,0
711 FRANKFORT RD,Maple Grove Senior Living ALF,AL,117,79,16,NULL,Established,MASONIC HOMES OF KENTUCKY INC,Shelbyville,Kentucky,40065,15,0,0,0,0,2,0
711 FRANKFORT RD,Maple Grove Senior Living,SNFMD,117,79,89,185378,Established,MASONIC HOMES OF KENTUCKY INC,Shelbyville,Kentucky,40065,78,0,0,0,0,18,0
711 W ATKINS ST,Riverwood,AL,NULL,NULL,41,NULL,Established,CCH HEALTHCARE,Dobson,North Carolina,27017,22,0,0,0,0,1,0
712 W 2ND ST,Todd Dickey,SNF,62,56,41,155368,Established,American Senior Communities,LEAVENWORTH,Indiana,47137,40,0,0,0,0,0,0
7120 PORT SYLVANIA DR,Arbors at Sylvania,SNF,NULL,NULL,18,366060,Established,ARBORS,Toledo,Ohio,43617,18,0,0,0,0,0,0
7133 MEADOW TRL,Brownsburg Meadows Assisted Living,AL,124,90,12,NULL,Established,AMERICAN SENIOR COMMUNITIES,Brownsburg,Indiana,46112,7,0,0,0,0,0,0
7143 US HIGHWAY 23,Pavilion at Piketon,SNFMD,NULL,NULL,81,365446,Established,PIKETON,Piketon,Ohio,45661,78,0,0,0,0,29,0
7166 JORDAN RD,Ramseur Rehabilitation and Health Care Center,SNF,NULL,0,54,345523,Established,YAD,RAMSEUR,North Carolina,27316,51,0,0,0,0,1,0
721 DR MLK WAY,Rosewood Assisted Living,AL,NULL,NULL,33,NULL,Established,INDEPENDENT,Gastonia,North Carolina,28052,22,0,0,0,0,0,0
722 S DARGAN ST,Southland Healthcare Center,SNF,88,81,38,155484,Established,INDEPENDENT,Florence,South Carolina,29506,32,0,0,0,0,0,0
"7220 MUIRFIELD DR, DUBLIN, OH 43017",Brookdale Muirfield,AL,86,73,9,NULL,Established,Brookdale Senior Living,Dublin,Ohio,43017,3,0,0,0,0,0,0
7235 RIVERWALK WAY N,Crossing at Noblesville,AL,NULL,NULL,65,NULL,Established,FIVE STAR RESIDENCES,NOBLESVILLE,Indiana,46062,49,0,0,0,0,1,0
725 W 50TH ST,Cedar Hurst Living of Marion,AL,NULL,NULL,16,NULL,Established,CEDARHURST SENOR LIVING,MARION,Indiana,46953,15,0,0,0,0,2,0
727 EIGHTH ST,Portsmouth Health and Rehab,SNF,95,90,77,365643,Established,Pavilion Healthcare,Portsmouth,Ohio,45662,76,0,0,0,0,42,0
73 PIEDMONT DR,Letcher Manor,SNF,NULL,NULL,68,185200,Established,Bluegrass/Encore,WHITESBURG,Kentucky,41858,53,0,0,0,0,0,0
7300 MCEWEN RD,Centerville Health and Rehab,SNFMD,120,100,83,365764,Established,Pavilion Healthcare,Dayton,Ohio,45459,74,0,0,0,0,26,0
7300 WOODSPOINT DR,Belmont Terrace Nursing and Rehabilitation Center,SNF,120,100,104,NULL,Established,BHP/Encore,Florence,Kentucky,41042,102,0,0,0,0,0,0
733 PLANTATION ESTATES DR,Matthews Glen,SNF,NULL,NULL,23,345326,Established,ACTS RETIREMENT COMMUNITY,Matthews,North Carolina,28105,22,0,0,0,0,0,0
7369 HUNTER HILL RD,Carrolton of Nash,SNF,141,110,81,345279,Established,CARROLTON FACILTY MANAGEMENT,Rocky Mount,North Carolina,27804,76,0,0,0,0,6,0
74 LOTUS LN,Hendersons Assisted Living,AL,NULL,NULL,17,NULL,Established,INDEPENDENT,Hendersonville,North Carolina,28792,13,0,0,0,0,8,16
740 CANONBY RD,Scioto Pointe,SNFMD,NULL,NULL,97,366313,Established,INDEPENDENT,Columbus,Ohio,43223,62,0,0,0,0,21,0
7415 LIBERTY WOODS LN,Centerville Place Assisted Living,AL,78,74,59,NULL,Established,Pavilion Healthcare,Dayton,Ohio,45459,56,0,0,0,0,6,0
7440 N CR 825 E,Miller's - Hope,SNF,75,52,39,155579,Established,MILLERS MERRY MANOR,HOPE,Indiana,47246,31,0,0,0,0,5,0
7449 FAIR OAKS DR,Trinity Elms SNF,SNFMD,100,87,95,345565,Established,Lutheran Services Carolina,Clemmons,North Carolina,27012,78,1,0,0,0,3,0
7486 LEE HWY,COMMONWEALTH-RADFORD ALF,AL,NULL,NULL,56,NULL,Established,MCAP,RADFORD,Virginia,24141,17,0,0,0,0,11,0
75 MOTE DR,Miami Cov SNF,SNFMD,95,55,57,365483,Established,CHARTER SENIOR LIVING,Covington,Ohio,45318,46,0,0,0,0,11,0
75 S MILFORD DR,Morning Pointe of Franklin,AL,NULL,NULL,22,NULL,Established,MORNING POINTE SENIOR LIVING,FRANKLIN,Indiana,46131,22,0,0,0,0,0,0
750 SE CARY PKWY,Waltonwood Cary IN,AL/MC/IL,85,42,55,NULL,Established,SINGH,Cary,North Carolina,27511,52,54,0,0,0,8,0
750 SE CARY PKWY,Waltonwood Cary AL,AL/MC/IL,NULL,NULL,27,NULL,Established,SINGH,Cary,North Carolina,27511,22,0,0,0,0,7,21
750 SE CARY PKWY,Waltonwood Cary MC,AL/MC/IL,85,42,13,NULL,Established,SINGH,Cary,North Carolina,27511,10,0,0,0,0,0,9
751 E TAMARACK TRL,Jill's House,AL,40,18,15,NULL,Established,INDEPENDENT,BLOOMINGTON,Indiana,47408,12,0,0,0,0,0,0
752 E CENTER AVE,Crestview Health & Rehabilitation,SNF,NULL,NULL,47,345179,Established,ACCORDIUS HEALTH LLC/PORTOPICCOLO GROUP,MOORESVILLE,North Carolina,28115,27,0,0,0,0,0,46
7615 DALLAS CHERRYVILLE HWY,Peak Resources Cherryville Rest Home/ALF,AL,NULL,0,50,345395,Established,Peak Resources,CHERRYVILLE,North Carolina,28021,50,0,0,0,0,3,0
7615 DALLAS CHERRYVILLE HWY,Peak Resources Cherryville,AL/SNF MD,NULL,NULL,67,345395,Established,PEAK RESOURCES,CHERRYVILLE,North Carolina,28021,63,0,0,0,0,20,0
762 DAN JONES RD,Countryside Meadows,SNF,171,140,49,155792,Established,AMERICAN SENIOR COMMUNITIES,Avon,Indiana,46123,0,0,0,0,0,0,0
765 OLD WAYNESBURG RD,Waynesburg Rest Home,AL,29,28,27,NULL,Established,Saber Healthcare Group,Waynesburg,Kentucky,40489,27,0,0,0,0,5,0
"7665 EWING BLVD, FLORENCE, KY 41042",Magnolia Springs Florence,AL,82,60,11,NULL,Established,Sinceri Senior Living,Florence,Kentucky,41042,11,0,0,0,0,0,0
"774 LIBERTY RD, W LIBERTY, KY 41472",West Liberty Nursing and Rehabilitation,SNF,50,46,48,185274,Established,Majestic Care,West Liberty,Kentucky,41472,45,0,0,0,0,5,0
7745 LITTLE AVE,TerraBella Little Avenue,AL/MC,62,40,31,NULL,Established,TerraBella / Discovery Senior Living,Charlotte,North Carolina,28226,31,0,0,0,0,0,0
776 N UNION ST,Maple Park Village,SNF,106,80,30,155199,Established,AMERICAN SENIOR COMMUNITIES,Westfield,Indiana,46074,0,0,0,0,0,0,0
779 GLENDALE MILFORD RD,Glendale Place Nursing & Rehab,SNF,NULL,NULL,59,366327,Established,CARING PLACE HEALTHCARE,CINCINNATI,Ohio,45215,55,0,0,0,0,0,0
780 DICKINSON RD,Addison Pointe Health & Rehab Center,SNF,NULL,NULL,48,155805,Established,TLC Management,CHESTERTON,Indiana,46304,37,0,0,0,0,18,0
7823 OLD HWY 60,Sellersburg,SNF,NULL,NULL,60,155659,Established,Communicare,SELLERSBURG,Indiana,47172,23,0,0,0,0,0,0
787 N DETROIT ST,Waters of LaGrange,SNFMD,NULL,NULL,83,155118,Established,INFINITY HEALTHCARE CONSULTING,LAGRANGE,Indiana,46761,77,0,0,0,0,22,0
7870 CHAPEL HILL RD,Brookdale Cary,MC,NULL,NULL,38,NULL,Established,BROOKDALE SENIOR LIVING,Cary,North Carolina,27513,34,0,0,0,0,7,0
791 BOONE STATION DR,Liberty Commons Nursing and Rehab of Alamance,SNFMD,NULL,NULL,133,345496,Established,Liberty,Burlington,North Carolina,27215,81,0,0,0,0,29,0
8005 US-60,Heartland Villa Center,SNF,NULL,NULL,43,185399,Established,Bluegrass/Encore,LEWISPORT,Kentucky,42351,41,0,0,0,0,6,0
801 DIXIE TRL,Morningside of Raleigh,AL/MC,91,60,65,NULL,Established,NAVION,Raleigh,North Carolina,27607,57,0,0,0,0,3,56
801 IN-57,Prairie Village Nursing & Rehab,SNF,65,60,17,NULL,Established,AMERICAN SENIOR COMMUNITIES,Washington,Indiana,47501,0,0,0,0,0,0,0
803 MEADOWOOD ST,Heritage Greens - Vera Springs,AL,NULL,NULL,34,NULL,Established,KISCO SENIOR LIVING,Greensboro,North Carolina,27409,33,0,0,0,0,4,0
803 S MAIN ST,Woodstock Valley Health and Rehab,SNFMD,88,78,71,495315,Established,Avardis,Woodstock,Virginia,22664,64,0,0,0,0,23,0
804 S LONG DR,PruittHealth - Rockingham,SNF,NULL,NULL,58,345378,Established,PRUITT HEALTH,Rockingham,North Carolina,28379,44,0,0,0,0,0,0
806 S BUCKEYE ST,Manderley Health Care Center,SNF,NULL,NULL,55,155728,Established,PRIORITY,OSGOOD,Indiana,47037,54,0,0,0,0,15,0
809 W CHATHAM ST,The Blair,AL,80,20,31,NULL,Established,ALG,Cary,North Carolina,27511,29,0,0,0,0,10,0
809 W FREEMAN ST,Clinton House Rehab & HCC,SNF,NULL,NULL,70,155295,Established,HENRY COUNTY MEMORIAL HOSPITAL,FRANKFORT,Indiana,46041,56,0,0,0,0,15,0
813 S MAIN ST,Edmonson Center,SNF,75,71,47,185401,Established,Bluegrass/Encore,Brownsville,Kentucky,42210,43,0,0,0,0,0,0
814 OLD EKRON RD,Brandenburg Nursing and Rehabilitation,SNF,NULL,NULL,5,NULL,Established,TOPAZ HEALTHCARE,BRANDENBURG,Kentucky,40108,0,0,0,0,0,0,0
8140 TOWNSHIP LINE RD,Marquette Manor  MC,AL,40,40,20,155198,Established,Lifecare,Indianapolis,Indiana,46260,19,0,0,0,0,0,0
8140 TOWNSHIP LINE RD,Marquette Manor ALF,AL,NULL,NULL,34,155198,Established,Lifecare,Indianapolis,Indiana,46260,26,0,0,0,0,1,0
8140 TOWNSHIP LINE RD,Marquette Manor IL,IL,40,40,84,155198,Established,Lifecare,Indianapolis,Indiana,46260,78,74,0,0,0,0,0
8140 TOWNSHIP LINE RD,Marquette Manor SNF,SNF,NULL,NULL,75,155198,Established,Lifecare,Indianapolis,Indiana,46260,65,0,0,0,0,13,0
815 WASHINGTON ST,Waters of Rockport,SNF,NULL,NULL,21,155274,Established,INFINITY HEALTHCARE CONSULTING,ROCKPORT,Indiana,47635,19,0,0,0,0,0,0
8181 HARCOURT RD,Harcourt Terrace Nursing and Rehabilitation,AL,110,80,32,155149,Established,AMERICAN SENIOR COMMUNITIES,Indianapolis,Indiana,46260,0,0,0,0,0,0,0
820 E CENTER ST,Continental Manor,SNF,NULL,NULL,36,365592,Established,LUXOR HEALTHCARE GROUP,BLANCHESTER,Ohio,45107,22,0,0,0,0,0,0
820 KLUMAC RD,Trinity Oaks Health and Rehab Skilled Nursing,SNFMD,115 ; 12,108,124,155586,Established,Lutheran Services Carolinas,Salisbury,North Carolina,28144,113,0,0,0,0,8,0
820 KLUMAC RD,Trinity Oaks Retirement Assisted Living,SNFMD,115 ; 12,108,37,155586,Established,Lutheran Services Carolinas,Salisbury,North Carolina,28144,37,0,0,0,0,1,0
8201 W WASHINGTON ST,Washington HCC,SNF,94,0,62,155383,Established,American Senior Communities,Indianapolis,Indiana,46231,43,0,0,0,0,0,0
824 N FOURTH ST,Scottsville Manor,AL,NULL,NULL,38,NULL,Established,HEALTH SYSTEMS OF KENTUCKY,Scottsville,Kentucky,42164,37,0,0,0,0,4,0
827 W 13TH ST,Life Care - Rochester,SNFMD,141,55,47,155379,Established,Lifecare,ROCHESTER,Indiana,46975,44,0,0,0,0,6,0
