excel_row,facility,corporate_name,address,city,state,source_type,ownership_type,do_we_serve,beds,census,pattern_tags
127,GALLERIA WOODS SKILLED NURSING FACILITY,"HEALTHPEAK PROPERTIES, INC.",3850 GALLERIA WOODS DRIVE,BIRMINGHAM,AL,SNF,Corporate,No,30,26,PROPERTIES
280,COTTAGE LANE HEALTH AND REHAB OF LITTLE ROCK,BIG ROCK SNF HOLDINGS,800 BROOKSIDE DRIVE,LITTLE ROCK,AR,SNF,Corporate,No,143,84.8,HOLDINGS
296,DIERKS HEALTH AND REHAB OF DIERKS,BIG ROCK SNF HOLDINGS,402 S ARKANSAS AVENUE,DIERKS,AR,SNF,Corporate,No,70,57.7,HOLDINGS
345,NASHVILLE NURSING AND REHAB SERVICES OF ARKANSAS,BIG ROCK SNF HOLDINGS,810 NORTH 8TH ST,NASHVILLE,AR,SNF,Corporate,No,70,42.5,HOLDINGS
405,THE BLOSSOMS AT PRESCOTT REHAB & NURSING CENTER,BIG ROCK SNF HOLDINGS,700 MANOR RD,PRESCOTT,AR,SNF,Corporate,No,45,36,HOLDINGS
408,THE BLOSSOMS AT STAR CITY REHAB & NURSING CENTER,BIG ROCK SNF HOLDINGS,702 N DREW ST,STAR CITY,AR,SNF,Corporate,No,95,76.2,HOLDINGS
445,THE SPRINGS OF RED OAK,BIG ROCK SNF HOLDINGS,260 LAKEPARK DRIVE,HOT SPRINGS,AR,SNF,Corporate,No,80,58.7,HOLDINGS
447,THE SPRINGS OF WALDRON,BIG ROCK SNF HOLDINGS,1369 WEST 6TH STREET,WALDRON,AR,SNF,Corporate,No,75,70.8,HOLDINGS
457,VILLAGE SPRINGS HEALTH AND REHAB OF HOT SPRINGS,BIG ROCK SNF HOLDINGS,1208 NORTH HIGHWAY 7,HOT SPRINGS,AR,SNF,Corporate,No,101,97.2,HOLDINGS
725,BOULDER CREEK POST ACUTE,MADISON CREEK PARTNERS,12696 MONTE VISTA ROAD,POWAY,CA,SNF,Corporate,No,149,137.7,PARTNERS
772,CASA COLOMA HEALTH CARE CENTER,"BVHC, LLC",10410 COLOMA RD,RANCHO CORDOVA,CA,SNF,Corporate,No,138,130,SHORT_LLC
780,CEDAR MOUNTAIN POST ACUTE,MADISON CREEK PARTNERS,11970 4TH STREET,YUCAIPA,CA,SNF,Corporate,No,99,93.1,PARTNERS
843,COUNTRY MANOR HEALTHCARE,CHARIS TRUST DTD 12/22/16,11723 FENTON AVENUE,LAKE VIEW TERRACE,CA,SNF,Corporate,No,99,89.9,TRUST
883,"DESERT CANYON POST ACUTE, LLC","ABBY GL, LLC",1642 WEST AVENUE J,LANCASTER,CA,SNF,Corporate,No,99,88.2,SHORT_LLC
892,DINUBA HEALTHCARE,MADISON CREEK PARTNERS,1730 SOUTH COLLEGE AVE,DINUBA,CA,SNF,Corporate,No,97,89.9,PARTNERS
893,DOUBLE TREE POST ACUTE CARE CENTER,"BVHC, LLC",7400 24TH STREET,SACRAMENTO,CA,SNF,Corporate,No,122,106.9,SHORT_LLC
938,FOREST HILL MANOR HEALTH CENTER,"BVHC, LLC",551 GIBSON AVENUE,PACIFIC GROVE,CA,SNF,Corporate,No,26,23.4,SHORT_LLC
952,"FULTON GARDENS POST ACUTE, LLC","ABBY GL, LLC",537 E FULTON STREET,STOCKTON,CA,SNF,Corporate,No,116,106.5,SHORT_LLC
1019,HARBOR POST ACUTE CARE CENTER,CHARIS TRUST DTD 12/22/16,21521 S VERMONT AVENUE,TORRANCE,CA,SNF,Corporate,No,127,113,TRUST
1023,HAVEN POST ACUTE,"BVHC, LLC",1311 EAST DATE STREET,SAN BERNARDINO,CA,SNF,Corporate,No,99,94.2,SHORT_LLC
1035,HEARTWOOD AVENUE HEALTHCARE,"BVHC, LLC",1044 HEARTWOOD AVE,VALLEJO,CA,SNF,Corporate,No,60,53.6,SHORT_LLC
1043,HERITAGE REHABILITATION CENTER,CHARIS TRUST DTD 12/22/16,21414 S VERMONT AVENUE,TORRANCE,CA,SNF,Corporate,No,161,135.4,TRUST
1087,KATHERINE HEALTHCARE,"BVHC, LLC",315 ALAMEDA AVENUE,SALINAS,CA,SNF,Corporate,No,51,42.8,SHORT_LLC
1161,MADISON GROVE POST ACUTE,MADISON CREEK PARTNERS,1618 LAUREL AVENUE,REDLANDS,CA,SNF,Corporate,No,243,230.8,PARTNERS
1300,PACIFIC GROVE HEALTHCARE CENTER,"BVHC, LLC",200 LIGHTHOUSE AVENUE,PACIFIC GROVE,CA,SNF,Corporate,No,51,47.8,SHORT_LLC
1331,PARKWAY HILLS NURSING & REHABILITATION,MADISON CREEK PARTNERS,7760 PARKWAY DRIVE,LA MESA,CA,SNF,Corporate,No,60,55.3,PARTNERS
1394,RIVER BEND NURSING CENTER,"BVHC, LLC",2215 OAKMONT WAY,WEST SACRAMENTO,CA,SNF,Corporate,No,99,92,SHORT_LLC
1404,RIVERSIDE VILLAGE HEALTHCARE CENTER,"BVHC, LLC",17040 ARNOLD DR,RIVERSIDE,CA,SNF,Corporate,No,59,56.4,SHORT_LLC
1437,SAN JACINTO VALLEY POST ACUTE,CHARIS TRUST DTD 12/22/16,275 NORTH SAN JACINTO STREET,HEMET,CA,SNF,Corporate,No,99,93.3,TRUST
1490,SIERRA VALLEY REHAB CENTER,CHARIS TRUST DTD 12/22/16,301 WEST PUTNAM,PORTERVILLE,CA,SNF,Corporate,No,139,121.7,TRUST
1500,SOCAL POST-ACUTE CARE,"BVHC, LLC",7931 S SORENSON AVE,WHITTIER,CA,SNF,Corporate,No,59,56.3,SHORT_LLC
1514,SPRINGS ROAD HEALTHCARE,"BVHC, LLC",1527 SPRINGS ROAD,VALLEJO,CA,SNF,Corporate,No,65,60.3,SHORT_LLC
1515,ST ANDREWS,CHARIS TRUST DTD 12/22/16,2300 W WASHINGTON BLVD,LOS ANGELES,CA,SNF,Corporate,No,59,53.4,TRUST
1565,"THE CARE CENTER ON HAZELTINE, LLC","ABBY GL, LLC",6835 HAZELTINE AVE,VAN NUYS,CA,SNF,Corporate,No,58,52,SHORT_LLC
1569,THE ELLISON JOHN TRANSITIONAL CARE CENTER,"ABBY GL, LLC",43830 10TH STREET WEST,LANCASTER,CA,SNF,Corporate,No,170,151.9,SHORT_LLC
1570,THE GARDENS HEALTHCARE CENTER,"HEALTHPEAK PROPERTIES, INC.",17650 DEVONSHIRE STREET,NORTHRIDGE,CA,SNF,Corporate,No,45,44.4,PROPERTIES
1583,THE PAVILION AT SUNNY HILLS,"ABBY GL, LLC",2222 N HARBOR BLVD,FULLERTON,CA,SNF,Corporate,No,300,187.9,SHORT_LLC
1610,"THOUSAND OAKS POST ACUTE, LLC","ABBY GL, LLC",93 WEST AVENIDA DE LOS ARBOLES,THOUSAND OAKS,CA,SNF,Corporate,No,123,106,SHORT_LLC
1700,VISTA POST ACUTE,"BVHC, LLC",3269 D STREET,HAYWARD,CA,SNF,Corporate,No,71,67.1,SHORT_LLC
1701,VISTA REAL POST ACUTE,CHARIS TRUST DTD 12/22/16,1665 EAST EIGHTH STREET,BEAUMONT,CA,SNF,Corporate,No,57,54.3,TRUST
1779,BEAR CREEK SENIOR LIVING,S-H FORTY-NINE OPCO VENTURES,1685 S 21ST ST,COLORADO SPRINGS,CO,SNF,Corporate,No,45,40,OPCO
1843,"GARDENS, THE",MADISON CREEK PARTNERS,104 LOIS LN,COLORADO SPRINGS,CO,SNF,Corporate,No,45,41,PARTNERS
1844,GLENWOOD SPRINGS HEALTHCARE,MADISON CREEK PARTNERS,2305 BLAKE AVE,GLENWOOD SPRINGS,CO,SNF,Corporate,No,54,38.5,PARTNERS
1877,LAKEWOOD VILLA,MADISON CREEK PARTNERS,1625 SIMMS ST,LAKEWOOD,CO,SNF,Corporate,No,57,43.6,PARTNERS
1905,PAONIA CARE AND REHABILITATION CENTER,MADISON CREEK PARTNERS,1625 MEADOWBROOK BLVD,PAONIA,CO,SNF,Corporate,No,60,39.8,PARTNERS
1914,PIONEER HEALTH CARE CENTER,MADISON CREEK PARTNERS,900 S 12TH ST,ROCKY FORD,CO,SNF,Corporate,No,101,77.5,PARTNERS
1936,SILVER HEIGHTS SKILLED NURSING AND REHABILITATION,MADISON CREEK PARTNERS,4001 HOME ST,CASTLE ROCK,CO,SNF,Corporate,No,91,57.7,PARTNERS
1951,SUNDANCE SKILLED NURSING AND REHABILITATION,MADISON CREEK PARTNERS,2612 W CUCHARRAS ST,COLORADO SPRINGS,CO,SNF,Corporate,No,68,58.8,PARTNERS
2237,ADVANCED CARE CENTER,GOLD FL TRUST II,401 FAIRWOOD AVE,CLEARWATER,FL,SNF,Corporate,No,120,113.9,TRUST
2241,ALHAMBRA HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,7501 38TH AVE N,SAINT PETERSBURG,FL,SNF,Corporate,No,60,58.4,TRUST
2248,APOLLO HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,1000 24TH ST N,SAINT PETERSBURG,FL,SNF,Corporate,No,99,91.2,TRUST
2252,ARBOR TRAIL REHAB AND SKILLED NURSING CENTER,SOVEREIGN HEALTHCARE HOLDINGS,611 TURNER CAMP RD,INVERNESS,FL,SNF,Corporate,No,116,110.8,HOLDINGS
2273,ATLANTIC SHORES NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,4251 STACK BLVD,MELBOURNE,FL,SNF,Corporate,No,120,113.3,HOLDINGS
2334,BAYSHORE POINTE NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,3117 W GANDY BLVD,TAMPA,FL,SNF,Corporate,No,117,105,HOLDINGS
2335,BAYSIDE CARE CENTER,GOLD FL TRUST II,811 JACKSON ST N,SAINT PETERSBURG,FL,SNF,Corporate,No,92,85.7,TRUST
2361,BONIFAY NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,306 WEST BROCK AVENUE,BONIFAY,FL,SNF,Corporate,No,180,156.4,HOLDINGS
2362,BOULEVARD REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,2839 S SEACREST BLVD,BOYNTON BEACH,FL,SNF,Corporate,No,167,136.8,HOLDINGS
2363,BOYNTON BEACH REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,9600 LAWRENCE RD,BOYNTON BEACH,FL,SNF,Corporate,No,168,148,HOLDINGS
2364,BRADEN RIVER REHABILITATION CENTER LLC,SOVEREIGN HEALTHCARE HOLDINGS,2010 MANATEE AVE E,BRADENTON,FL,SNF,Corporate,No,208,151.4,HOLDINGS
2378,CARLTON SHORES HEALTHCARE AND REHABILITATION CENTE,GOLD FL TRUST II,1350 S NOVA RD,DAYTONA BEACH,FL,SNF,Corporate,No,118,23.9,TRUST
2400,CLUB HEALTHCARE AND REHABILITATION CENTER AT THE V,GOLD FL TRUST II,16529 SE 86TH BELLE MEADE CIRCLE,THE VILLAGES,FL,SNF,Corporate,No,68,64.5,TRUST
2414,COURTYARDS OF ORLANDO CARE CENTER AND REHAB,GOLD FL TRUST II,1900 MERCY DRIVE,ORLANDO,FL,SNF,Corporate,No,120,115.9,TRUST
2418,"CRESTVIEW REHABILITATION CENTER, LLC",SOVEREIGN HEALTHCARE HOLDINGS,1849 FIRST AVENUE EAST,CRESTVIEW,FL,SNF,Corporate,No,180,129.9,HOLDINGS
2421,CYPRESS CARE CENTER,GOLD FL TRUST II,490 S OLD WIRE RD,WILDWOOD,FL,SNF,Corporate,No,180,169,TRUST
2423,CYPRESS VILLAGE,"HEALTHPEAK PROPERTIES, INC.",4600 MIDDLETON PARK CIR E,JACKSONVILLE,FL,SNF,Corporate,No,100,82.6,PROPERTIES
2451,EXCEL CARE CENTER,GOLD FL TRUST II,2811 CAMPUS HILL DR,TAMPA,FL,SNF,Corporate,No,120,114.1,TRUST
2461,"FORT WALTON REHABILITATION CENTER, LLC",SOVEREIGN HEALTHCARE HOLDINGS,1 LBJ SR DRIVE,FORT WALTON BEACH,FL,SNF,Corporate,No,120,108.2,HOLDINGS
2465,FREEDOM POINTE HEALTH CENTER,"HEALTHPEAK PROPERTIES, INC.",1460 EL CAMINO REAL DRIVE,THE VILLAGES,FL,SNF,Corporate,No,72,69.2,PROPERTIES
2466,FREEDOM SQUARE HEALTH CARE CENTER,"HEALTHPEAK PROPERTIES, INC.",10801 JOHNSON BLVD,SEMINOLE,FL,SNF,Corporate,No,116,105.2,PROPERTIES
2469,"GANDY FL OPCO, LLC",PLAINVIEW HEALTHCARE PARTNERS,4610 S MANHATTAN AVE,TAMPA,FL,SNF,Corporate,No,160,145.2,PARTNERS
2473,GARDENS HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,1704 HUNTINGTON VILLAGE CIRCLE,DAYTONA BEACH,FL,SNF,Corporate,No,108,104,TRUST
2475,GATEWAY POST-ACUTE AND REHABILITATION CENTER,PLAINVIEW HEALTHCARE PARTNERS,8600 US HWY 19 N,PINELLAS PARK,FL,SNF,Corporate,No,120,107.3,PARTNERS
2484,GREENBRIAR HEALTHCARE REHABILITATION AND NURSING C,GOLD FL TRUST II,210 21ST AVE W,BRADENTON,FL,SNF,Corporate,No,79,73.6,TRUST
2486,GROVE HEALTHCARE AND REHABILITATION CENTER AND REH,GOLD FL TRUST II,124 W NORVELL BRYANT HWY,HERNANDO,FL,SNF,Corporate,No,120,115.4,TRUST
2491,GULF SHORE CARE CENTER,GOLD FL TRUST II,6767 86TH AVE N,PINELLAS PARK,FL,SNF,Corporate,No,120,113.1,TRUST
2499,HARBOUR HEALTH CENTER,"HEALTHPEAK PROPERTIES, INC.",23013 WESTCHESTER BLVD,PORT CHARLOTTE,FL,SNF,Corporate,No,104,90.6,PROPERTIES
2501,HARBOURWOOD POST-ACUTE AND REHABILITATION CENTER,PLAINVIEW HEALTHCARE PARTNERS,549 SKY HARBOR DR,CLEARWATER,FL,SNF,Corporate,No,120,113.9,PARTNERS
2521,HUNTERS CREEK NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,14155 TOWN LOOP BLVD,ORLANDO,FL,SNF,Corporate,No,116,108.3,HOLDINGS
2525,"INN AT FREEDOM VILLAGE, THE","HEALTHPEAK PROPERTIES, INC.",6410 21ST AVE W,BRADENTON,FL,SNF,Corporate,No,120,85.8,PROPERTIES
2528,ISLE HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,1125 FLEMING PLANTATION BLVD,ORANGE PARK,FL,SNF,Corporate,No,108,103.6,TRUST
2534,JACKSONVILLE NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,4134 DUNN AVENUE,JACKSONVILLE,FL,SNF,Corporate,No,163,150.1,HOLDINGS
2538,KENDALL LAKES HEALTHCARE AND REHAB CENTER,GOLD FL TRUST II,5280 SW 157 AVENUE,MIAMI,FL,SNF,Corporate,No,150,145.7,TRUST
2545,LADY LAKE SPECIALTY CARE CENTER AND REHAB,GOLD FL TRUST II,630 GRIFFIN AVENUE,LADY LAKE,FL,SNF,Corporate,No,145,139.3,TRUST
2555,LAKE PORT SQUARE HEALTH CENTER,"HEALTHPEAK PROPERTIES, INC.",701 LAKE PORT BLVD,LEESBURG,FL,SNF,Corporate,No,80,67.8,PROPERTIES
2557,LAKE WORTH REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,1201 12TH AVENUE SOUTH,LAKE WORTH,FL,SNF,Corporate,No,120,100.1,HOLDINGS
2559,LAKES OF CLERMONT HEALTH AND REHABILITATION CENTER,GOLD FL TRUST II,1775 HOOKS STREET,CLERMONT,FL,SNF,Corporate,No,80,76,TRUST
2563,LANIER REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,12740 LANIER ROAD,JACKSONVILLE,FL,SNF,Corporate,No,120,101.6,HOLDINGS
2565,LAURELLWOOD POST- ACUTE AND REHABILITATION CENTER,PLAINVIEW HEALTHCARE PARTNERS,3127 57TH AVE N,SAINT PETERSBURG,FL,SNF,Corporate,No,60,49.8,PARTNERS
2569,LEHIGH ACRES HEALTHCARE & REHAB CENTER,GOLD FL TRUST II,1550 LEE BOULEVARD,LEHIGH ACRES,FL,SNF,Corporate,No,128,115.4,TRUST
2570,LEXINGTON HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,6300 46TH AVE N,SAINT PETERSBURG,FL,SNF,Corporate,No,159,153.7,TRUST
2598,MACCLENNY NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,755 S 5TH ST,MACCLENNY,FL,SNF,Corporate,No,120,106.8,HOLDINGS
2600,MADISON POINTE CARE CENTER,GOLD FL TRUST II,6020 INDIANA AVE,NEW PORT RICHEY,FL,SNF,Corporate,No,119,113.3,TRUST
2614,MEDICANA NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,1710 LAKE WORTH ROAD,LAKE WORTH,FL,SNF,Corporate,No,116,83.2,HOLDINGS
2618,METRO WEST NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,5900 WESTGATE DRIVE,ORLANDO,FL,SNF,Corporate,No,120,115.3,HOLDINGS
2626,MOULTRIE CREEK NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,200 MARINER HEALTH WAY,SAINT AUGUSTINE,FL,SNF,Corporate,No,120,109.8,HOLDINGS
2629,NORTH BEACH HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,2201 NE 170TH STREET,NORTH MIAMI BEACH,FL,SNF,Corporate,No,99,92.5,TRUST
2632,NORTH HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,1301 16TH ST N,SAINT PETERSBURG,FL,SNF,Corporate,No,45,42.7,TRUST
2633,NORTH LAKE CARE CENTER AND REHAB,GOLD FL TRUST II,750 BAYBERRY DRIVE,LAKE PARK,FL,SNF,Corporate,No,85,81.2,TRUST
2636,NORTHDALE REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,3030 BEARSS AVE,TAMPA,FL,SNF,Corporate,No,120,114.8,HOLDINGS
2658,OCALA OAKS REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,3930 E SILVER SPRINGS BLVD,OCALA,FL,SNF,Corporate,No,120,111.9,HOLDINGS
2661,ORANGE CITY NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,2810 ENTERPRISE RD,DEBARY,FL,SNF,Corporate,No,120,111.8,HOLDINGS
2671,PALM CITY NURSING & REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,2505 SW MARTIN HWY,PALM CITY,FL,SNF,Corporate,No,120,113.3,HOLDINGS
2686,PALMETTO CARE CENTER AND REHAB,GOLD FL TRUST II,6750 WEST 22ND COURT,HIALEAH,FL,SNF,Corporate,No,90,86.9,TRUST
2689,PALMS CARE CENTER AND REHAB,GOLD FL TRUST II,3370 NW 47TH TERRACE,LAUDERDALE LAKES,FL,SNF,Corporate,No,120,116.1,TRUST
2690,PARK MEADOWS HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,3250 SW 41ST PLACE,GAINESVILLE,FL,SNF,Corporate,No,148,141.7,TRUST
2694,PARKVIEW REHABILITATION CENTER AT WINTER PARK,SOVEREIGN HEALTHCARE HOLDINGS,2075 LOCH LOMOND DRIVE,WINTER PARK,FL,SNF,Corporate,No,138,109.4,HOLDINGS
2702,"PINELLAS PARK FL OPCO, LLC",PLAINVIEW HEALTHCARE PARTNERS,8701 49TH ST N,PINELLAS PARK,FL,SNF,Corporate,No,120,101.8,PARTNERS
2703,PINELLAS POINT NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,5601 31ST ST S,SAINT PETERSBURG,FL,SNF,Corporate,No,60,53,HOLDINGS
2707,PLAZA HEALTH AND REHAB,GOLD FL TRUST II,4842 SW ARCHER ROAD,GAINESVILLE,FL,SNF,Corporate,No,180,173.3,TRUST
2708,PLAZA WEST,"HEALTHPEAK PROPERTIES, INC.",912 AMERICAN EAGLE BLVD,SUN CITY CENTER,FL,SNF,Corporate,No,113,99.6,PROPERTIES
2712,"PONCE THERAPY CARE CENTER AND REHAB, THE",GOLD FL TRUST II,1999 OLD MOULTRIE ROAD,SAINT AUGUSTINE,FL,SNF,Corporate,No,120,113.8,TRUST
2714,PORT ORANGE NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,5600 VICTORIA GARDENS BLVD,PORT ORANGE,FL,SNF,Corporate,No,120,110.9,HOLDINGS
2726,REGENCY OAKS HEALTH CENTER,"HEALTHPEAK PROPERTIES, INC.",2770 REGENCY OAKS BLVD,CLEARWATER,FL,SNF,Corporate,No,60,55.6,PROPERTIES
2736,RIDGECREST HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,1200 NORTH STONE STREET,DELAND,FL,SNF,Corporate,No,146,136.9,TRUST
2739,RIVER VALLEY REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,17884 NE CROZIER ST,BLOUNTSTOWN,FL,SNF,Corporate,No,150,124,HOLDINGS
2746,RIVIERA PALMS REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,926 HABEN BLVD,PALMETTO,FL,SNF,Corporate,No,120,110.2,HOLDINGS
2747,ROCKLEDGE HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,587 BARTON BLVD,ROCKLEDGE,FL,SNF,Corporate,No,107,101.5,TRUST
2751,ROYAL OAKS NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,2225 KNOX MCRAE DR,TITUSVILLE,FL,SNF,Corporate,No,120,115.2,HOLDINGS
2761,SARASOTA POINT REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,2600 COURTLAND STREET,SARASOTA,FL,SNF,Corporate,No,120,95.5,HOLDINGS
2771,SHORE ACRES CARE CENTER AND REHAB,GOLD FL TRUST II,4500 INDIANAPOLIS ST NE,SAINT PETERSBURG,FL,SNF,Corporate,No,109,87.2,TRUST
2799,SOUTH CAMPUS CARE CENTER AND REHAB,GOLD FL TRUST II,715 E DIXIE AVE,LEESBURG,FL,SNF,Corporate,No,120,114.4,TRUST
2814,ST. ANDREW POST-ACUTE REHABILITATION CENTER,PLAINVIEW HEALTHCARE PARTNERS,16702 NORTH DALE MABRY HWY,TAMPA,FL,SNF,Corporate,No,45,39.5,PARTNERS
2822,SUNSET LAKE HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,832 SUNSET LAKE BOULEVARD,VENICE,FL,SNF,Corporate,No,120,68.1,TRUST
2833,TERRACE HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,7207 SW 24TH AVE,GAINESVILLE,FL,SNF,Corporate,No,138,130.1,TRUST
2838,TERRACES OF LAKE WORTH CARE CENTER AND REHAB,GOLD FL TRUST II,1711 6TH AVENUE SOUTH,LAKE WORTH,FL,SNF,Corporate,No,91,90.7,TRUST
2845,THE LODGE HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,635 SE 17TH STREET,OCALA,FL,SNF,Corporate,No,99,94.1,TRUST
2851,TIFFANY HALL NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,1800 SE HILLMOOR DRIVE,PORT SAINT LUCIE,FL,SNF,Corporate,No,120,108.2,HOLDINGS
2857,TUSKAWILLA NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,1024 WILLA SPRINGS DR,WINTER SPRINGS,FL,SNF,Corporate,No,98,89.7,HOLDINGS
2858,UNITY HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,1404 NW 22ND STREET,MIAMI,FL,SNF,Corporate,No,294,259.9,TRUST
2871,VIERA HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,8050 SPYGLASS HILL RD,VIERA,FL,SNF,Corporate,No,114,109.6,TRUST
2872,VILLA HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,120 CHIPOLA AVE,DELAND,FL,SNF,Corporate,No,120,114.9,TRUST
2877,VILLAGE PLACE HEALTHCARE AND REHABILITATION CENTER,GOLD FL TRUST II,2370 HARBOR BLVD,PORT CHARLOTTE,FL,SNF,Corporate,No,104,99,TRUST
2878,"VILLAGES HEALTHCARE AND REHABILITATION CENTER, THE",GOLD FL TRUST II,900 HIGHWAY 466,LADY LAKE,FL,SNF,Corporate,No,120,118,TRUST
2912,WILLISTON CARE CENTER AND REHAB,GOLD FL TRUST II,300 NW 1ST AVE,WILLISTON,FL,SNF,Corporate,No,120,111.4,TRUST
2917,WILTON MANORS HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,2675 N ANDREWS AVE,WILTON MANORS,FL,SNF,Corporate,No,147,140.6,TRUST
2924,WOODBRIDGE CARE CENTER AND REHAB,GOLD FL TRUST II,8720 JACKSON SPRINGS RD,TAMPA,FL,SNF,Corporate,No,120,114.1,TRUST
2925,WOODLAND GROVE HEALTHCARE & REHABILITATION CENTER,GOLD FL TRUST II,4325 SOUTHPOINT BOULEVARD,JACKSONVILLE,FL,SNF,Corporate,No,120,109.9,TRUST
2932,ABERCORN REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,11800 ABERCORN STREET,SAVANNAH,GA,SNF,Corporate,No,100,89,HOLDINGS
3267,WARNER ROBINS REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,1601 ELBERTA ROAD,WARNER ROBINS,GA,SNF,Corporate,No,126,107.1,HOLDINGS
4479,1019 BELLES PLACE - BEDFORD,1019 HEALTHCARE,7102 In-158,Bedford,IN,ALF,Independent,Yes,19,15,ADDRESS_BASED
4748,FLATROCK RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,904 E 11TH ST,RUSHVILLE,IN,SNF,Corporate,No,63,32.2,PROPERTIES
4758,FLATROCK RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,904 E 11Th St,Rushville,IN,ALF,Corporate,No,51,41,PROPERTIES
4928,LODGE OF THE WABASH,REAL PROPERTY HEALTH FACILITIES,723 E RAMSEY RD,VINCENNES,IN,SNF,Corporate,No,70,49.5,PROPERTIES
4939,LODGE OF THE WABASH,REAL PROPERTY HEALTH FACILITIES,723 E Ramsey Rd,Vincennes,IN,ALF,Corporate,No,47,38,PROPERTIES
4998,MAJESTIC CARE OF CARMEL,"MAJESTIC MANAGEMENT, LLC",12999 Pennsylvania St,Carmel,IN,ALF,Corporate,No,90,72,SHORT_LLC
5057,PLAINFIELD HEALTH CARE CENTER,OPCO SKILLED MANAGEMENT,3700 CLARKS CREEK RD,PLAINFIELD,IN,SNF,Corporate,No,189,108.8,OPCO
5157,SAINT ANTHONY - MAJESTIC CARE OF CROWN POINT,"MAJESTIC MANAGEMENT, LLC",203 Franciscan Dr,Crown Point,IN,ALF,Corporate,No,60,48,SHORT_LLC
5215,THE GRAND MARQUIS,"FORT WAYNE OPCO, LLC",300 E Washington Blvd,Fort Wayne,IN,ALF,Independent,No,162,130,"OPCO, LLC"
5334,WHITE RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,3710 KENNY SIMPSON LN,BEDFORD,IN,SNF,Corporate,Yes,74,44.1,PROPERTIES
5370,WEST LAFAYETTE ASSISTED LIVING,"WICKSHIRE WEST LAFAYETTE OPCO, LLC",3575 Senior Pl,W Lafayette,IN,ALF,Independent,Yes,6,5,"OPCO, LLC"
5376,WHITE RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,3710 Kenny Simpson Ln,Bedford,IN,ALF,Corporate,No,10,8,PROPERTIES
5391,ADVENA LIVING AT FOUNTAINVIEW,CORNERSTONE GROUP HOLDINGS,601 N ROSE HILL ROAD,ROSE HILL,KS,SNF,Corporate,No,50,47.3,HOLDINGS
