excel_row,facility,corporate_name,address,city,state,ownership_type,do_we_serve,db_beds,db_census,nic_operator,nic_owner,nic_ccn,nic_profit_status,nc_units,al_units,mc_units,il_units,aa_units,total_units,classification,tags,detail
21315,Ashton on the Plaza,SONIDA SENIOR LIVING,2 Emanuel Cleaver II Blvd,Kansas City,MO,Corporate,No,83,66,Sonida Senior Living,Plaza Facility Property LLC,,For Profit,0,64,19,0,0,83,CLEAN,,
21316,Ashton Place,Ashton Place Assited Living,4151 Ashton Rd,Sarasota,FL,Independent,No,34,27,Ashton Place Assited Living,Aplp Corp,,For Profit,0,34,0,0,0,34,CLEAN,,
21317,"Ashton Senior Living, Gainesville",unknown,1012 Enota Avenue,Gainesville,GA,Corporate,No,65,52,Ashton Senior Living,The 5 Mcs LLC,,Unknown,0,87,38,10,0,135,FLAGGED,"PROPCO_SPLIT, IL_MIXED","Operator=Ashton Senior Living, Owner=The 5 Mcs LLC | IL=10 (7% of total) with other unit types"
21318,Aspen Acres Assisted Living,"Aspen Acres Assisted Living, LLC",10214 Rock Creek Rd,Hayward,WI,Independent,No,28,22,"Aspen Acres Assisted Living, LLC",Aspen Acres Real Estate LLC,,Unknown,0,20,8,0,0,28,CLEAN,,
21319,Aspen Assisted Living,Aspen Assisted Living,32406 Seven Mile Rd,Livonia,MI,Independent,No,20,16,Aspen Assisted Living,Marin Property LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
21320,Aspen Assisted Living LLC,unknown,32408 Seven Mile Rd,Livonia,MI,Corporate,No,20,16,unknown,unknown,,Unknown,0,14,6,0,0,20,CLEAN,,
21321,Aspen Center,unknown,2000 West Bluemound Road,Waukesha,WI,Corporate,No,34,27,unknown,Lutheran Social Services Of,,Unknown,0,34,0,0,0,34,CLEAN,,
21322,Aspen Creek Of Sullivan,The Creeks,411 N West Street,Sullivan,IL,Independent,No,18,14,The Creeks,Aspen Creek Development Inc,,Unknown,0,0,18,0,0,18,CLEAN,,
21323,Aspen Grove,SONIDA SENIOR LIVING,7515 Secor Rd,Lambertville,MI,Corporate,No,78,62,Sonida Senior Living,Csl Aspen Grove LLC,,For Profit,0,39,39,0,0,78,CLEAN,,
21324,Aspen Grove Alternative Senior,unknown,511 Iron Drive,Chisholm,MN,Corporate,No,30,24,unknown,Aspen Grove Properties Inc,,For Profit,0,21,9,0,0,30,CLEAN,,
21325,Aspen Grove Assisted Living,unknown,504 Iron Drive,Chisholm,MN,Corporate,No,31,25,unknown,Aspen Grove Properties Inc,,For Profit,0,22,9,0,0,31,CLEAN,,
21326,Aspen Ridge Retirement Village,Retirement Living Management,1261 Village Parkway,Gaylord,MI,Corporate,No,20,16,Retirement Living Management,Sabra Gaylord LLC,,Unknown,0,20,0,0,0,20,CLEAN,,
21327,Aspen Ridge Retirement Village,Retirement Living Management,1263 Village Parkway,Gaylord,MI,Corporate,No,20,16,Retirement Living Management,Maas Development II LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
21328,Aspenwood,AlerisLife Inc.,14400 Homecrest Rd,Silver Spring,MD,Corporate,No,50,40,AlerisLife Inc.,Snh/lta Properties,,For Profit,0,50,0,81,0,131,FLAGGED,IL_MIXED,IL=81 (62% of total) with other unit types
21329,Aspire Oshkosh,unknown,150 Aspire Lane,Oshkosh,WI,Corporate,No,113,90,unknown,Oshkosh Alf LLC,,Unknown,0,87,26,0,0,113,CLEAN,,
21330,Aspire Senior Living Rcac,MSP Real Estate,825 Cobblestone Ln,Kimberly,WI,Corporate,No,131,105,MSP Real Estate,Kimberly Alf LLC,,Unknown,0,106,25,45,0,176,FLAGGED,IL_MIXED,IL=45 (26% of total) with other unit types
21331,Aspired Living of La Grange,SENIOR LIFESTYLE,35 Shawmut Ave,La Grange,IL,Corporate,No,117,94,Senior Lifestyle,Pathway Lagrange LLC,,For Profit,0,85,32,0,0,117,CLEAN,,
21332,Aspired Living Of Lagrange,Pathway to Living,35 Shawmut Avenue,La Grange,IL,Corporate,No,117,94,Senior Lifestyle,Pathway Lagrange LLC,,For Profit,0,85,32,0,0,117,FLAGGED,PROPCO_SPLIT,"Operator=Senior Lifestyle, Owner=Pathway Lagrange LLC"
21333,Aspirus Duroy Terrace,Aspirus Network,585 Peterson Drive,Phillips,WI,Corporate,No,29,23,Aspirus Network,Aspirus Extended Services Inc,,Unknown,0,29,0,0,0,29,CLEAN,,
21334,Aspirus Pleasant View Regency House,Aspirus Network,615 Peterson Avenue,Phillips,WI,Corporate,No,20,16,Aspirus Network,Aspirus Extended Services Inc,,Unknown,0,14,6,0,0,20,CLEAN,,
21335,Assisted Living At Franciscan Village,Franciscan Advisory Services,11400 Theresa Drive,Lemont,IL,Corporate,No,34,27,Franciscan Advisory Services,unknown,,Unknown,0,34,0,0,0,34,CLEAN,,
21336,Assisted Living at Silver Creek,COMMCARE CORPORATION,1227 Winding Oaks Ln,Mascoutah,IL,Corporate,No,32,26,CommCare Corporation,Assisted Centers Inc,,For Profit,0,32,0,0,0,32,CLEAN,,
21337,Assisted Living at the Meadowlands,Meridian Senior Living,135 Meadowland Estates Ln,O'Fallon,MO,Corporate,No,67,54,Meridian Senior Living,Arhc Amoflmo01 LLC,,For Profit,0,48,19,0,0,67,CLEAN,,
21338,Assisted Living At Victory Lakes,Franciscan Advisory Services,1065 Victory Dr,Lindenhurst,IL,Corporate,No,60,48,Franciscan Advisory Services,Franciscan Communities Inc,,Unknown,0,45,15,0,0,60,CLEAN,,
21339,Assisted Living For Lakewood LLC,Assisted Living By Hillcrest,17185 Flynn Lane,Lakewood,WI,Corporate,No,20,16,Assisted Living By Hillcrest,Lakewood Senior Care LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
21340,Assisted Living Well Compassionate Care I,Assisted Living Well Compassionate Care,265 West Pasadena Road,Millersville,MD,Corporate,No,16,13,Assisted Living Well Compassionate Care,Country Home 2 LLC,,Unknown,0,0,16,0,0,16,CLEAN,,
21341,Assisted Living Well Compassionate Care III,Assisted Living Well Compassionate Care,259 West Pasadena Road,Millersville,MD,Corporate,No,16,13,Assisted Living Well Compassionate Care,Country Home 3 LLC,,Unknown,0,16,0,0,0,16,CLEAN,,
21342,"Assisted Living Well Compassionate Care, LLC",Jeannette Lussi,271 W Pasadena Rd,Millersville,MD,Independent,No,47,38,Jeannette Lussi,Country Home LLC,,For Profit,0,31,16,0,0,47,CLEAN,,
21343,Assumption Court,Assumption Community,615 1st Street North,Cold Spring,MN,Corporate,No,75,60,Assumption Community,Independent School District 750,,Not For Profit,0,75,0,0,0,75,CLEAN,,
21344,Aster Assisted Living Of Clintonville,Ashford Martin Corporation,38 N Main St,Clintonville,WI,Corporate,No,64,51,Ashford Martin Corporation,Mhdc Clintonville Inc,,Unknown,0,64,0,0,0,64,CLEAN,,
21345,Aster Assisted Living Of Marshfield,Ashford Martin Corporation,305 S Chestnut Avenue,Marshfield,WI,Corporate,No,53,42,Ashford Martin Corporation,Milton Avenue Purdy LLP,,Unknown,0,53,0,0,0,53,CLEAN,,
21346,Aster Retirement Community of Monroe,Aster Retirement,616 8th Ave,Monroe,WI,Independent,No,62,50,Aster Retirement,2122 Associates,,For Profit,0,62,0,0,0,62,CLEAN,,
21347,Aston Gardens At Parkland Commons,Discovery Senior Living,5999 N University Dr,Parkland,FL,Corporate,No,85,68,Discovery Senior Living,Parkland Fl Senior Housing,,For Profit,0,71,14,240,0,325,FLAGGED,IL_MIXED,IL=240 (74% of total) with other unit types
21348,Aston Gardens At Pelican Marsh,Discovery Senior Living,4800 Aston Gardens Way,Naples,FL,Corporate,No,83,66,Discovery Senior Living,Naples Fl Senior Housing Propco LLC,,For Profit,0,64,19,276,0,359,FLAGGED,IL_MIXED,IL=276 (77% of total) with other unit types
21349,Aston Gardens At Pelican Pointe,Discovery Senior Living,1000 Aston Gardens Dr,Venice,FL,Corporate,No,43,34,Discovery Senior Living,Venice Fl Senior Housing Propco LLC,,For Profit,0,31,12,298,0,341,FLAGGED,IL_MIXED,IL=298 (87% of total) with other unit types
21350,Aston Gardens At Tampa Bay,Discovery Senior Living,12951 W Linebaugh Ave,Tampa,FL,Corporate,No,43,34,Discovery Senior Living,Westchase Commons Owners Association,,For Profit,0,31,12,284,0,327,FLAGGED,IL_MIXED,IL=284 (87% of total) with other unit types
21351,Aston Gardens At The Courtyards,Discovery Senior Living,231 Courtyard Blvd,Sun City Center,FL,Corporate,No,100,80,Discovery Senior Living,Sun City Courtyard Fl Senior Housing Propco LLC,,For Profit,0,76,24,226,0,326,FLAGGED,IL_MIXED,IL=226 (69% of total) with other unit types
21352,At Ease Personal Care Home,The Shriver family,2548 Central Avenue,Augusta,GA,Independent,No,15,12,The Shriver family,Keith Drive Realty LLC,,Unknown,0,10,5,0,0,15,CLEAN,,
21353,At Home Again Columbus LLC,Home Again Living,110 Stuart St,Columbus,WI,Corporate,No,36,29,Home Again Living,At Home Again Columbus LLC,,Unknown,0,25,11,0,0,36,CLEAN,,
21354,At Home Again Rio,Home Again-Rio,405 Lowville Rd,Rio,WI,Independent,No,16,13,Home Again-Rio,A & J Senior Care LLC,,Unknown,0,11,5,0,0,16,CLEAN,,
21355,At Home Again Waunakee,Home Again Senior Living,1120 Connery Cove,Waunakee,WI,Independent,No,75,60,Home Again Senior Living,At Home Again Waunakee LLC,,For Profit,0,63,12,0,0,75,CLEAN,,
21356,Athenian Living Rcac,"Athenian Properties, LLC",716 Caroline Street,Athens,WI,Independent,No,30,24,"Athenian Properties, LLC",Athenian Properties LLC,,Unknown,0,30,0,0,0,30,CLEAN,,
21357,Atherton Place,Wellstar Health System,111 Tower Rd NE,Marietta,GA,Independent,No,194,155,Wellstar Health System,Wellstar Health System Inc,,Not For Profit,0,178,16,0,0,194,CLEAN,,
21358,Atherton Place,unknown,111 Tower Road,Marietta,GA,Corporate,No,200,160,unknown,Atrium Enterprises Limit,,Unknown,0,140,60,0,0,200,CLEAN,,
21359,Atlas Assisted Living II,Kindered Hearts Senior Living,4015 W Woodale Ave,Brown Deer,WI,Corporate,No,15,12,Kindered Hearts Senior Living,Woodale Ave LLC,,Unknown,0,10,5,0,0,15,CLEAN,,
21360,Atlas Villas Memory Care,unknown,1825 Main Street,Centerville,MN,Corporate,No,20,16,unknown,Atlasventures LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
21361,Atria Kinghaven,"Atria Senior Living, Inc.",14800 King Rd,Riverview,MI,Corporate,No,143,114,"Atria Senior Living, Inc.",Atria Senior Group Inc,,For Profit,0,143,0,0,0,143,CLEAN,,
21362,Atria North Point,"Atria Senior Living, Inc.",100 Somerby Dr,Alpharetta,GA,Corporate,No,79,63,"Atria Senior Living, Inc.",Vtr Alpharetta LLC,,For Profit,0,56,23,203,0,282,FLAGGED,IL_MIXED,IL=203 (72% of total) with other unit types
21363,Atria North Point,Enlivant,100 Somerby Drive,Alpharetta,GA,Corporate,No,106,85,"Atria Senior Living, Inc.",Vtr Alpharetta LLC,,For Profit,0,56,23,203,0,282,FLAGGED,"PROPCO_SPLIT, IL_MIXED","Operator=Atria Senior Living, Inc., Owner=Vtr Alpharetta LLC | IL=203 (72% of total) with other unit types"
21364,Atria Park of Ann Arbor,"Atria Senior Living, Inc.",1901 Plymouth Rd,Ann Arbor,MI,Corporate,No,73,58,"Atria Senior Living, Inc.",Ventas Inc,,For Profit,0,54,19,0,0,73,CLEAN,,
21365,Atria Park of Glen Ellyn,"Atria Senior Living, Inc.",95 Carleton Ave,Glen Ellyn,IL,Corporate,No,85,68,"Atria Senior Living, Inc.",Al I/g E Senior Housing,,For Profit,0,65,20,0,0,85,CLEAN,,
21366,Atria Park of St. Joseph's,"Atria Senior Living, Inc.",350 Bush Rd,Jupiter,FL,Corporate,No,99,79,"Atria Senior Living, Inc.",Vtr Jupiter LLC,,For Profit,0,81,18,0,0,99,CLEAN,,
21367,Atria Tucker,"Atria Senior Living, Inc.",5844 Lawrenceville Hwy,Tucker,GA,Corporate,No,60,48,"Atria Senior Living, Inc.",Vtr Tucker LLC,,For Profit,0,46,14,0,0,60,CLEAN,,
21368,Atrium at Liberty Park,Meridian Senior Living,1321 NE 24th Avenue,Cape Coral,FL,Corporate,No,130,104,Meridian Senior Living,Atrium At Liberty Park LLC,,For Profit,0,108,22,0,0,130,CLEAN,,
21369,Atrium Gardens ALF,Atrium Health & Senior Living,1513 W Fletcher Ave,Tampa,FL,Independent,No,32,26,Atrium Health & Senior Living,Ctmr Properties LLC,,For Profit,0,0,32,0,0,32,CLEAN,,
21370,Atrium Village,Cogir USA,4730 Atrium Ct,Owings Mills,MD,Corporate,No,79,63,Cogir USA,4730 Atrium Ct Propco LLC,,For Profit,0,58,21,187,0,266,FLAGGED,IL_MIXED,IL=187 (70% of total) with other unit types
21371,Attic Correctional Treatment Center,unknown,4117 Dwight Dr,Madison,WI,Corporate,No,19,15,unknown,Dwight Drive Investors,,Unknown,0,19,0,0,0,19,CLEAN,,
21372,Auberge At Lake Zurich #555,Frontier Senior Living,555 America Ct,Lake Zurich,IL,Corporate,No,16,13,Frontier Senior Living,550 America Court Propco LLC,,Unknown,0,0,16,0,0,16,CLEAN,,
21373,Auberge At Lake Zurich #579,Frontier Senior Living,579 America Ct,Lake Zurich,IL,Corporate,No,16,13,Frontier Senior Living,550 America Court Propco LLC,,Unknown,0,0,16,0,0,16,CLEAN,,
21374,Auberge At Lake Zurich #600,Frontier Senior Living,600 America Ct,Lake Zurich,IL,Corporate,No,16,13,Frontier Senior Living,550 America Court Propco LLC,,Unknown,0,0,16,0,0,16,CLEAN,,
21375,Auburn Creek - Assisted Living By Americare,AMERICARE SENIOR LIVING,2910 Beaver Creek Dr,Cape Girardeau,MO,Corporate,No,53,42,Americare Senior Living,Cape Girardeau Residential LLC,,For Profit,0,41,12,0,0,53,CLEAN,,
21376,Auburn Fields Assisted Living,Auburn Fields Assisted Living,4710 Stephanie Court,Auburn,MI,Independent,No,20,16,Auburn Fields Assisted Living,Auburn Fields Care LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
21377,"Auburn Heights Senior Care, Inc.",Auburn Heights Senior Care,110 Auburn Road,Auburn,MI,Independent,No,20,16,Auburn Heights Senior Care,Ah Realty LLC,,Unknown,0,20,0,0,0,20,CLEAN,,
21378,Auburn Meadows LLC,Auburn Homes & Services,591 Cherry Drive,Waconia,MN,Independent,No,75,60,Auburn Homes & Services,Auburn Meadows LLC,,Not For Profit,0,52,23,0,0,75,CLEAN,,
21379,Auburn Ridge Living Center LLC,Auburn Ridge Living Center,1425 Ashbury Way,Wardsville,MO,Independent,No,24,19,Auburn Ridge Living Center,Amos Scott D (te),,For Profit,0,24,0,0,0,24,CLEAN,,
21380,Augres Care Center,unknown,115 Mackinaw,Augres,MI,Corporate,No,20,16,unknown,Pockrandt David,,Unknown,0,20,0,0,0,20,CLEAN,,
21381,Augusta Gardens Assisted Living,225 Group,3725 Wheeler Rd,Augusta,GA,Independent,No,69,55,225 Group,Nhp Sh Georgia LLC,,For Profit,0,55,14,0,0,69,CLEAN,,
21382,Aurora Carefree Living By,Spectrum Health Companies,304 East 3rd Avenue South,Aurora,MN,Corporate,No,52,42,Spectrum Health Companies,Ol-us Aurora LLC,,For Profit,0,36,16,0,0,52,CLEAN,,
21383,Aurora on France,Ebenezer Management Services,6500 France Avenue,Edina,MN,Corporate,No,131,105,Ebenezer Management Services,Centurion Foun France Ave LLC,245634,Not For Profit,0,92,39,0,0,131,FLAGGED,ADDR_MATCHES_DB_SNF,Same address as SNF: AURORA ON FRANCE
21384,AUS Senior Living at Bartow,"AUS Senior Living Group, Inc.",290 N Idlewood Ave,Bartow,FL,Independent,No,26,21,"AUS Senior Living Group, Inc.",Aus Hc-290 Idlewood Ave LLC,,For Profit,0,26,0,0,0,26,CLEAN,,
21385,Autumn Bay Of Pewaukee,unknown,539 E. Wisconsin Ave.,Pewaukee,WI,Corporate,No,22,18,unknown,Autumn Real Estate LLC,,Unknown,0,15,7,0,0,22,CLEAN,,
21386,Autumn Cottages,Vivie,812 Mckay Avenue South,Alexandria,MN,Corporate,No,20,16,Vivie,Knute Nelson Cottages LLC,,Not For Profit,0,14,6,0,0,20,CLEAN,,
21387,Autumn Creek II Cqs LLC,unknown,1326 Willow Dr,Oak Creek,WI,Corporate,No,20,16,unknown,Autumn Creek II Cqs LLC,,Unknown,0,20,0,0,0,20,CLEAN,,
21388,Autumn Fields,unknown,E426 County Rd Ss,Luxemburg,WI,Corporate,No,22,18,unknown,Tynicalsam LLC,,Unknown,0,15,7,0,0,22,CLEAN,,
21389,Autumn Fields Adult Community,Autumn Fields Adult Community,325 E. Orange St.,Hoopeston,IL,Corporate,No,51,41,Autumn Fields Adult Community,Jfg Development Llc Autumn Fields Adult Communities,,Unknown,0,51,0,26,0,77,FLAGGED,IL_MIXED,IL=26 (34% of total) with other unit types
21390,Autumn Fields Of Savoy,Autumn Fields Adult Community,65 East Airport Road,Savoy,IL,Corporate,No,46,37,Autumn Fields Adult Community,Allen Tamra,,Unknown,0,46,0,0,0,46,CLEAN,,
21391,Autumn Fields Of Tilton,Autumn Fields Adult Community,316 E 14th St,Tilton,IL,Corporate,No,48,38,Autumn Fields Adult Community,Aoj Development LLC,,Unknown,0,48,0,0,0,48,CLEAN,,
21392,Autumn Glen Senior Living,THE GOODMAN GROUP,3715 Coon Rapids Blvd NW,Minneapolis,MN,Corporate,No,100,80,"The Goodman Group, LLC",New Western Manor Company Ptnshp,,For Profit,0,68,32,0,0,100,FLAGGED,PROPCO_SPLIT,"Operator=The Goodman Group, LLC, Owner=New Western Manor Company Ptnshp"
21393,Autumn Grace I,Meridian Senior Living,118 Raven Court,Mankato,MN,Corporate,No,20,16,Meridian Senior Living,Chi Autumn Grace LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
21394,Autumn Grace II,Meridian Senior Living,110 Raven Court,Mankato,MN,Corporate,No,16,13,Meridian Senior Living,unknown,,For Profit,0,11,5,0,0,16,CLEAN,,
21395,Autumn Hill,Kenwood Care,12401 Lime Kiln Road,Fulton,MD,Corporate,No,15,12,Kenwood Care,Autumn Hill Holdings LLC,,Unknown,0,15,0,0,0,15,CLEAN,,
21396,Autumn Hills Assisted Living,Autumn Hills Assisted Living,2528 Park Avenue Nw,Bemidji,MN,Independent,No,31,25,Autumn Hills Assisted Living,Midwest Care Properties LLC,,For Profit,0,31,0,0,0,31,CLEAN,,
21397,Autumn House,LRM Management Company,7999 Spyglass Hill Rd,Melbourne,FL,Independent,No,44,35,LRM Management Company,Ah Propco LLC,,For Profit,0,0,44,0,0,44,CLEAN,,
21398,Autumn Lane Family Care,unknown,384 Lyons Road,Birnamwood,WI,Corporate,No,16,13,unknown,Arrowhead Eldredge LLC,,Unknown,0,11,5,0,0,16,CLEAN,,
21399,Autumn Lane Inc,unknown,36858 Pincherry Road,Cohasset,MN,Corporate,No,22,18,unknown,Autumn Lane Inc,,For Profit,0,15,7,0,0,22,CLEAN,,
21400,Autumn Leaves of Franklin,Autumn Leaves,9201 W Drexel Ave.,Franklin,WI,Corporate,No,54,43,Autumn Leaves,9201 Drexel LLC,,For Profit,0,0,54,0,0,54,CLEAN,,
21401,Autumn Leaves of St. Charles,Autumn Leaves,10 N Peck Rd,Saint Charles,IL,Corporate,No,46,37,Autumn Leaves,unknown,,For Profit,0,0,46,0,0,46,CLEAN,,
21402,Autumn Leaves Of St. Charles,unknown,10 N Peck St,St Charles,IL,Corporate,No,40,32,unknown,unknown,,Unknown,0,0,40,0,0,40,CLEAN,,
21403,Autumn Oaks Assisted Living Center,Platinum Communities,227 E Washington St,Slinger,WI,Corporate,No,24,19,Platinum Communities,Sbehah 227 Slinger Property LLC,,For Profit,0,24,0,0,0,24,CLEAN,,
21404,Autumn Place Residential Care Of Joplin,"Autumn Home Care Facilities, Inc.",2030 E Zora St,Joplin,MO,Independent,No,38,30,"Autumn Home Care Facilities, Inc.",Autumn Place Of Joplin,,For Profit,0,38,0,0,0,38,CLEAN,,
21405,Autumn Ridge,"Barton Chicago, LLC",1000 Galeener Drive,Vienna,IL,Independent,No,46,37,"Barton Chicago, LLC",Rush Barton LLC,,Unknown,0,46,0,0,0,46,CLEAN,,
21406,Autumn Ridge of Clarkston,SENIOR LIFESTYLE,5700 Water Tower Pl,Clarkston,MI,Corporate,No,100,80,Senior Lifestyle,Addington Place Of Clarkston,,For Profit,0,60,40,0,0,100,CLEAN,,
21407,Autumn Ridge Residences,Veritas Senior Living,300 Autumn Ridge Dr,Herculaneum,MO,Corporate,No,81,65,Veritas Senior Living,Collingsworth/curis Hhcp Re Holdings LLC,,For Profit,0,81,0,27,0,108,FLAGGED,IL_MIXED,IL=27 (25% of total) with other unit types
21408,Autumn Senior Living,unknown,3654 J Dewey Gray Circle,Augusta,GA,Corporate,No,24,19,unknown,Baptist Village Inc,,Unknown,0,17,7,0,0,24,CLEAN,,
21409,Autumn View Gardens - Creve Coeur,Bethesda Senior Living Communities,11210 Schuetz Rd,Saint Louis,MO,Corporate,No,105,84,Bethesda Senior Living Communities,Bethesda Foundation,,Not For Profit,0,88,17,0,0,105,CLEAN,,
21410,Autumn View Gardens - Ellisville,Bethesda Senior Living Communities,16219 Autumn View Terrace Dr,Ellisville,MO,Corporate,No,98,78,Bethesda Senior Living Communities,Bethesda Foundation A Nebraska Corp,,Not For Profit,0,84,14,0,0,98,CLEAN,,
21411,Autumn Village 2,Jennifer Sobanjo,746 McDonough Rd,Jackson,GA,Corporate,No,45,36,Jennifer Sobanjo,Autumn Village 2 Assiste,,For Profit,0,45,0,0,0,45,CLEAN,,
21412,Autumn Village 2a,Willow River Senior Living,746 Mcdonough Road,Jackson,GA,Corporate,No,15,12,Jennifer Sobanjo,Autumn Village 2 Assiste,,For Profit,0,45,0,0,0,45,FLAGGED,PROPCO_SPLIT,"Operator=Jennifer Sobanjo, Owner=Autumn Village 2 Assiste"
21413,Autumn Village 2b,BeehiveHomes,746 Mcdonough Road,Jackson,GA,Independent,No,15,12,Jennifer Sobanjo,Autumn Village 2 Assiste,,For Profit,0,45,0,0,0,45,FLAGGED,PROPCO_SPLIT,"Operator=Jennifer Sobanjo, Owner=Autumn Village 2 Assiste"
21414,Autumn Village 2c,unknown,746 Mcdonough Road,Jackson,GA,Corporate,No,15,12,Jennifer Sobanjo,Autumn Village 2 Assiste,,For Profit,0,45,0,0,0,45,FLAGGED,PROPCO_SPLIT,"Operator=Jennifer Sobanjo, Owner=Autumn Village 2 Assiste"
21415,Autumn Village Assisted Living,Jennifer Sobanjo,853 Covington Street,Jackson,GA,Corporate,No,30,24,Jennifer Sobanjo,Ferrell Gas,,For Profit,0,30,0,0,0,30,CLEAN,,
21416,Autumn Woods Inc,Autumn Woods,5500 NW Houston Lake Dr,Kansas City,MO,Independent,No,28,22,Autumn Woods,Autumn Woods Inc,,For Profit,0,28,0,0,0,28,CLEAN,,
21417,Autumns Journey Assisted Living LLC,Autumn's Journey,500 Bay Rd,Algoma,WI,Independent,No,25,20,Autumn's Journey,Autumns Journey Assisted LLC,,Unknown,0,17,8,0,0,25,CLEAN,,
21418,Autumns Promise Assisted Living LLC,Autumn's Promise Assisted Living LLC,1700 Spartan Rd,Green Bay,WI,Independent,No,30,24,Autumn's Promise Assisted Living LLC,Autumns Promise Assisted LLC,,Unknown,0,21,9,0,0,30,CLEAN,,
21419,Ava Place,unknown,1101 Lyle Street,Ava,MO,Corporate,No,40,32,unknown,Jeys Michael P & Lisa M,,For Profit,0,40,0,0,0,40,CLEAN,,
21420,Avalon Memory Care,Avalon Memory Care,5342 Butler Hill Road,Saint Louis,MO,Independent,No,30,24,Avalon Memory Care,5322 Bulter Hill Rd LLC,,For Profit,0,0,30,0,0,30,CLEAN,,
21421,Avalon of Bloomfield Township,LIFE CARE SERVICES,100 West Square Lake Road,Bloomfield Hills,MI,Corporate,No,103,82,Life Care Services,The Avalon Of Bloomfield Township,,For Profit,0,60,43,0,0,103,CLEAN,,
21422,Avalon Park Retirement Residence,Andrew Kulnick,604 NW 62 Ave,Hollywood,FL,Independent,No,60,48,Andrew Kulnick,Avalon Park Retirement Residence,,For Profit,0,60,0,0,0,60,CLEAN,,
21423,Avalon Senior Care,Ridge Lane Management,2879 Fish Hatchery Rd,Fitchburg,WI,Independent,No,58,46,Ridge Lane Management,Piedmont Charter Holdings LLC,,For Profit,0,58,0,0,0,58,CLEAN,,
21424,Avalon Square,PRESBYTERIAN HOMES & SERVICES,222 Park Pl,Waukesha,WI,Corporate,No,75,60,Presbyterian Homes & Services,Avalon Square Inc,,Not For Profit,0,49,26,68,0,143,FLAGGED,IL_MIXED,IL=68 (48% of total) with other unit types
21425,Aventura at the Heights,AVENTURA HEALTH GROUP,7218 Park Heights Ave,Baltimore,MD,Corporate,No,62,50,Aventura Health Group,Tudor Heights Alf LLC,,For Profit,0,62,0,0,0,62,CLEAN,,
21426,Aventura At The Park,AVENTURA HEALTH GROUP,5829-5833 Park Heights Avenue,Baltimore,MD,Corporate,No,40,32,Aventura Health Group,Tudor Heights Alf LLC,,Unknown,0,40,0,0,0,40,CLEAN,,
21427,Aventura Bay Place,AVENTURA HEALTH GROUP,10401 Roosevelt Blvd N,St Petersburg,FL,Corporate,No,92,74,Aventura Health Group,10300 4th Street N LLC,,Not For Profit,0,80,12,0,0,92,CLEAN,,
21428,Aviata At Lakeside Oaks Villas,Independence Living Centers,1059 Virginia St,Dunedin,FL,Independent,No,24,19,Independence Living Centers,1059 Virginia St Fl LLC,,For Profit,0,24,0,0,0,24,CLEAN,,
21429,Aviva River Bend,CASSIA,30 Silver Lake Place Nw,Rochester,MN,Corporate,No,90,72,Cassia,Rochester 30 Propco LLC,,For Profit,0,63,27,0,0,90,CLEAN,,
21430,Avonlea Cottage #1/quad Cities,United Resource Management LLC,2021 E 1st St,Milan,IL,Corporate,No,30,24,United Resource Management LLC,Avonlea Cottage Of Qc 2,,Unknown,0,0,30,0,0,30,CLEAN,,
21431,Avonlea Cottage #2/quad Cities,United Resource Management LLC,2025 E 1st St,Milan,IL,Corporate,No,16,13,United Resource Management LLC,Avonlea Cottage Of Qc 2,,Unknown,0,16,0,0,0,16,CLEAN,,
21432,Avonlea Cottage-sterling,United Resource Management LLC,2201 E Lefevre Rd,Sterling,IL,Corporate,No,30,24,United Resource Management LLC,Abw Sterling,,Unknown,0,30,0,0,0,30,CLEAN,,
21433,Axelson Assisted Living,Covenant Living Communities & Services,2195 Foxglove Dr,Northbrook,IL,Corporate,No,58,46,Covenant Living Communities & Services,Covenant Village,,Unknown,0,58,0,0,0,58,CLEAN,,
21434,Azalea at Delray Beach,Volante Senior Living,5859 Heritage Park Way,Delray Beach,FL,Corporate,No,128,102,Volante Senior Living,Inspired Senior Of,,For Profit,0,96,32,97,0,225,FLAGGED,IL_MIXED,IL=97 (43% of total) with other unit types
21435,Azalea Estates Of Fayetteville,Marsha Gill,105 Autumn Glen Cir,Fayetteville,GA,Independent,No,83,66,Marsha Gill,Azalea Estates Of Fayetteville LLC,,For Profit,0,83,0,0,0,83,CLEAN,,
21436,Azalea Gardens Alzheimer's Special Care Center,Sunshine Retirement Living,2724 Ox Bottom Rd,Tallahassee,FL,Corporate,No,66,53,Sunshine Retirement Living,Tallahassee Care Group LLC,,For Profit,0,46,20,0,0,66,CLEAN,,
21437,Azalea Gardens at Mableton,MAINSTAY SENIOR LIVING,3829 Floyd Rd,Austell,GA,Corporate,No,42,34,Mainstay Senior Living,Mainstay Healthcare Mableton LLC,,For Profit,0,28,14,17,0,59,FLAGGED,IL_MIXED,IL=17 (29% of total) with other unit types
21438,Azalea Manor,"CMFMC, Inc",150 Willow Dr,Orlando,FL,Independent,No,51,41,"CMFMC, Inc",Cmfmc Inc,,For Profit,0,51,0,0,0,51,CLEAN,,
