excel_row,facility,corporate_name,address,city,state,ownership_type,do_we_serve,db_beds,db_census,nic_operator,nic_owner,nic_ccn,nic_profit_status,nc_units,al_units,mc_units,il_units,aa_units,total_units,classification,tags,detail
4478,1019 BELLE'S OF WABASH,EBY FAMILY,3037 W Division Rd,Wabash,IN,Independent,Yes,15,12,Bickford Senior Living,Wabash Senior LLC,,Unknown,0,0,33,0,0,33,FLAGGED,PROPCO_SPLIT,"Operator=Bickford Senior Living, Owner=Wabash Senior LLC"
4479,1019 BELLES PLACE - BEDFORD,1019 HEALTHCARE,7102 In-158,Bedford,IN,Independent,Yes,19,15,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4519,ADAMS WOODCREST OF DECATUR,ADAMS MEMORIAL HOSPITAL,1300 Mercer Ave,Decatur,IN,Independent,No,56,45,Adams Health Network,Adams County Memorial Hospital,155747,Unknown,143,0,0,25,0,168,PHANTOM,"PHANTOM_NC_ONLY, ADDR_MATCHES_DB_SNF, PROPCO_SPLIT, IL_MIXED","NC=143, AL=0, MC=0 — nursing-only building | Same address as SNF: WOODCREST OF DECATUR | Operator=Adams Health Network, Owner=Adams County Memorial Hospital | IL=25 (15% of total) with other unit types"
4520,ADDISON POINTE HEALTH & REHAB CENTER,TLC MANAGEMENT,780 Dickinson Rd,Chesterton,IN,Corporate,Yes,42,34,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: ADDISON POINTE HEALTH & REHABILITATION CENTER
4521,ALBANY HEALTH AND REHABILITATION,TLC MANAGEMENT,910 W Walnut St,Albany,IN,Corporate,Yes,85,68,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: ALBANY HEALTH CARE & REHABILITATION CENTER
4522,ALLISONVILLE MEADOWS ASSISTED LIVING,AMERICAN SENIOR COMMUNITIES,10420 Allisonville Rd,Fishers,IN,Corporate,No,150,120,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4523,ALTENHEIM HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,3525 E Hanna Ave,Indianapolis,IN,Corporate,No,104,83,CarDon and Associates Inc.,Altenheim H & L Property LLC,155196,Not For Profit,87,40,27,12,0,166,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, PROPCO_SPLIT, IL_MIXED","NC=87 + AL=40 + MC=27 — campus/CCRC | Same address as SNF: ALTENHEIM HEALTH & LIVING COMMUNITY | Operator=CarDon and Associates Inc., Owner=Altenheim H & L Property LLC | IL=12 (7% of total) with other unit types"
4524,AMBER MANOR CARE CENTER,TRILOGY HEALTH SERVICES,801 E Illinois St,Petersburg,IN,Corporate,No,19,15,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: AMBER MANOR CARE CENTER
4525,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,2026 E 54Th St,Indianapolis,IN,Corporate,Yes,34,27,American Senior Communities,American Village Commons LLC,155292,Not For Profit,150,51,24,102,0,327,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, IL_MIXED",NC=150 + AL=51 + MC=24 — campus/CCRC | Same address as SNF: AMERICAN VILLAGE | IL=102 (31% of total) with other unit types
4526,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,2026 E 54Th St,Indianapolis,IN,Corporate,No,79,63,American Senior Communities,American Village Commons LLC,155292,Not For Profit,150,51,24,102,0,327,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, IL_MIXED",NC=150 + AL=51 + MC=24 — campus/CCRC | Same address as SNF: AMERICAN VILLAGE | IL=102 (31% of total) with other unit types
4527,APERION CARE DEMOTTE,APERION CARE,10352 N 600 E County Line Rd,Demotte,IN,Corporate,No,16,13,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: APERION CARE DEMOTTE
4528,APERION CARE HANOVER,APERION CARE,410 W Lagrange Rd,Hanover,IN,Corporate,No,12,10,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: APERION CARE HANOVER
4529,APERION CARE HANOVER ALF,CHOSEN,410 W Lagrange Rd,Hanover,IN,Corporate,Yes,7,6,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: APERION CARE HANOVER
4530,APERION CARE HANOVER SNF,CHOSEN,410 W Lagrange Rd,Hanover,IN,Corporate,Yes,74,59,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: APERION CARE HANOVER
4531,APERION CARE MARION,APERION CARE,614 W 14Th St,Marion,IN,Corporate,No,37,30,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: APERION CARE MARION LLC
4532,APERION CARE OF GREENFIELD,APERION,5430 W US Hwy 40,Greenfield,IN,Independent,Yes,56,45,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4533,APERION ESTATES PERU,APERION CARE,1200 Kitty Hawk Dr,Peru,IN,Corporate,No,76,61,"Aperion Care, Inc.",1200 Kitty Hawk LLC,,Unknown,0,76,0,0,0,76,FLAGGED,PROPCO_SPLIT,"Operator=Aperion Care, Inc., Owner=1200 Kitty Hawk LLC"
4534,ARBOR TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,3701 Hodgin Rd,Richmond,IN,Corporate,No,60,48,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: ARBOR TRACE HEALTH & LIVING COMMUNITY
4535,ARLINGTON PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1635 N Arlington Ave,Indianapolis,IN,Corporate,No,26,21,Trilogy Health Services,Ms Arlington LLC,155816,For Profit,84,16,0,0,0,100,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF",NC=84 + AL=16 + MC=0 — campus/CCRC | Same address as SNF: ARLINGTON PLACE HEALTH CAMPUS
4536,ASHFORD PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2200 N Riley Hwy,Shelbyville,IN,Corporate,No,40,32,Trilogy Health Services,Trilogy Healthcare Of Shelbyville LLC LLC,155735,For Profit,59,21,11,19,0,110,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, IL_MIXED",NC=59 + AL=21 + MC=11 — campus/CCRC | Same address as SNF: ASHFORD PLACE HEALTH CAMPUS | IL=19 (17% of total) with other unit types
4537,ASHTON CREEK HEALTH & REHAB CENTER,TLC MANAGEMENT,4111 Park Pl Dr,Fort Wayne,IN,Corporate,Yes,96,77,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4538,ASPEN PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,Corporate,No,39,31,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: ASPEN PLACE HEALTH CAMPUS
4539,ASPEN PLACE HEALTH CAMPUS ALF,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,Corporate,Yes,26,21,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: ASPEN PLACE HEALTH CAMPUS
4540,ASPEN PLACE HEALTH CAMPUS SNF,TRILOGY HEALTH SERVICES,2320 N Montgomery Rd,Greensburg,IN,Corporate,Yes,37,30,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: ASPEN PLACE HEALTH CAMPUS
4541,ASPEN TRACE HEALTH AND LIVING COMMUNITY,CARDON & ASSOCIATES,3154 S State Rd 135,Greenwood,IN,Corporate,No,134,107,CarDon and Associates Inc.,Aspen Trace Property LLC,155821,For Profit,104,67,26,0,0,197,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, PROPCO_SPLIT","NC=104 + AL=67 + MC=26 — campus/CCRC | Same address as SNF: ASPEN TRACE HEALTH & LIVING COMMUNITY | Operator=CarDon and Associates Inc., Owner=Aspen Trace Property LLC"
4542,ASTER PLACE,AMERICAN SENIOR COMMUNITIES,741 Park E Blvd,Lafayette,IN,Corporate,No,131,105,American Senior Communities,Residential Care XIII LLC,,Unknown,0,147,0,34,0,181,FLAGGED,IL_MIXED,IL=34 (19% of total) with other unit types
4543,ASTRAL AT FRANKLIN,INDEPENDENT,1375 Nicole Dr,Franklin,IN,Independent,Yes,29,23,Franciscan Advisory Services,State Of Indiana,,For Profit,0,39,29,51,0,119,FLAGGED,"PROPCO_SPLIT, IL_MIXED","Operator=Franciscan Advisory Services, Owner=State Of Indiana | IL=51 (43% of total) with other unit types"
4544,AUBURN VILLAGE,GENERATIONS,1751 Wesley Rd,Auburn,IN,Independent,Yes,85,68,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: AUBURN VILLAGE
4545,AUTUMN RIDGE REHABILITATION CENTRE,AMERICAN SENIOR COMMUNITIES,600 Washington Rd,Wabash,IN,Corporate,Yes,42,34,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4546,AVALON SENIOR LIVING,TRIPLE CROWN SENIOR LIVING,6021 S Arlington Ave,Indianapolis,IN,Corporate,No,131,105,Vitality Senior Services,Avalon Senior Living LLC,,For Profit,0,115,16,0,0,131,FLAGGED,PROPCO_SPLIT,"Operator=Vitality Senior Services, Owner=Avalon Senior Living LLC"
4547,AVALON SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2400 Silhavy Rd,Valparaiso,IN,Corporate,No,75,60,Trilogy Health Services,Trilogy Real Estate Of Porter LLC,155795,For Profit,60,40,33,0,0,133,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF",NC=60 + AL=40 + MC=33 — campus/CCRC | Same address as SNF: AVALON SPRINGS HEALTH CAMPUS
4548,AVON HEALTH AND REHABILITATION CENTER,TLC MANAGEMENT,4171 Forest Pointe Cir,Avon,IN,Corporate,No,52,42,TLC Management,Wesleyan Retirement Center Inc,155236,For Profit,127,26,0,8,0,161,CO_LOCATED,"CO_LOCATED, IL_MIXED",NC=127 + AL=26 + MC=0 — campus/CCRC | IL=8 (5% of total) with other unit types
4597,BEECH GROVE MEADOWS,AMERICAN SENIOR COMMUNITIES,2002 Albany St,Beech Grove,IN,Corporate,Yes,89,71,American Senior Communities,Ohi Asset In Beech Grove LLC,155072,Not For Profit,130,16,0,35,0,181,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, IL_MIXED",NC=130 + AL=16 + MC=0 — campus/CCRC | Same address as SNF: BEECH GROVE MEADOWS | IL=35 (19% of total) with other unit types
4598,BEECH GROVE MEADOWS,AMERICAN SENIOR COMMUNITIES,2002 Albany St,Beech Grove,IN,Corporate,No,32,26,American Senior Communities,Ohi Asset In Beech Grove LLC,155072,Not For Profit,130,16,0,35,0,181,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, IL_MIXED",NC=130 + AL=16 + MC=0 — campus/CCRC | Same address as SNF: BEECH GROVE MEADOWS | IL=35 (19% of total) with other unit types
4599,BELL TOWER HEALTH & REHAB,INDEPENDENT,5805 N Fir Rd,Granger,IN,Independent,Yes,81,65,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BELLTOWER HEALTH & REHABILITATION CENTER
4600,BELMONT AT TIPTON LAKES SENIOR LIVING,MAGNOLIA,540 Belmont Dr,Columbus,IN,Corporate,Yes,77,62,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,"Same address as SNF: BELMONT HEALTH & REHABILITATION, THE"
4601,BELVEDERE SENIOR HOUSING,"GARDANT MANAGEMENT SOLUTIONS, INC",343 E. 90Th Dr,Merrillville,IN,Corporate,No,140,112,Gardant Management Solutions,Belvedere Slf LLC,,For Profit,0,126,0,0,0,126,FLAGGED,PROPCO_SPLIT,"Operator=Gardant Management Solutions, Owner=Belvedere Slf LLC"
4602,BETHANY POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1707 Bethany Rd,Anderson,IN,Corporate,No,64,51,Trilogy Health Services,Trilogy Real Estate Anderson LLC,155698,For Profit,61,40,36,26,0,163,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, IL_MIXED",NC=61 + AL=40 + MC=36 — campus/CCRC | Same address as SNF: BETHANY POINTE HEALTH CAMPUS | IL=26 (16% of total) with other unit types
4603,BETHANY VILLAGE,AMERICAN SENIOR COMMUNITIES,3518 Shelby St,Indianapolis,IN,Corporate,Yes,37,30,American Senior Communities,1084 Investments LLC,155237,For Profit,100,83,0,0,0,183,CO_LOCATED,CO_LOCATED,NC=100 + AL=83 + MC=0 — campus/CCRC
4604,BETHANY VILLAGE ASSISTED LIVING,AMERICAN SENIOR COMMUNITIES,3530 S Shelby St,Indianapolis,IN,Corporate,No,130,104,American Senior Communities,Bethany Village Apartments Indiana LLC,,Unknown,0,130,0,0,0,130,CLEAN,,
4605,BETHEL POINTE HEALTH & REHAB,TLC MANAGEMENT,3400 W Community Dr,Muncie,IN,Corporate,Yes,114,91,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BETHEL POINTE HEALTH AND REHAB
4606,BETHLEHEM WOODS NURSING & REHAB,AMERICAN SENIOR COMMUNITIES,4430 Elsdale Dr,Fort Wayne,IN,Corporate,Yes,84,67,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BETHLEHEM WOODS NURSING AND REHABILITATION
4607,BICKFORD OF CARMEL,BICKFORD SENIOR LIVING,5829 E 116Th St,Carmel,IN,Corporate,No,58,46,Bickford Senior Living,Nhi Propco Development LLC,,For Profit,0,42,16,0,0,58,CLEAN,,
4608,BICKFORD OF CROWN POINT,BICKFORD SENIOR LIVING,140 E 107Th Ave,Crown Point,IN,Corporate,No,58,46,Bickford Senior Living,Nhi-bickford Re LLC,,For Profit,0,42,14,0,0,56,CLEAN,,
4609,BICKFORD OF GREENWOOD,BICKFORD,3021 Stella St,Greenwood,IN,Independent,Yes,19,15,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4610,BICKFORD OF GREENWOOD,BICKFORD SENIOR LIVING,3021 Stella Dr,Greenwood,IN,Corporate,No,58,46,Bickford Senior Living,Nhi-bickford Re LLC,,For Profit,0,42,16,0,0,58,CLEAN,,
4611,BLAIR RIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,269 Meadowview Dr,Peru,IN,Corporate,No,32,26,Trilogy Health Services,Trilogy Real Estate Indiana III LLC,155791,Unknown,55,0,0,30,0,85,PHANTOM,"PHANTOM_NC_ONLY, ADDR_MATCHES_DB_SNF, IL_MIXED","NC=55, AL=0, MC=0 — nursing-only building | Same address as SNF: BLAIR RIDGE HEALTH CAMPUS | IL=30 (35% of total) with other unit types"
4612,BLOOM AT EAGLE CREEK,BLOOM,5045 W 52Nd St,Indianapolis,IN,Independent,Yes,2,2,Bloom Senior Living,Kandu Capital Of Park LLC,,For Profit,0,55,0,0,0,55,FLAGGED,PROPCO_SPLIT,"Operator=Bloom Senior Living, Owner=Kandu Capital Of Park LLC"
4613,BRENTWOOD AT ELKHART ASSISTED LIVING,PRIORITY LIFE CARE,3109 E Bristol St,Elkhart,IN,Corporate,No,117,94,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4614,BRENTWOOD AT HOBART,PRIORITY LIFE CARE,1420 Saint Marys Cir,Hobart,IN,Corporate,No,140,112,Priority Life Care,Gahc3 Hobart In Alf LLC,,For Profit,0,88,28,0,0,116,CLEAN,,
4615,BRENTWOOD AT LAPORTE,PRIORITY LIFE CARE,2002 Andrew Ave,Laporte,IN,Corporate,No,118,94,Integral Senior Living,Gahc3 Laporte In Alf LLC,,Unknown,0,84,34,16,0,134,FLAGGED,"PROPCO_SPLIT, IL_MIXED","Operator=Integral Senior Living, Owner=Gahc3 Laporte In Alf LLC | IL=16 (12% of total) with other unit types"
4616,BRICKYARD HEALTHCARE - BRANDYWINE,BRICKYARD,745 N Swope St,Greenfield,IN,Corporate,Yes,46,37,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BRICKYARD HEALTHCARE - BRANDYWINE CARE CENTER
4617,BRICKYARD HEALTHCARE - ELKHART,BRICKYARD,1001 W. Hively Ave,Elkhart,IN,Corporate,Yes,117,94,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BRICKYARD HEALTHCARE - ELKHART CARE CENTER
4618,BRICKYARD HEALTHCARE - GOLDEN RULE,BRICKYARD,2330 Straightline Pike,Richmond,IN,Corporate,Yes,60,48,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BRICKYARD HEALTHCARE - GOLDEN RULE CARE CENTER
4619,BRICKYARD HEALTHCARE - KOKOMO,BRICKYARD,2905 W Sycamore St,Kokomo,IN,Corporate,Yes,55,44,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BRICKYARD HEALTHCARE -SYCAMORE VILLAGE CARE CENTER
4620,BRICKYARD HEALTHCARE - MUNCIE,BRICKYARD,2701 N Lynn-Marie Dr,Muncie,IN,Corporate,Yes,71,57,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4621,BRIDGEPOINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1900 College Ave,Vincennes,IN,Corporate,No,26,21,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BRIDGEPOINTE HEALTH CAMPUS
4622,BRIDGEPOINTE GARDENS,TRIPLE CROWN SENIOR LIVING,3100 Utica Sellersburg Rd,Jeffersonville,IN,Corporate,No,231,185,Vitality Senior Services,Bridgepointe Gardens LLC,,For Profit,0,115,16,0,0,131,FLAGGED,PROPCO_SPLIT,"Operator=Vitality Senior Services, Owner=Bridgepointe Gardens LLC"
4623,BROOKSIDE VILLAGE,CARDON & ASSOCIATES,1111 Church Ave,Jasper,IN,Corporate,No,78,62,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BROOKSIDE VILLAGE INC
4624,BROOKSIDE VILLAGE INC,CARDON & ASSOCIATES,1111 Church Ave,Jasper,IN,Corporate,Yes,15,12,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: BROOKSIDE VILLAGE INC
4625,BROWNSBURG MEADOWS,INDEPENDENT,2 E Tilden Dr,Brownsburg,IN,Independent,Yes,46,37,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4626,BROWNSBURG MEADOWS ASSISTED LIVING,AMERICAN SENIOR COMMUNITIES,7133 Meadow Trail,Brownsburg,IN,Corporate,Yes,16,13,American Senior Communities,Residential Care X & LLC,,For Profit,147,62,46,23,0,278,CO_LOCATED,"CO_LOCATED, IL_MIXED",NC=147 + AL=62 + MC=46 — campus/CCRC | IL=23 (8% of total) with other unit types
4671,CARDINAL NURSING AND REHAB,AMERICAN SENIOR COMMUNITIES,1121 E Lasalle Ave,South Bend,IN,Corporate,Yes,62,50,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: CARDINAL NURSING AND REHABILITATION CENTER
4672,CAROLETON HEALTHCARE CENTER,COMMUNICARE,2550 Iowa Ave,Connersville,IN,Corporate,Yes,52,42,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4673,CEDAR CREEK ASSISTED LIVING,CEDARHURST SENOR LIVING,2770 S Adams Rd,Bloomington,IN,Corporate,Yes,5,4,Enlivant,2770 S Adams LLC,,Unknown,0,66,0,0,0,66,FLAGGED,PROPCO_SPLIT,"Operator=Enlivant, Owner=2770 S Adams LLC"
4674,CEDAR CREEK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,18275 S. Burr St,Lowell,IN,Corporate,No,48,38,Trilogy Health Services,Trilogy Real Estate Lowell LLC,155822,For Profit,58,20,11,0,0,89,CO_LOCATED,CO_LOCATED,NC=58 + AL=20 + MC=11 — campus/CCRC
4675,CEDAR CREEK MEMORY CARE,CEDARHURST SENOR LIVING,3203 E Moores Pike,Bloomington,IN,Corporate,Yes,34,27,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4676,CEDAR CREEK OF FORT WAYNE,CEDARHURST SENOR LIVING,2116 Butler Rd,Fort Wayne,IN,Corporate,Yes,32,26,Enlivant,2116 Butler LLC,,Unknown,0,47,0,0,0,47,FLAGGED,PROPCO_SPLIT,"Operator=Enlivant, Owner=2116 Butler LLC"
4677,CEDAR CREEK OF WARSAW,CEDARHURST SENOR LIVING,425 Chinworth Ct,Warsaw,IN,Corporate,Yes,17,14,Enlivant,425 Chinworth LLC,,Unknown,0,50,0,0,0,50,FLAGGED,PROPCO_SPLIT,"Operator=Enlivant, Owner=425 Chinworth LLC"
4678,CEDAR HURST LIVING OF MARION,CEDARHURST SENOR LIVING,725 W 50Th St,Marion,IN,Corporate,Yes,18,14,Enlivant,725 W 50th LLC,,Unknown,0,47,0,0,0,47,FLAGGED,PROPCO_SPLIT,"Operator=Enlivant, Owner=725 W 50th LLC"
4679,CELEBRATION VILLA OF NEWBURGH,PRIORITY LIFE CARE,5311 Rosebud Ln,Newburgh,IN,Corporate,No,89,71,Holiday by Atria,Vtr Newburgh LLC,,Unknown,0,0,0,88,0,88,IL_ONLY,"PROPCO_SPLIT, IL_ONLY","Operator=Holiday by Atria, Owner=Vtr Newburgh LLC | IL=88 (100% of total) — pure IL facility"
4680,CENTURY VILLA HEALTH,GREENTOWN VOLUNTEER FIRE COMPANY,705 N Meridian St,Greentown,IN,Independent,Yes,97,78,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: CENTURY VILLA HEALTH CARE
4681,CENTURY VILLA HEALTH CARE,EXCEPTIONAL LIVING CENTERS,705 N Meridian St,Greentown,IN,Corporate,No,84,67,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: CENTURY VILLA HEALTH CARE
4682,CHANDLER PLACE,LAKEHOUSE SENIOR LIVING,2879 S Lima Rd,Kendallville,IN,Corporate,Yes,20,16,Enlivant,Chandler Aid Propco LLC,,Unknown,0,47,0,0,0,47,FLAGGED,PROPCO_SPLIT,"Operator=Enlivant, Owner=Chandler Aid Propco LLC"
4683,CHAPTERS LIVING OF SOUTH BEND,INDEPENDENT,955 N Hickory Rd,South Bend,IN,Independent,No,42,34,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4684,CHARLESTOWN PLACE AT NEW ALBANY,EXCEPTIONAL LIVING CENTERS,4915 Charlestown Rd,New Albany,IN,Corporate,No,14,11,Exceptional Living Centers,Ohio Indiana Property LLC,155668,Not For Profit,158,14,0,0,0,172,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF",NC=158 + AL=14 + MC=0 — campus/CCRC | Same address as SNF: CHARLESTOWN PLACE AT NEW ALBANY
4685,CHATEAU REHABILITATION - (SIG-FT WAYNE),CASTLE HEALTHCARE,6006 Brandy Chase Cove,Fort Wayne,IN,Corporate,Yes,93,74,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: CHATEAU REHABILITATION AND HEALTHCARE CENTER
4686,CHESTERTON MANOR,ADAMS COUNTY MEMORIAL HOSPITAL,110 Beverly Dr,Chesterton,IN,Corporate,Yes,21,17,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: CHESTERTON MANOR
4687,CLARK REHAB,AMERICAN SENIOR COMMUNITIES,517 N Little League Blvd,Clarksville,IN,Corporate,Yes,48,38,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: CLARK REHABILITATION AND SKILLED NURSING CENTER
4688,CLEARVISTA LAKE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,8405 Clearvista Pl,Indianapolis,IN,Corporate,No,61,49,Trilogy Health Services,Ms Castleton LLC,155815,For Profit,70,30,13,0,0,113,CO_LOCATED,CO_LOCATED,NC=70 + AL=30 + MC=13 — campus/CCRC
4689,CLINTON HOUSE REHAB & HCC,HENRY COUNTY MEMORIAL HOSPITAL,809 W Freeman St,Frankfort,IN,Independent,Yes,65,52,Clinton House Rehabilitation and Healthcare Center,Frankfort Realty LLC,155295,Not For Profit,88,0,18,0,0,106,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, PROPCO_SPLIT","NC=88 + AL=0 + MC=18 — campus/CCRC | Same address as SNF: CLINTON HOUSE REHABILITATION AND HEALTHCARE CENTER | Operator=Clinton House Rehabilitation and Healthcare Center, Owner=Frankfort Realty LLC"
4690,COBBLESTONE CROSSINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1850 E Howard Wayne Dr,Terre Haute,IN,Corporate,No,39,31,Trilogy Health Services,Trilogy Real Estate Vigo LLC,155772,Unknown,60,0,0,24,0,84,PHANTOM,"PHANTOM_NC_ONLY, ADDR_MATCHES_DB_SNF, IL_MIXED","NC=60, AL=0, MC=0 — nursing-only building | Same address as SNF: COBBLESTONE CROSSINGS HEALTH CAMPUS | IL=24 (29% of total) with other unit types"
4691,COLONIAL NURSING AND REHABILITATION,ADAMS COUNTY MEMORIAL HOSPITAL,119 N Indiana Ave,Crown Point,IN,Corporate,Yes,6,5,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: COLONIAL NURSING HOME
4692,COLONIAL OAKS RETIREMENT COMMUNITY,TLC MANAGEMENT,4714 Colonial Oaks Dr,Marion,IN,Corporate,No,63,50,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
4693,COMMUNITY NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,5600 E 16Th St,Indianapolis,IN,Corporate,Yes,42,34,,,,,0,0,0,0,0,0,NO_NIC_MATCH,ADDR_MATCHES_DB_SNF,Same address as SNF: COMMUNITY NURSING AND REHABILITATION CENTER
4694,COMPASS PARK INDIANA MASONIC HOME,"MASONIC HOMES OF KENTUCKY, INC",690 S State St,Franklin,IN,Corporate,Yes,83,66,Indiana Free Masons,I M H Realty Corp,,Not For Profit,167,48,0,175,0,390,CO_LOCATED,"CO_LOCATED, PROPCO_SPLIT, IL_MIXED","NC=167 + AL=48 + MC=0 — campus/CCRC | Operator=Indiana Free Masons, Owner=I M H Realty Corp | IL=175 (45% of total) with other unit types"
4695,COPPER TRACE,CARDON & ASSOCIATES,1250 W 146Th St,Westfield,IN,Corporate,No,119,95,CarDon and Associates Inc.,Westfield Cd Holdings LLC,155841,For Profit,104,76,0,0,0,180,CO_LOCATED,"CO_LOCATED, ADDR_MATCHES_DB_SNF, PROPCO_SPLIT","NC=104 + AL=76 + MC=0 — campus/CCRC | Same address as SNF: COPPER TRACE HEALTH & LIVING COMMUNITY | Operator=CarDon and Associates Inc., Owner=Westfield Cd Holdings LLC"
4696,CORE OF BEDFORD NURSING,CORE MEDICAL GROUP,514 16Th St,Bedford,IN,Independent,Yes,35,28,,,,,0,0,0,0,0,0,NO_NIC_MATCH,,
